,price,production_year,size,color,material,acc_included,condition_ext,other_defects,has_smell,has_chain,has_logo,has_quilts,bag_style,brand
808,4095,2015-2020,large,black,caviar,5,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
809,4595,2015-2020,small,black,caviar,3,like_new,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
810,4365,2015-2020,small,black,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
811,4185,2015-2020,small,black,caviar,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
812,4245,2015-2020,small,black,caviar,2,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
813,2840,2010-2015,medium,black,lambskin,2,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
814,2695,2015-2020,mini,beige,lambskin,4,excellent,0.0,0.0,0.0,1.0,0.0,flap_bag,Chanel
815,4095,2015-2020,medium,pink,lambskin,5,like_new,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
816,3815,2015-2020,large,beige,lambskin,3,good,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
817,710,2000-2010,medium,white,lambskin,2,good,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
818,750,2000-2010,medium,white,lambskin,2,good,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
819,1755,2010-2015,mini,white,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
820,1395,0,medium,brown,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
821,4275,2010-2015,large,other,lambskin,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
822,3295,0,large,blue,lambskin,4,good,0.0,0.0,0.0,1.0,1.0,flap_bag,Chanel
823,5295,2015-2020,large,black,caviar,5,like_new,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
824,2335,2015-2020,mini,pink,caviar,0,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
825,4135,2015-2020,large,black,caviar,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
826,2775,2010-2015,large,red,patent,0,good,0.0,0.0,0.0,0.0,1.0,flap_bag,Chanel
827,1970,2010-2015,large,red,patent,2,good,0.0,1.0,0.0,0.0,1.0,flap_bag,Chanel
828,4185,2010-2015,large,red,lambskin,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
829,3145,0,mini,other,lambskin,3,excellent,0.0,0.0,1.0,0.0,0.0,flap_bag,Chanel
830,2395,2000-2010,large,metallic,lambskin,3,good,0.0,0.0,1.0,0.0,0.0,flap_bag,Chanel
831,3595,0,medium,metallic,lambskin,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
832,2715,2010-2015,large,pink,patent,2,good,1.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
833,2205,2015-2020,mini,black,lambskin,3,good,1.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
834,2395,0,medium,blue,fabric,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
835,1800,2010-2015,large,red,lambskin,2,fair,1.0,0.0,1.0,0.0,0.0,flap_bag,Chanel
836,2655,2010-2015,large,red,lambskin,3,good,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
837,3910,2015-2020,small,beige,lambskin,5,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
838,1885,2010-2015,large,black,lambskin,0,good,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
839,1660,0,large,black,lambskin,0,fair,0.0,1.0,1.0,1.0,0.0,flap_bag,Chanel
840,3635,0,large,black,caviar,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
841,3585,2015-2020,large,beige,lambskin,4,good,1.0,1.0,1.0,1.0,0.0,flap_bag,Chanel
842,2860,2010-2015,mini,pink,caviar,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
843,3700,2015-2020,mini,black,lambskin,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
844,1855,2000-2010,large,other,lambskin,2,good,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
845,2695,0,mini,metallic,lambskin,2,good,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
846,3220,0,mini,metallic,lambskin,3,excellent,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
847,2745,2010-2015,large,metallic,lambskin,0,excellent,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
848,2450,2010-2015,mini,black,lambskin,0,good,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
849,3115,2010-2015,small,metallic,lambskin,0,good,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
850,3410,0,medium,black,lambskin,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
851,4195,2015-2020,mini,orange,tweed,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
852,4395,2015-2020,mini,orange,tweed,4,like_new,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
853,2655,2010-2015,large,brown,lambskin,3,good,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
854,1800,2010-2015,small,red,fabric,2,good,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
855,3415,0,large,black,lambskin,4,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
856,2845,2015-2020,mini,yellow,fabric,0,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
857,4260,2015-2020,small,red,caviar,3,like_new,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
858,1165,2000-2010,small,white,lambskin,2,good,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
859,4660,2015-2020,mini,black,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
860,4295,2015-2020,mini,black,caviar,2,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
861,4995,0,mini,black,caviar,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
862,4260,2015-2020,mini,black,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
863,5725,2015-2020,small,blue,caviar,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
864,6095,2015-2020,medium,purple,lambskin,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
865,2695,2015-2020,small,green,lambskin,2,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
866,2115,2010-2015,medium,grey,0,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
867,7040,2015-2020,xlarge,black,lambskin,5,like_new,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
868,6260,2015-2020,xlarge,black,lambskin,2,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
869,3530,2015-2020,mini,blue,lambskin,3,good,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
870,4570,2015-2020,large,beige,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
871,2015,2010-2015,large,red,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
872,3315,2010-2015,medium,pink,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
873,2655,2015-2020,medium,metallic,caviar,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
874,3195,2010-2015,mini,metallic,lambskin,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
875,3295,2010-2015,medium,brown,lambskin,0,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
876,3145,2010-2015,mini,metallic,lambskin,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
877,3835,0,mini,blue,lambskin,4,like_new,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
878,2880,2015-2020,large,black,lambskin,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
879,4630,2015-2020,large,red,lambskin,4,excellent,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
880,3415,2010-2015,mini,brown,lambskin,4,excellent,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
881,4045,2010-2015,large,beige,lambskin,3,excellent,0.0,1.0,1.0,0.0,1.0,flap_bag,Chanel
882,3095,2010-2015,mini,beige,lambskin,3,good,0.0,0.0,0.0,1.0,1.0,flap_bag,Chanel
883,4095,2015-2020,large,grey,caviar,5,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
884,2470,2015-2020,medium,green,fabric,0,good,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
885,3985,2015-2020,small,blue,lambskin,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
886,2225,0,large,metallic,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
887,1050,0,medium,metallic,lambskin,0,good,0.0,0.0,1.0,0.0,0.0,flap_bag,Chanel
888,4595,0,mini,purple,lambskin,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
889,4340,0,mini,beige,lambskin,4,like_new,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
890,3375,2015-2020,mini,beige,lambskin,4,like_new,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
891,3920,2015-2020,mini,black,lambskin,4,like_new,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
892,3995,2015-2020,large,blue,lambskin,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
893,1250,2000-2010,large,black,lambskin,2,good,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
894,4045,2015-2020,mini,pink,lambskin,4,like_new,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
895,4080,2015-2020,mini,pink,lambskin,4,like_new,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
896,3955,2015-2020,mini,pink,lambskin,4,like_new,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
897,2335,2015-2020,small,black,lambskin,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
898,5955,2015-2020,xlarge,metallic,lambskin,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
899,4260,2015-2020,mini,pink,caviar,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
900,4945,2015-2020,large,black,lambskin,4,excellent,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
901,4165,2015-2020,large,black,lambskin,2,excellent,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
902,1995,2010-2015,large,white,tweed,0,good,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
903,3505,2015-2020,large,blue,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
904,2995,2015-2020,mini,blue,lambskin,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
905,5450,2015-2020,large,metallic,lambskin,2,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
906,4115,2015-2020,medium,green,lambskin,0,good,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
907,4745,2015-2020,medium,green,lambskin,4,excellent,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
908,2930,2000-2010,small,grey,lambskin,0,excellent,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
909,1765,0,large,metallic,lambskin,2,good,0.0,1.0,1.0,0.0,1.0,flap_bag,Chanel
910,2155,2000-2010,large,blue,lambskin,0,good,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
911,1705,2000-2010,large,metallic,lambskin,0,good,1.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
912,2465,2000-2010,large,metallic,lambskin,3,excellent,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
913,5005,2015-2020,xlarge,metallic,lambskin,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
914,3865,2015-2020,large,pink,lambskin,3,excellent,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
915,4630,2015-2020,small,beige,caviar,5,like_new,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
916,1885,2010-2015,medium,black,fabric,2,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
917,5145,0,medium,pink,lambskin,0,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
918,1995,2010-2015,large,beige,lambskin,3,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
919,5740,2015-2020,medium,grey,lambskin,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
920,4555,2015-2020,medium,grey,lambskin,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
921,4855,2015-2020,medium,grey,lambskin,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
922,2995,2000-2010,small,blue,lambskin,4,good,0.0,0.0,1.0,0.0,0.0,flap_bag,Chanel
923,2785,2000-2010,small,metallic,lambskin,3,good,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
924,1770,0,large,other,lambskin,2,good,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
925,3655,0,mini,green,lambskin,3,like_new,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
926,7440,2015-2020,xlarge,black,lambskin,4,like_new,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
927,3685,2015-2020,medium,black,lambskin,2,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
928,3595,2010-2015,large,black,lambskin,2,excellent,0.0,1.0,1.0,0.0,1.0,flap_bag,Chanel
929,2270,2000-2010,large,black,lambskin,0,fair,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
930,3605,2015-2020,mini,metallic,lambskin,4,excellent,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
931,1660,0,large,green,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
932,1290,2015-2020,mini,black,lambskin,1,good,0.0,0.0,0.0,0.0,1.0,flap_bag,Chanel
933,1430,2010-2015,mini,black,lambskin,4,excellent,0.0,0.0,0.0,0.0,1.0,flap_bag,Chanel
934,1420,2015-2020,mini,black,lambskin,1,good,0.0,0.0,0.0,0.0,1.0,flap_bag,Chanel
935,2185,2010-2015,mini,metallic,lambskin,2,excellent,0.0,0.0,1.0,1.0,0.0,flap_bag,Chanel
936,3240,2015-2020,small,blue,lambskin,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
937,4365,2015-2020,large,blue,lambskin,3,excellent,0.0,1.0,1.0,1.0,1.0,flap_bag,Chanel
938,5295,2010-2015,medium,pink,lambskin,5,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
939,1345,2000-2010,large,metallic,lambskin,2,fair,0.0,0.0,1.0,0.0,1.0,flap_bag,Chanel
940,3795,2015-2020,mini,black,lambskin,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
941,1230,2000-2010,mini,black,fabric,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
942,2895,2010-2015,mini,grey,lambskin,0,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
943,3535,2015-2020,small,multicolor,lambskin,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
944,2995,2015-2020,small,multicolor,lambskin,4,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
945,3055,2010-2015,medium,pink,lambskin,3,excellent,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
946,4320,0,large,beige,lambskin,0,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
947,3250,2015-2020,medium,metallic,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,flap_bag,Chanel
948,3105,2015-2020,large,black,lambskin,3,good,0.0,1.0,0.0,1.0,0.0,flap_bag,Chanel
949,3030,2015-2020,large,black,lambskin,5,excellent,0.0,0.0,0.0,1.0,0.0,flap_bag,Chanel
950,4195,2015-2020,medium,pink,lambskin,3,excellent,0.0,0.0,1.0,0.0,0.0,flap_bag,Chanel
951,3705,2015-2020,mini,metallic,lambskin,4,like_new,0.0,0.0,1.0,0.0,0.0,flap_bag,Chanel
952,4000,0,mini,metallic,lambskin,4,like_new,0.0,0.0,1.0,0.0,0.0,flap_bag,Chanel
953,3500,2015-2020,mini,metallic,lambskin,4,like_new,0.0,0.0,1.0,0.0,0.0,flap_bag,Chanel
954,3695,0,mini,pink,lambskin,4,like_new,0.0,0.0,1.0,0.0,0.0,flap_bag,Chanel
955,3595,2015-2020,mini,metallic,lambskin,2,good,0.0,0.0,1.0,0.0,0.0,flap_bag,Chanel
956,4615,2015-2020,mini,pink,lambskin,3,like_new,0.0,0.0,1.0,0.0,0.0,flap_bag,Chanel
957,4615,2015-2020,mini,pink,lambskin,4,like_new,0.0,0.0,1.0,0.0,0.0,flap_bag,Chanel
958,3240,0,mini,pink,lambskin,4,excellent,0.0,0.0,1.0,0.0,0.0,flap_bag,Chanel
959,680,0,xlarge,white,lambskin,0,fair,1.0,0.0,0.0,1.0,0.0,hand_bag,Chanel
960,1005,2000-2010,xlarge,blue,fabric,3,good,0.0,1.0,0.0,1.0,0.0,hand_bag,Chanel
961,755,2000-2010,xlarge,blue,fabric,2,fair,0.0,0.0,0.0,1.0,0.0,hand_bag,Chanel
962,2550,2015-2020,large,red,tweed,3,like_new,0.0,0.0,1.0,0.0,0.0,hand_bag,Chanel
963,2220,2015-2020,small,black,lambskin,3,good,0.0,0.0,1.0,1.0,1.0,hand_bag,Chanel
964,2160,2010-2015,large,blue,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,hand_bag,Chanel
965,4675,0,medium,other,lambskin,5,like_new,0.0,0.0,1.0,1.0,1.0,hand_bag,Chanel
966,4045,2015-2020,medium,black,lambskin,3,excellent,0.0,0.0,1.0,1.0,0.0,hand_bag,Chanel
967,2495,2010-2015,large,brown,lambskin,2,good,0.0,0.0,1.0,0.0,0.0,hand_bag,Chanel
968,660,0,medium,other,lambskin,0,fair,0.0,1.0,1.0,0.0,0.0,hand_bag,Chanel
969,1510,2010-2015,large,black,lambskin,0,good,0.0,1.0,1.0,0.0,0.0,hand_bag,Chanel
970,2560,2015-2020,xlarge,white,fabric,4,like_new,0.0,0.0,0.0,0.0,0.0,hand_bag,Chanel
971,2335,2015-2020,large,beige,lambskin,2,excellent,0.0,0.0,1.0,1.0,1.0,hand_bag,Chanel
972,1575,0,large,beige,lambskin,2,fair,1.0,0.0,1.0,1.0,1.0,hand_bag,Chanel
973,1090,2010-2015,large,black,lambskin,0,good,0.0,1.0,1.0,0.0,0.0,hand_bag,Chanel
974,985,2010-2015,large,black,lambskin,2,good,0.0,0.0,1.0,0.0,0.0,hand_bag,Chanel
975,1295,2010-2015,xlarge,black,lambskin,4,good,0.0,1.0,1.0,0.0,0.0,hand_bag,Chanel
976,860,1990s,large,pink,caviar,2,good,0.0,1.0,1.0,1.0,0.0,shoulder,Chanel
977,750,1990s,large,pink,caviar,0,fair,0.0,1.0,1.0,1.0,0.0,shoulder,Chanel
978,1270,0,large,black,lambskin,0,fair,1.0,0.0,1.0,1.0,0.0,shoulder,Chanel
979,905,0,large,black,lambskin,0,good,0.0,0.0,0.0,1.0,0.0,shoulder,Chanel
980,595,1990s,small,black,lambskin,0,good,0.0,0.0,0.0,1.0,0.0,shoulder,Chanel
981,1345,1990s,large,blue,caviar,2,good,0.0,1.0,1.0,1.0,0.0,shoulder,Chanel
982,1290,1990s,mini,black,caviar,2,good,0.0,0.0,0.0,1.0,1.0,shoulder,Chanel
983,930,0,large,blue,lambskin,3,fair,0.0,1.0,1.0,0.0,1.0,shoulder,Chanel
984,1040,0,large,black,lambskin,3,good,0.0,1.0,1.0,0.0,1.0,shoulder,Chanel
985,850,1980s,small,black,lambskin,0,good,0.0,0.0,1.0,0.0,1.0,shoulder,Chanel
986,995,0,large,black,lambskin,0,good,0.0,1.0,1.0,0.0,1.0,shoulder,Chanel
987,905,1980s,xlarge,black,lambskin,2,good,0.0,0.0,1.0,0.0,1.0,shoulder,Chanel
988,1295,0,small,black,caviar,0,good,0.0,0.0,1.0,1.0,1.0,shoulder,Chanel
989,1150,0,medium,red,lambskin,0,good,0.0,0.0,1.0,0.0,1.0,shoulder,Chanel
990,1095,1990s,large,blue,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,shoulder,Chanel
991,1645,2000-2010,mini,black,fur,0,good,0.0,0.0,0.0,0.0,0.0,shoulder,Chanel
992,1660,0,xlarge,black,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,shoulder,Chanel
993,895,0,small,black,lambskin,0,good,0.0,1.0,0.0,1.0,0.0,shoulder,Chanel
994,805,0,large,blue,lambskin,0,fair,0.0,0.0,0.0,1.0,1.0,shoulder,Chanel
995,1255,2000-2010,small,beige,lambskin,2,good,0.0,0.0,1.0,1.0,1.0,shoulder,Chanel
996,975,2000-2010,large,black,lambskin,0,fair,0.0,1.0,1.0,1.0,0.0,shoulder,Chanel
997,1160,2010-2015,xlarge,blue,caviar,2,good,0.0,1.0,1.0,1.0,1.0,shoulder,Chanel
998,995,2000-2010,large,black,fabric,0,good,0.0,1.0,1.0,0.0,1.0,shoulder,Chanel
999,1830,2010-2015,mini,brown,lambskin,0,excellent,0.0,0.0,1.0,0.0,0.0,shoulder,Chanel
1000,1110,2010-2015,xlarge,black,caviar,0,good,0.0,0.0,1.0,1.0,1.0,shoulder,Chanel
1001,1115,2010-2015,xlarge,white,caviar,2,good,1.0,0.0,1.0,1.0,1.0,shoulder,Chanel
1002,520,2000-2010,small,beige,suede,0,good,0.0,0.0,1.0,0.0,0.0,shoulder,Chanel
1003,2065,2015-2020,medium,black,lambskin,3,excellent,0.0,0.0,1.0,0.0,0.0,shoulder,Chanel
1004,900,2000-2010,large,black,lambskin,3,good,0.0,0.0,1.0,1.0,0.0,shoulder,Chanel
1005,795,2000-2010,mini,beige,lambskin,4,good,0.0,0.0,1.0,0.0,0.0,shoulder,Chanel
1006,3750,2015-2020,mini,grey,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,crossbody,Chanel
1007,2515,2015-2020,mini,pink,caviar,2,excellent,0.0,0.0,1.0,1.0,1.0,crossbody,Chanel
1008,3655,2015-2020,small,black,caviar,4,excellent,0.0,0.0,1.0,1.0,1.0,crossbody,Chanel
1009,2035,1990s,small,white,lambskin,0,good,0.0,1.0,1.0,1.0,0.0,crossbody,Chanel
1010,1260,0,small,black,synthetic,2,excellent,0.0,0.0,1.0,0.0,0.0,crossbody,Chanel
1011,820,2010-2015,mini,black,lambskin,2,good,0.0,0.0,1.0,1.0,0.0,crossbody,Chanel
1012,3395,2015-2020,mini,yellow,caviar,4,excellent,0.0,0.0,1.0,0.0,1.0,crossbody,Chanel
1013,1795,2010-2015,mini,metallic,lambskin,3,excellent,0.0,0.0,1.0,0.0,0.0,crossbody,Chanel
1014,1525,2010-2015,mini,metallic,lambskin,4,excellent,0.0,0.0,1.0,0.0,0.0,crossbody,Chanel
1015,1150,2015-2020,small,multicolor,fabric,4,excellent,0.0,0.0,1.0,0.0,0.0,crossbody,Chanel
1016,1210,2015-2020,small,multicolor,fabric,4,like_new,0.0,0.0,1.0,0.0,0.0,crossbody,Chanel
1017,1560,2010-2015,mini,red,lambskin,2,good,0.0,0.0,1.0,0.0,1.0,crossbody,Chanel
1018,2940,0,small,green,lambskin,4,excellent,0.0,0.0,1.0,1.0,1.0,crossbody,Chanel
1019,920,0,small,black,lambskin,0,fair,0.0,0.0,1.0,0.0,1.0,crossbody,Chanel
1020,2495,2015-2020,mini,red,lambskin,4,excellent,0.0,0.0,1.0,0.0,1.0,crossbody,Chanel
1021,1935,2015-2020,mini,pink,lambskin,4,excellent,0.0,0.0,1.0,0.0,1.0,crossbody,Chanel
1022,2655,2015-2020,mini,beige,lambskin,4,excellent,0.0,0.0,1.0,1.0,1.0,crossbody,Chanel
1023,565,2000-2010,medium,black,lambskin,2,fair,0.0,0.0,1.0,1.0,1.0,crossbody,Chanel
1024,1265,2000-2010,mini,purple,lambskin,3,excellent,0.0,0.0,1.0,0.0,1.0,crossbody,Chanel
1025,985,0,mini,purple,lambskin,0,good,0.0,1.0,1.0,0.0,1.0,crossbody,Chanel
1026,3695,2015-2020,mini,black,caviar,4,like_new,0.0,0.0,1.0,1.0,1.0,crossbody,Chanel
1027,1795,0,mini,metallic,caviar,4,excellent,0.0,0.0,1.0,0.0,1.0,crossbody,Chanel
1028,1595,2000-2010,large,black,lambskin,0,good,0.0,1.0,1.0,0.0,1.0,crossbody,Chanel
1029,2795,2015-2020,mini,black,lambskin,3,excellent,0.0,0.0,1.0,0.0,1.0,crossbody,Chanel
1030,2750,2015-2020,mini,black,lambskin,5,excellent,0.0,0.0,1.0,1.0,1.0,waist_bag,Chanel
1031,2260,0,mini,blue,lambskin,4,excellent,0.0,0.0,1.0,1.0,0.0,waist_bag,Chanel
1032,2465,0,mini,black,lambskin,2,excellent,0.0,0.0,1.0,0.0,1.0,waist_bag,Chanel
1033,2100,0,large,black,lambskin,4,good,0.0,0.0,1.0,1.0,1.0,waist_bag,Chanel
1034,2140,2015-2020,mini,red,lambskin,5,excellent,0.0,0.0,1.0,1.0,0.0,waist_bag,Chanel
1035,2040,2015-2020,large,blue,lambskin,4,excellent,0.0,0.0,1.0,1.0,1.0,waist_bag,Chanel
1036,2550,0,mini,black,lambskin,3,excellent,0.0,0.0,1.0,1.0,0.0,waist_bag,Chanel
1037,2425,2015-2020,mini,blue,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,waist_bag,Chanel
1038,2160,2015-2020,small,black,caviar,3,good,0.0,0.0,1.0,1.0,0.0,waist_bag,Chanel
1039,2275,2015-2020,large,metallic,0,4,excellent,0.0,0.0,1.0,0.0,1.0,waist_bag,Chanel
1040,2550,2015-2020,large,yellow,lambskin,2,excellent,0.0,0.0,1.0,1.0,1.0,waist_bag,Chanel
1041,2595,2015-2020,mini,pink,lambskin,3,excellent,0.0,0.0,0.0,1.0,0.0,vanity_case,Chanel
1042,3320,2015-2020,mini,beige,lambskin,4,excellent,0.0,0.0,1.0,0.0,0.0,vanity_case,Chanel
1043,3325,0,small,red,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,vanity_case,Chanel
1044,3795,2015-2020,small,red,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,vanity_case,Chanel
1045,3995,2010-2015,small,red,caviar,2,excellent,0.0,0.0,1.0,1.0,1.0,vanity_case,Chanel
1046,3955,2015-2020,mini,red,caviar,3,excellent,0.0,0.0,1.0,1.0,1.0,vanity_case,Chanel
1047,3325,0,mini,red,caviar,1,good,0.0,0.0,1.0,1.0,1.0,vanity_case,Chanel
1048,4495,0,small,beige,caviar,1,good,0.0,0.0,1.0,1.0,1.0,vanity_case,Chanel
1049,2075,1990s,large,black,caviar,2,good,0.0,0.0,1.0,1.0,1.0,vanity_case,Chanel
1050,2595,2015-2020,mini,red,caviar,4,excellent,0.0,0.0,1.0,1.0,1.0,vanity_case,Chanel
1051,2550,0,mini,black,caviar,4,excellent,0.0,0.0,1.0,1.0,1.0,vanity_case,Chanel
1052,4195,2015-2020,mini,black,caviar,3,like_new,0.0,0.0,1.0,1.0,1.0,vanity_case,Chanel
1053,4695,2015-2020,small,beige,caviar,4,excellent,0.0,0.0,1.0,1.0,1.0,vanity_case,Chanel
1054,4595,0,mini,beige,caviar,2,excellent,0.0,0.0,1.0,1.0,1.0,vanity_case,Chanel
1055,3895,2015-2020,mini,black,caviar,4,excellent,0.0,0.0,1.0,1.0,1.0,vanity_case,Chanel
