productname,brand,price,pagelink,condition,conditiondetails,exteriorcolor,exteriormaterial,hardware,accessories,brandcode,measurements,itemnr,claircode
Medallion Tote Quilted Caviar,Chanel,"
            $2,140
        ",/collections/chanel/products/handbags-chanel-medallion-tote-quilted-caviar5590678,Excellent,". Light wear on base corners, scuffs in interior and on interior base, scratches on hardware.",Black,Leather,Aged Silver,Authenticity Card,7277109,"Handle Drop 6.5&quot;, Height 9.5&quot;, Width 11.5&quot;, Depth 6&quot;",55906/78,HB.CH.MT.QCA 
Square Stitch Frame Clutch Quilted Lambskin,Chanel,"
            $2,695
        ",/collections/chanel/products/handbags-chanel-square-stitch-frame-clutch-quilted-lambskin56247265,Great,". Light wear and discoloration on base and opening trim corners, scuffs on exterior and in interior, scratches on hardware.",Black,Leather,Silver,No Accessories,6711090,"Height 7&quot;, Width 13.5&quot;, Depth 1&quot;",56247/265,HB.CH.SSSQ.QULA 
Vintage CC Lock Flap Shoulder Bag Quilted Suede Medium,Chanel,"
            $1,670
        ",/collections/chanel/products/handbags-chanel-vintage-cc-lock-flap-shoulder-bag-quilted-suede-medium5624711,Very good,". Moderate wear and discoloration on exterior edges, handles and underneath flap. Minor wear in interior, scratches on hardware.",Black,Suede,Aged Gold,No Accessories,7191790,"Handle Drop 11&quot;, Height 10&quot;, Width 12.5&quot;, Depth 4&quot;",56247/11,HB.CH.VCLB.QS.ME 
Vintage Double Sided Zip Tote Caviar Medium,Chanel,"
            $2,005
        ",/collections/chanel/products/handbags-chanel-vintage-double-sided-zip-tote-caviar-medium56247170,Very good,". Loss of shape on exterior. Wear and discoloration on base corners, opening trim and in interior, scratches on hardware.",Black,Leather,"Gold, Matte",Authenticity Card,8518764,"Handle Drop 9.5&quot;, Height 8&quot;, Width 11.5&quot;, Depth 4.5&quot;",56247/170,HB.CH.VTIT.CAV.ME 
Icons 3 Bag Quilted Embellished Tweed Jumbo,Chanel,"
            $3,080
        ",/collections/chanel/products/handbags-chanel-icons-3-bag-quilted-embellished-tweed-jumbo56247256,Very good,". Glue stain on rear pocket edge. Minor oil slick discoloration on strap, creasing and scuffs underneath flap, scratches on hardware.",Black,"Tweed, Sequins",Gun Metal,Authenticity Card,14265752,"Handle Drop 8&quot;, Height 7&quot;, Width 12&quot;, Depth 2.5&quot;, Strap Drop 14&quot;",56247/256,HB.CH.ICN3.QETW.JB 
Vintage Classic Double Flap Bag Quilted Lambskin Medium,Chanel,"
            $4,160
        ",/collections/chanel/products/handbags-chanel-vintage-classic-double-flap-bag-quilted-lambskin-medium562653,Very good,". Moderate. wear. discoloration, creasing, scuffs and small indentations on exterior and underneath flap. Wear on strap, minor scuffs and wear in interior, scratches on hardware.",Black,Leather,Gold,Authenticity Card,2815242,"Handle Drop 10&quot;, Height 6&quot;, Width 10&quot;, Depth 2.5&quot;, Strap Drop 17&quot;",56265/3,HB.CH.VCDFFL.QULA.ME 
Cambon Tote Quilted Leather Medium,Chanel,"
            $1,715
        ",/collections/chanel/products/handbags-chanel-cambon-tote-quilted-leather-medium5626512,Great,". Light wear and discoloration on base and opening trim corners, creasing and scuffs on exterior. Small mark in interior, scratches on hardware.",Black,Leather,Silver,No Accessories,9949435,"Handle Drop 7&quot;, Height 9.5&quot;, Width 8&quot;, Depth 5&quot;",56265/12,HB.CH.CT.QLE.ME 
Classic Soft Flap Bag Quilted Caviar Medium,Chanel,"
            $3,350
        ",/collections/chanel/products/handbags-chanel-classic-soft-flap-bag-quilted-caviar-medium5590698,Fair,". Moderate wear, discoloration and creasing on exterior and strap, indentations on interior flap. Minor stains in interior scratches on hardware.",Red,Leather,Silver,Authenticity Card,12869112,"Handle Drop 10&quot;, Height 6&quot;, Width 10&quot;, Depth 2.5&quot;, Strap Drop 18&quot;",55906/98,HB.CH.CSFL.QCA.ME 
Square Timeless Clutch Quilted Lambskin,Chanel,"
            $2,525
        ",/collections/chanel/products/handbags-chanel-square-timeless-clutch-quilted-lambskin5624777,Great,". Light wear on base corners, minor scuffs on exterior. Slight discoloration along interior opening, scratches on hardware.",Red,Leather,Silver,No Accessories,16530534,"Height 6&quot;, Width 10&quot;, Depth 2&quot;",56247/77,HB.CH.STMC.QULA 
Logo Chain Tote Quilted Aged Calfskin and Tweed Medium,Chanel,"
            $3,425
        ",/collections/chanel/products/handbags-chanel-logo-chain-tote-quilted-aged-calfskin-and-tweed-medium56118352,Excellent,". Light wear on base corners and in interior, slight creasing on exterior, scratches on hardware.",Red,"Leather, Tweed",Aged Silver,"Dust Bag, Authenticity Card",23445750,"Handle Drop 4&quot;, Height 10&quot;, Width 13.5&quot;, Depth 5&quot;, Strap Drop 17&quot;",56118/352,HB.CH.LGCH.QACT.ME 
Stretch Spirit Cabas Quilted Denim Large,Chanel,"
            $2,235
        ",/collections/chanel/products/handbags-chanel-stretch-spirit-cabas-quilted-denim-large5624737,Very good,". Wear and discoloration on exterior and handles, scratches on hardware.",Blue,Denim,Silver,Authenticity Card,12780898,"Handle Drop 6&quot;, Height 12&quot;, Width 14.5&quot;, Depth 7&quot;",56247/37,HB.CH.STSC.QDE.LG 
In The Mix Shopping Bag Quilted Calfskin Large,Chanel,"
            $1,930
        ",/collections/chanel/products/handbags-chanel-in-the-mix-shopping-bag-quilted-calfskin-large561184,Very good,". Creasing and loss of shape on exterior, minor indentations on base, minimal wear in interior, scratches and discoloration on hardware.",Neutral,Leather,Gold,"Authenticity Card, Dust Bag",16033540,"Handle Drop 3.5&quot;, Height 10&quot;, Width 14&quot;, Depth 7&quot;, Strap Drop 10.5&quot;",56118/4,HB.CH.ITMXSB.QLC.LG 
Feather Weight Bowling Bag Quilted Lambskin Medium,Chanel,"
            $3,745
        ",/collections/chanel/products/handbags-chanel-feather-weight-bowling-bag-quilted-lambskin-medium5626565,Great,". Minor discoloration and wear on base corners and handles, slight creasing on exterior, minor wear in interior, scratches on hardware.","Black, Brown",Leather,Silver,Authenticity Card,21989560,"Handle Drop 4&quot;, Height 8.5&quot;, Width 12.5&quot;, Depth 7&quot;, Strap Drop 11.5&quot;",56265/65,HB.CH.FRTR.QULA.ME 
Deauville Pouch Raffia Large,Chanel,"
            $1,155
        ",/collections/chanel/products/handbags-chanel-deauville-pouch-raffia-large562476,Very good,". Moderate wear on base corners and along opening edge, scratches on hardware.",Gray,Raffia,Silver,No Accessories,25241732,"Height 10&quot;, Width 13&quot;, Depth 0.5&quot;",56247/6,HB.CH.DVLP.RAFF.LG 
Camellia Logo Wristlet Clutch Printed Coated Canvas Large,Chanel,"
            $1,885
        ",/collections/chanel/products/handbags-chanel-camellia-logo-wristlet-clutch-printed-coated-canvas-large56265132,Excellent,". Faint mark on rear, light wear in interior, scratches on hardware.","Black, Multicolor, Print, White",Canvas Coated,Silver,No Accessories,25641723,"Height 9.5&quot;, Width 13&quot;, Depth 0.5&quot;, Strap Drop 7&quot;",56265/132,HB.CH.CMWR.PRCC.LG 
Paris-Edinburgh Tartan Day Flap Bag Quilted Wool Large,Chanel,"
            $2,995
        ",/collections/chanel/products/handbags-chanel-paris-edinburgh-tartan-day-flap-bag-quilted-wool-large5639739,Excellent,". Minor wear in interior, scratches on hardware.","Black, Green, Multicolor, White",Wool,Aged Silver,Authenticity Card,18283369,"Handle Drop 10&quot;, Height 10&quot;, Width 10.5&quot;, Depth 3.5&quot;",56397/39,HB.CH.TTDF.QUWO.LG 
Jungle Stroll Hobo Quilted Tweed with Leather Small,Chanel,"
            $2,570
        ",/collections/chanel/products/handbags-chanel-jungle-stroll-hobo-quilted-tweed-with-leather-small5611839,Excellent,". Faint scuffs on leather trims, light wear in interior, scratches on hardware.","Blue, Green","Leather, Tweed",Silver,"Authenticity Card, Dust Bag",25698175,"Handle Drop 4.5&quot;, Height 7.5&quot;, Width 8&quot;, Depth 3.5&quot;, Strap Drop 18-20&quot;",56118/39,HB.CH.JGSS.QTEE.SM 
Bicolor Boy O Case Clutch Metallic Goatskin and Calfskin Medium,Chanel,"
            $1,310
        ",/collections/chanel/products/handbags-chanel-bicolor-boy-o-case-clutch-metallic-goatskin-and-calfskin-medium55906170,Excellent,". Minor wear on opening edge corners, scratches on hardware.","Black, Gold, Multicolor",Leather,Gold Tone,"Dust Bag, Authenticity Card",21715026,"Height 8&quot;, Width 11&quot;, Depth 1&quot;",55906/170,HB.CH.BLBP.GTIC.ME 
Express Zip Around CC Flap Bag Quilted Calfskin Small,Chanel,"
            $4,805
        ",/collections/chanel/products/handbags-chanel-express-zip-around-cc-flap-bag-quilted-calfskin-small566171,Great,". Creasing on exterior, scuffs underneath flap, wear in interior, scratches on hardware.",Red,Leather,Silver,"Dust Bag, Authenticity Card",28695658,"Height 6&quot;, Width 8&quot;, Depth 3&quot;, Strap Drop 23&quot;",56617/1,HB.CH.XZIA.QLC.SM 
Deauville Tote Lurex Canvas Small,Chanel,"
            $3,570
        ",/collections/chanel/products/handbags-chanel-deauville-tote-lurex-canvas-small5642271,Excellent,". Creasing on exterior, light scuffs on leather trims, minimal wear in interior, scratches on hardware.","Blue, Gold",Canvas Plain,Gold,Authenticity Card,28126409,"Handle Drop 11&quot;, Height 11&quot;, Width 13.5&quot;, Depth 6.5&quot;",56422/71,HB.CH.DCHT.LXCV.SM 
Crossing Times Flap Bag Quilted Lambskin Mini,Chanel,"
            $2,735
        ",/collections/chanel/products/handbags-chanel-crossing-times-flap-bag-quilted-lambskin-mini56247314,Great,". Wear on exterior edges and strap, small scuff on flap, creasing and light scuffs underneath flap. Minor wear in interior, scratches on hardware.",Pink,Leather,Aged Silver,Dust Bag,18597507,"Height 5&quot;, Width 6.5&quot;, Depth 1.5&quot;, Strap Drop 22&quot;",56247/314,HB.CH.CRTF.QULA.MI 
Cotton Club Tote Quilted Aged Calfskin Large,Chanel,"
            $1,320
        ",/collections/chanel/products/handbags-chanel-cotton-club-tote-quilted-aged-calfskin-large564241,Good,". Moderate wear exterior corners and handles, heavy creasing near base. Wear and stains in interior, scratches on hardware.",Black,Leather,Silver,No Accessories,11296046,"Handle Drop 9&quot;, Height 9.5&quot;, Width 11.5&quot;, Depth 6&quot;",56424/1,HB.CH.COTC.QAC.LG 
Vintage Timeless Zip Satchel Caviar Large,Chanel,"
            $2,270
        ",/collections/chanel/products/handbags-chanel-vintage-timeless-zip-satchel-caviar-large565121,Great,". Minor wear on base corners, handles and in interior, creasing on exterior, scratches and discoloration on hardware.",Black,Leather,Gold,No Accessories,5334277,"Handle Drop 10.5&quot;, Height 11.5&quot;, Width 14.5&quot;, Depth 6&quot;",56512/1,HB.CH.VTZS.CAV.LG 
CC Pocket Tote Quilted Caviar Medium,Chanel,"
            $2,855
        ",/collections/chanel/products/handbags-chanel-cc-pocket-tote-quilted-caviar-medium56247177,Great,". Minor wear on base and opening corners, light creasing on exterior, wear in interior, scratches on hardware.",Blue,Leather,Silver,"Dust Bag, Authenticity Card",19278169,"Handle Drop 9&quot;, Height 10.5&quot;, Width 13&quot;, Depth 4&quot;, Strap Drop 16&quot;",56247/177,HB.CH.CCPT.QCA.ME 
Triptych Flap Bag Quilted Calfskin Medium,Chanel,"
            $2,285
        ",/collections/chanel/products/handbags-chanel-triptych-flap-bag-quilted-calfskin-medium56118128,Very good,". Glue stain on front, minor creasing on exterior, marks and bubbling underneath flap. Small pen marks and stains in interior, scratches on hardware.",Neutral,Leather,Aged Gold,No Accessories,15166300,"Handle Drop 9.5&quot;, Height 7&quot;, Width 12&quot;, Depth 3&quot;, Strap Drop 17&quot;",56118/128,HB.CH.TPTC.QLC.ME 
Deauville Tote Glitter Raffia Small,Chanel,"
            $3,425
        ",/collections/chanel/products/handbags-chanel-deauville-tote-glitter-raffia-small5611865,Excellent,". Minor wear in interior, scratches on hardware.",Neutral,Raffia,Gold,"Dust Bag, Authenticity Card",25034643,"Handle Drop 10&quot;, Height 10.5&quot;, Width 13.5&quot;, Depth 5.5&quot;",56118/65,HB.CH.DCHT.GLTR.SM 
Reissue 2.55 Flap Bag Quilted Tweed Mini,Chanel,"
            $3,485
        ",/collections/chanel/products/handbags-chanel-reissue-255-flap-bag-quilted-tweed-mini562491,Excellent,". Slight wear in interior, scratches on hardware.","Multicolor, Pink, Red",Tweed,Aged Gold,Authenticity Card,29608121,"Handle Drop 11.5&quot;, Height 6&quot;, Width 8&quot;, Depth 3.5&quot;, Strap Drop 21&quot;",56249/1,HB.CH.R255.QTWEE.MI 
So Black Reissue 2.55 Flap Bag Quilted Aged Calfskin 226,Chanel,"
            $7,090
        ",/collections/chanel/products/handbags-chanel-so-black-reissue-255-flap-bag-quilted-aged-calfskin-226567532,Great,". Loss of shape on base, creasing underneath flap, light indentations on interior flap, scratches on hardware.",Black,Leather,Black,Authenticity Card,28674457,"Handle Drop 11&quot;, Height 7&quot;, Width 11&quot;, Depth 3&quot;, Strap Drop 19&quot;",56753/2,HB.CH.BR55.QAC.226 
"Emoticon Classic Single Flap Bag Quilted Lambskin Extra Mini Item Number: 47571/3"",
        ""image"": ""https://cdn.shopify.com/s/files/1/0384/0161/products/47571-3_20Chanel_20Emoticon_20Classic_20Single_20Flap_20Bag_20Qu_2D_0002_grande.jpg?v=1575952952"",
        
            ""offers"": {
                ""@type"" : ""Offer"",
                ""priceCurrency"": ""USD"",
                ""price"": ""2250"",
                ""itemCondition"" : ""http://schema.org/UsedCondition"",
                ""availability"" : ""http://schema.org/InStock"",
                ""url"" : ""https://shop.rebag.com/products/handbags-chanel-emoticon-classic-single-flap-bag-quilted-lambskin-extra-mini475713?variant=31062501163078""
            }}
</script>
",Chanel,"
            $2,250
        ",/collections/chanel/products/handbags-chanel-emoticon-classic-single-flap-bag-quilted-lambskin-extra-mini475713,Great,". Creasing on exterior and underneath flap, scratches and discoloration on hardware.",,,,No Accessories,,"Height 4&quot;, Width 6.5&quot;, Depth 2&quot;, Strap Drop 23&quot;",47571/3,
Statement Flap Bag Chevron Calfskin Mini,Chanel,"
            $3,325
        ",/collections/chanel/products/handbags-chanel-statement-flap-bag-chevron-calfskin-mini549615,Great,". Indentations on flap, scuffs underneath flap, minor wear in interior and faint scratches on hardware.",Blue,Leather,Silver,Authenticity Card,28352146,"Handle Drop 10&quot;, Height 5&quot;, Width 8&quot;, Depth 3&quot;, Strap Drop 19&quot;",54961/5,HB.CH.STAF.CHCA.MI 
Filigree Zip Around Wallet Quilted Caviar Long,Chanel,"
            $860
        ",/collections/chanel/products/handbags-chanel-filigree-zip-around-wallet-quilted-caviar-long524552,Excellent,". Slight darkening on exterior corners, scratches on hardware.",Yellow,Leather,Gold,Authenticity Card,25634120,"Height 4&quot;, Width 7.5&quot;, Depth 1&quot;",52455/2,HB.CH.FGAW.QCA.LO 
Golden Class O Case Clutch Quilted Caviar Large,Chanel,"
            $1,485
        ",/collections/chanel/products/handbags-chanel-golden-class-o-case-clutch-quilted-caviar-large5471023,Excellent,". Minor wear on flap base edges, creasing on front and underneath flap, scratches on hardware.",Black,Leather,Aged Gold,No Accessories,22915705,"Height 9&quot;, Width 13&quot;, Depth 1&quot;",54710/23,HB.CH.GCOC.QCA.LG 
Castle Rock Flap Bag Quilted Glazed Calfskin Medium,Chanel,"
            $3,375
        ",/collections/chanel/products/handbags-chanel-castle-rock-flap-bag-quilted-glazed-calfskin-medium559699,Great,". Moderate creasing on exterior and underneath flap, darkening on handles, cracking on handle base wax edges. Minor wear in interior, scratches on hardware.",Black,Leather,Aged Gold,"Box, Authenticity Card",18207393,"Handle Drop 2&quot;, Height 8&quot;, Width 11.5&quot;, Depth 3&quot;, Strap Drop 11.5&quot;",55969/9,HB.CH.CRKB.QGLC.ME 
Double Zip Clutch with Chain Chevron Lambskin with Studded Detail,Chanel,"
            $2,100
        ",/collections/chanel/products/handbags-chanel-double-zip-clutch-with-chain-chevron-lambskin-with-studded-detail547991,Excellent,". Small mark on opening edge, scratches on hardware.",Brown,Leather,Silver,"Box, Dust Bag, Authenticity Card, With Strap",26272001,"Height 4&quot;, Width 7&quot;, Depth 1.5&quot;, Strap Drop 17&quot;",54799/1,HB.CH.DZOC.CVLS 
Vintage Classic Single Flap Bag Quilted Lambskin Maxi,Chanel,"
            $3,115
        ",/collections/chanel/products/handbags-chanel-vintage-classic-single-flap-bag-quilted-lambskin-maxi50823218,Great,". Creasing and bubbling on exterior and underneath flap, scuffs underneath flap and in interior, scratches on hardware.",Black,Leather,Gold,Authenticity Card,3057829,"Handle Drop 13.5&quot;, Height 9&quot;, Width 13.5&quot;, Depth 4&quot;, Strap Drop 23.5&quot;",50823/218,HB.CH.VNCS.QULA.MX 
Front Zip Backpack Printed Nylon Small,Chanel,"
            $2,415
        ",/collections/chanel/products/handbags-chanel-front-zip-backpack-printed-nylon-small5558859,Excellent,". Light wear on handle, straps and drawstring, scratches on hardware.","Blue, Neutral, Print, Red",Nylon,Silver,"Pochette, Authenticity Card, Dust Bag",18488635,"Handle Drop 3.5&quot;, Height 10&quot;, Width 9&quot;, Depth 4&quot;, Strap Drop 26&quot;",55588/59,HB.CH.FZBK.PRNY.SM 
Ultimate Stitch Flap Bag Multicolor Quilted Jersey Medium,Chanel,"
            $2,480
        ",/collections/chanel/products/handbags-chanel-ultimate-stitch-flap-bag-multicolor-quilted-jersey-medium556813,Great,". Slight creasing near base, minor wear in interior, scratches on hardware.","Green, Multicolor, Red, Yellow",Jersey,Gold,Authenticity Card,20890990,"Handle Drop 8&quot;, Height 6&quot;, Width 10&quot;, Depth 3&quot;, Strap Drop 19&quot;",55681/3,HB.CH.USF.MUQJ.ME 
