productname,productpage,price,brand,estretailpr,itemnr,category,length,height,width,drop,year,acc_included,description,condition,cond_ext,cond_hw,cond_handle,cond_int,cond_other
Epi Noe Castilian Red,https://www.fashionphile.com/louis-vuitton-epi-noe-castilian-red-491911,"
                                                    $470                                            ",Louis Vuitton,"1,900",491911,Handbags,10.75 ,13.25 ,7.75 ,10 ,1994,,"We guarantee this is an authentic LOUIS VUITTON Epi Noe Castilian Red or 100% of your money back. This circa 1994 stylish bucket-style shoulder bag is crafted of Louis Vuitton's signature textured epi leather in red. The bag features an adjustable looping leather shoulder strap, a polished leather base, and a matching top cinch-cord. This opens to a spacious red microfiber interior. This is a perfect bucket-style shoulder bag, ideal for everyday use, from Louis Vuitton! ",Very G,"Corner wear, structure wear , edge wear , faint scuffs","Tarnished, faint scratch(es)","Scuffs , wear at resin glazing, sizing marks","Musty odor, edge wea",
Monogram Drouot,https://www.fashionphile.com/louis-vuitton-monogram-drouot-508389,"
                                                    $550                                            ",Louis Vuitton,,508389,Crossbody,8 ,8.5 ,4 ,18.5 ,1996,,"We guarantee this is an authentic LOUIS VUITTON Monogram Drouot or 100% of your money back. This circa 1996 stylish shoulder bag is crafted of Louis Vuitton monogram toile coated canvas. It features vachetta cowhide leather trim including the base, and an adjustable shoulder strap with brass hardware. The top zipper opens to a terra cotta cross-grain leather interior with a patch pocket. This is a splendid shoulder bag with enough room for everyday necessities, from Louis Vuitton!",G,"Corner wear, scuffs , patina of vachetta , edge wear , cracks, marks, popped stitch(es), wear at resin glazing, liquid marks","Oxidation , scratch(es) , tarnish","Scuffs , wear at resin glazing, darkening , patina , liquid marks, sizing marks , marks, cracks","Scuffs , musty odor, lining and/or pocket is deteriorating, edge wea",
Monogram Pallas Shopper Dune,https://www.fashionphile.com/louis-vuitton-monogram-pallas-shopper-dune-463556,"
                                                    $1,395                                            ",Louis Vuitton,"2,490",463556,Handbags,13.5 ,11 ,4.5 ,9.5 ,2016,cloc,"We guarantee this is an authentic LOUIS VUITTON Monogram Pallas Shopper Dune or 100% of your money back. This chic tote is crafted of Louis Vuitton monogram coated canvas. The bag features a beige calfskin leather top crest and brass chain shoulder straps with matching leather shoulder pads. The top is open to a partitioned beige microfiber interior with zipper and patch pockets, and enough room for all of your necessities, only from Louis Vuitton!",Very G,"Corner wear, edge wear , marks","Scratch(es) , plating","Scuffs , wear at resin glazing","Residue marks , ink marks, scuffs , surface wea",
Taiga Pilot Case Oural Briefcase Black,https://www.fashionphile.com/louis-vuitton-taiga-pilot-case-oural-briefcase-black-491420,"
                                                    $470                                            ",Louis Vuitton,,491420,Professional,16.25 ,13 ,5.25 ,2 ,2002,2 key,"We guarantee this is an authentic LOUIS VUITTON Taiga Pilot Case Oural Briefcase Black or 100% of your money back. This stylish briefcase is crafted of Louis Vuitton signature textured taiga leather in black. The bag features a reinforced top handle and a flap that closes with an aged silver press lock. This opens to a smooth partitioned leather interior with three compartments and patch pockets. This is a refined briefcase, ideal for professional use, from Louis Vuitton!",Very G,"Corner wear, scuffs , edge wear , marks","Scratch(es) , tarnish","Surface wear , scuffs , wear at resin glazing","Scuffs , musty odor, marks, frayed stitch(es)",
Empreinte Mazarine MM Cerise,https://www.fashionphile.com/louis-vuitton-empreinte-mazarine-mm-cerise-413977,"
                                                    $1,705                                            ",Louis Vuitton,"2,870",413977,Handbags,11.75 ,10 ,5.5 ,20 ,2015,"dust bag, strap","We guarantee this is an authentic LOUIS VUITTON Empreinte Mazarine MM Cerise or 100% of your money back. This bag is crafted of monogram embossed leather in red. It features rolled top handles, a detachable shoulder strap and brass hardware. The top zipper opens to a red striped fabric interior with patch pockets. This is an ideal everyday bag from Louis Vuitton!",Excell,Marks,"Scratch(es) , tarnish",Wear at resin glazing,,
Vernis Neo Sobe Louise Evening Clutch Rose Indien,https://www.fashionphile.com/louis-vuitton-vernis-neo-sobe-louise-evening-clutch-rose-indien-508634,"
                                                    $1,020                                            ",Louis Vuitton,"1,410",508634,Clutch & Evening,9 ,6.25 ,1.5 ,,2012,"box, dust bag","We guarantee this is an authentic LOUIS VUITTON Vernis Neo Sobe Louise Evening Clutch Rose Indien or 100% of your money back. This luxurious clutch is crafted of vernis patent leather in fuchsia. The front flap secures with a snap and a brass Louis Vuitton LV monogram logo. This opens to a matching leather interior with six card slots and a zipper compartment. This is an excellent clutch, suitable for day and a sensation for the evening, with the luxury and style only from Louis Vuitton! ",Excell,Faint scuffs,Faint scratch(es),,Marks,
Monogram Nano Speedy,https://www.fashionphile.com/louis-vuitton-monogram-nano-speedy-471911,"
                                                    $2,050                                            ",Louis Vuitton,,471911,Crossbody,6 ,4.25 ,4 ,21.25 ,2019,dust bag,"We guarantee this is an authentic LOUIS VUITTON Monogram Nano Speedy or 100% of your money back. This stylish, petite tote is crafted of Louis Vuitton monogram on toile canvas. The shoulder bag features vachetta cowhide rolled leather top handles with small polished brass links and a matching shoulder strap. The top zipper opens to a cocoa brown fabric interior. This mini speedy has plenty of room for everyday essentials, with the luxury and style of Louis Vuitton!",New,,,,,
PVC Monogram Keepall Bandouliere 50 Blue,https://www.fashionphile.com/louis-vuitton-pvc-monogram-keepall-bandouliere-50-blue-458833,"
                                                    $3,320                                            ",Louis Vuitton,,458833,Handbags,19.75 ,11.75 ,9 ,12.75 ,2019,"dust bag, lock, 2 keys, strap, luggage loop, luggage tag","We guarantee this is an authentic LOUIS VUITTON PVC Monogram Keepall Bandouliere 50 Blue or 100% of your money back. This transparent embossed monogram PVC duffel is the highly coveted limited collection piece from acclaimed menswear artistic director Virgil Abloh. Its eye catching transparent color effect is also featured on the PVC top handles, with a matching removable and adjustable shoulder strap, and finished with matte hardware in blue. The top zipper opens to a spacious unlined main compartment. This luxe luggage is ideal for fashionable getaways or to collect, from Louis Vuitton!",Excell,Marks,,"Scuffs , sizing marks",,
Monogram Vivienne Xmas Shanghai Double Zip Pochette,https://www.fashionphile.com/louis-vuitton-monogram-vivienne-xmas-shanghai-double-zip-pochette-458709,"
                                                    $1,230                                            ",Louis Vuitton,,458709,Clutch & Evening,8.5 ,5.25 ,0.75 ,22 ,2019,"dust bag, strap","We guarantee this is an authentic LOUIS VUITTON Monogram Vivienne Xmas Shanghai Double Zip Pochette or 100% of your money back. This stylish pochette is crafted of Louis Vuitton monogram toile coated canvas. The pouch features an overlay of Vivienne flying over the Shanghai skyline in a colorful hot-air balloon. The pochette has an optional polished brass chain link strap, and matching top zippers that open to a pink microfiber interior with a patch pocket and card slots. This is a stunning pouch that is as practical as it is chic, from Louis Vuitton!",Excell,,Scratch(es),,Card slots are stretched,
Empreinte Blanche MM Marine Rouge,https://www.fashionphile.com/louis-vuitton-empreinte-blanche-mm-marine-rouge-507235,"
                                                    $1,705                                            ",Louis Vuitton,"2,810",507235,Crossbody,12.75 ,9.75 ,4 ,18.25 ,2019,"dust bag, strap","We guarantee this is an authentic LOUIS VUITTON Empreinte Blanche MM Marine Rouge or 100% of your money back. This beautiful flap style shoulder bag is crafted of luxurious Louis Vuitton Empreinte monogram embossed leather in dark blue with red glazing. The bag features a short leather shoulder strap, an optional, adjustable cross body leather strap and a front flap with a polished gold press lock. The flap opens to a blue fabric interior with a patch pocket. This stylish bag is ideal for day or evening use, from Louis Vuitton!",Very G,"Corner wear, scuffs , wear at resin glazing","Scratch(es) , plating","Wear at resin glazing, frayed stitch(es)","Perfume or cologne odor, marks",
Monogram Pochette Gange,https://www.fashionphile.com/louis-vuitton-monogram-pochette-gange-498902,"
                                                    $595                                            ",Louis Vuitton,"1,090",498902,Crossbody,5 ,8.5 ,1.75 ,33 ,2000,,"We guarantee this is an authentic LOUIS VUITTON Monogram Pochette Gange or 100% of your money back. This stylish shoulder bag is crafted of Louis Vuitton monogram on toile canvas. The bag features a front patch pocket, an adjustable brown canvas shoulder strap with vachetta cowhide leather trim and polished brass hardware. The wrap-around zipper opens to a cocoa brown fabric interior. This is a stylish small shoulder bag, ideal for everyday essentials, from Louis Vuitton!",Very G,"Corner wear, creases, scuffs , patina of vachetta , liquid marks","Scratch(es) , plating","Patina , liquid marks, sizing marks , pilling","Marks, pilling, frayed stitch(es)",
Damier Graphite District GM,https://www.fashionphile.com/louis-vuitton-damier-graphite-district-gm-507181,"
                                                    $1,040                                            ",Louis Vuitton,"1,820",507181,Crossbody,14 ,11 ,3.25 ,17 ,2015,dust bag,"We guarantee this is an authentic LOUIS VUITTON Damier Graphite District GM or 100% of your money back. This stylish messenger bag is created of signature Louis Vuitton damier check coated canvas in grey. The bag features a black canvas cross-body strap with silver adjustment hardware and links with a full facing flap. This opens to a spacious fabric interior with a zippered pocket, different compartments and patch pockets and room for your everyday needs with the one of a kind style only from Louis Vuitton!",Excell,"Scuffs , faint corner wea",,"Sizing marks , pilling","Fading, marks",
Damier Ebene LV Riverside Lie De Vin,https://www.fashionphile.com/louis-vuitton-damier-ebene-lv-riverside-lie-de-vin-439196,"
                                                    $2,395                                            ",Louis Vuitton,"2,720",439196,Handbags,14 ,9.5 ,5 ,16.5 ,,"dust bag, strap","We guarantee this is an authentic LOUIS VUITTON Damier Ebene LV Riverside Lie De Vin or 100% of your money back. This chic tote is crafted of signature damier toile check canvas. This shoulder bag features rolled pink leather top handles, an optional shoulder strap and a polished brass cut out V at the top center and a pink LV charm. The top opens to a partitioned microfiber pink interior with a central zipper compartment. Satisfy your practical needs as well as your demand for style with this lovely shoulder bag, from Louis Vuitton!",Excell,"dge wear , faint corner wea",Faint scratch(es),Wear at resin glazing,,
Monogram Neo Neverfull MM,https://www.fashionphile.com/louis-vuitton-monogram-neo-neverfull-mm-458511,"
                                                    $1,305                                            ",Louis Vuitton,"1,390",458511,Handbags,12.5 ,11.25 ,6.5 ,8 ,2017,(pochette not included),"We guarantee this is an authentic LOUIS VUITTON Monogram Neo Neverfull MM or 100% of your money back. This stylish tote is crafted of classic Louis Vuitton monogram on coated canvas in brown. It features vachetta cowhide leather trim, handles, and side cinch cords with polished brass hardware. The top is open to a beige striped fabric interior, with a hanging zipper pocket. This popular tote is ideal for all of your everyday essentials, with the luxury and style of Louis Vuitton!",Very G,"Scuffs , patina of vachetta , edge wear , faint corner wea","Scratch(es) , plating","Edge wear , pati",Marks,Missing poc
Monogram Nano Speedy,https://www.fashionphile.com/louis-vuitton-monogram-nano-speedy-449848,"
                                                    $1,755                                            ",Louis Vuitton,,449848,Crossbody,6.25 ,4.75 ,3.75 ,21.25 ,2017,dust bag,"We guarantee this is an authentic LOUIS VUITTON Monogram Nano Speedy or 100% of your money back. This stylish, petite tote is crafted of Louis Vuitton monogram on toile canvas. The shoulder bag features vachetta cowhide rolled leather top handles with small polished brass links and a vachetta leather cross body shoulder strap. The top zipper opens to a cocoa fabric interior. This mini speedy has plenty of room for everyday essentials with the luxury and style of Louis Vuitton!",Very G,"Corner wear, patina of vachetta , edge wea",Plating,"Edge wear , patina , marks","Musty odor, marks",
Monogram Pallas Clutch Rose Poudre,https://www.fashionphile.com/louis-vuitton-monogram-pallas-clutch-rose-poudre-471824,"
                                                    $1,225                                            ",Louis Vuitton,,471824,Clutch & Evening,8.75 ,5 ,2 ,23.5 ,2018,"box, strap","We guarantee this is an authentic LOUIS VUITTON Monogram Pallas Clutch Rose Poudre or 100% of your money back. This chic shoulder bag is crafted of Louis Vuitton monogram on toile canvas with a trim of pink leather at the top. The bag features a front V pocket and a polished gold chain link strap. The top zipper opens to a pink fabric interior with a patch pocket. This is a sophisticated handbag, with the luxury and style of Louis Vuitton!",Very G,"Corner wear, edge wear , marks, wear at resin glazing, frayed stitch(es)",Scratch(es),"Edge wear , wear at resin glazing, darkening , pati","Discoloration, scuffs , marks, pocket(s) stretched, edge wea",
Patent Fascination Lockit BB Frame Black,https://www.fashionphile.com/louis-vuitton-patent-fascination-lockit-bb-frame-black-507532,"
                                                    $995                                            ",Louis Vuitton,"2,820",507532,Handbags,8 ,6.25 ,3.75 ,2.5 ,2012,"dust bag, lock & 2 keys, cloc","We guarantee this is an authentic LOUIS VUITTON Patent Fascination Lockit BB Frame Black or 100% of your money back. This stunning locket tote is crafted of black patent leather embroidered with textured and raised Louis Vuitton monogram. The bag features rolled patent leather top handles and silver hardware. This opens to a black smooth leather interior. This is a remarkable tote for evening, from Louis Vuitton!",Excell,Structure wea,Faint scratch(es),,"Creases, pocket(s) stretched",
Epi Saint Tropez Lilac,https://www.fashionphile.com/louis-vuitton-epi-saint-tropez-lilac-507044,"
                                                    $355                                            ",Louis Vuitton,840,507044,Handbags,11.75 ,11 ,1.5 ,9.75 ,2000,dust bag,"We guarantee this is an authentic LOUIS VUITTON Epi Saint Tropez Lilac or 100% of your money back. This handbag is created of beautiful light lilac epi textured leather in a distinctive squared folder shape and features no exterior hardware, thin cowhide strap handles, and a snap closure that opens to a lilac fabric interior with a zipper pocket. This is an excellent shoulder bag for everyday wear, from Louis Vuitton!",Very G,"Scuffs , edge wear , marks","Tarnished, faint scratch(es)",,"Discoloration, marks, glue residue, protective plastic sticker(s) intact, bubbled",
Damier Ebene Verona GM,https://www.fashionphile.com/louis-vuitton-damier-ebene-verona-gm-452597,"
                                                    $975                                            ",Louis Vuitton,"1,780",452597,Handbags,13 ,13.5 ,7 ,7.25 ,2011,"lock, 2 keys, cloc","We guarantee this is an authentic LOUIS VUITTON Damier Ebene Verona GM or 100% of your money back. This bag is crafted of signature Louis Vuitton Damier check toile canvas in brown. This bag features adjustable dark brown cowhide leather strap handles and trim with polished brass hardware, including protective bottom feet. The top zipper opens to a rouge red fabric interior with patch pockets. This is an excellent bag that is stylish and functional for everyday use, with a touch of luxury and style from Louis Vuitton!",Very G,"Corner wear, scuffs , edge wea","Scratch(es) , plating","Creases, scuffs , sizing marks","Residue marks , pilling",
Monogram Montsouris MM Backpack,https://www.fashionphile.com/louis-vuitton-monogram-montsouris-mm-backpack-500462,"
                                                    $755                                            ",Louis Vuitton,"1,150",500462,Backpacks,9.75 ,11.25 ,5 ,15.5 ,2000,dust bag,"We guarantee this is an authentic LOUIS VUITTON Monogram Montsouris MM Backpack or 100% of your money back. This stylish backpack is crafted of Louis Vuitton monogram on toile coated canvas. This bag features vachetta cowhide leather adjustable straps, a cinch cord, a solid base, and a small exterior zipper pocket. The flap opens to a brown fabric interior with a patch pocket and D ring. This is a versatile backpack with timeless appeal ideal for everyday essentials, from Louis Vuitton! ",G,"Corner wear, creases, scuffs , color transfer , patina of vachetta , edge wear , marks, liquid marks, sizing marks","Oxidation , scratch(es) , tarnish","Edge wear , creases, scuffs , darkening , patina , liquid marks, sizing marks","k marks, musty odor, surface wear, imprints, stain(s)",
Monogram Palm Springs Backpack PM,https://www.fashionphile.com/louis-vuitton-monogram-palm-springs-backpack-pm-507959,"
                                                    $1,895                                            ",Louis Vuitton,"2,100",507959,Backpacks,8 ,11.75 ,3.75 ,9 ,2017,"box, dust bag","We guarantee this is an authentic LOUIS VUITTON Monogram Palm Springs Backpack PM or 100% of your money back. This petite backpack is crafted of monogram coated canvas with black calfskin leather trim. It features an exterior zipper pocket, a looping top handle, adjustable shoulder straps, and opens to a black fabric interior with a patch pocket. This chic backpack is timeless and ideal for everyday essentials, from Louis Vuitton!",Excell,Faint corner wea,Scratch(es),,,
Monogram Calfskin Kimono PM Black,https://www.fashionphile.com/louis-vuitton-monogram-calfskin-kimono-pm-black-495050,"
                                                    $2,370                                            ",Louis Vuitton,"2,970",495050,Crossbody,7.5 ,10.25 ,5.75 ,20 ,2017,"dust bag, strap","We guarantee this is an authentic LOUIS VUITTON Monogram Calfskin Kimono PM Black or 100% of your money back. This tote is crafted of Louis Vuitton monogram canvas with an overlapping layer of rich calfskin leather in black. The shoulder bag features rolled black leather top handles, an optional black shoulder strap and a polished brass Louis Vuitton ""V"" embellishment reminiscent of the Japanese Kimono robes. The top is open to a partitioned chocolate brown suede interior with a central zippered compartment and pockets. This is the perfect bag for your everyday essentials with the luxury and style only from Louis Vuitton!",Very G,"Warped or bent, scuffs , wear at resin glazing",Scratch(es),"Surface wear , edge wear , scuffs , wear at resin glazing","Musty odor, surface wea",
Epi Studded Twist MM Denim Red,https://www.fashionphile.com/louis-vuitton-epi-studded-twist-mm-denim-red-494425,"
                                                    $2,370                                            ",Louis Vuitton,,494425,Crossbody,9 ,6.5 ,3.75 ,21.5 ,2017,dust bag,"We guarantee this is an authentic LOUIS VUITTON Epi Studded Twist MM Denim Red or 100% of your money back. This stylish crossbody shoulder bag is crafted of textured epi leather in red and white. The bag features a polished silver chain shoulder strap with a leather shoulder pad, a polished silver LV twist lock on the facing flap, and a decorative studded vachetta leather trim.  The bag opens to a grey microfiber interior with a small patch pocket. This stunning shoulder bag is perfect for day or evening essentials, with the luxury and style of Louis Vuitton!",Very G,"Corner wear, scuffs , patina of vachetta , liquid marks",Scratch(es),"Scuffs , marks",Musty od,
Empreinte Montaigne MM Black,https://www.fashionphile.com/louis-vuitton-empreinte-montaigne-mm-black-471351,"
                                                    $2,790                                            ",Louis Vuitton,"3,350",471351,Crossbody,11.25 ,9.5 ,6.5 ,13.5 ,2017,"dust bag, strap, luggage loop, clochette, lock, 2 key","We guarantee this is an authentic LOUIS VUITTON Empreinte Montaigne MM Black or 100% of your money back. This chic tote is crafted of Louis Vuitton monogram embossed leather. The bag features rolled leather top handles with polished brass links, an optional leather shoulder strap, and a broad open top. The interior is a partitioned gray-striped fabric with patch pockets and a central zipper compartment. This is a gorgeous shoulder bag, ideal for a wardrobe staple, with the luxe appeal only from Louis Vuitton!",Excell,,"Plating wear , faint scratch(es)",,Perfume or cologne od,
Empreinte Montaigne MM Grape,https://www.fashionphile.com/louis-vuitton-empreinte-montaigne-mm-grape-460807,"
                                                    $2,245                                            ",Louis Vuitton,"3,350",460807,Handbags,12 ,9.5 ,6 ,14.5 ,2015,"rap, luggage loop, clochette, 2 keys (lock not included)","We guarantee this is an authentic LOUIS VUITTON Empreinte Montaigne MM Grape or 100% of your money back. This chic tote is crafted of Louis Vuitton monogram embossed calfskin leather in purple-toned pink. The bag features rolled leather top handles, and an optional leather shoulder strap with polished brass clasps. The top is open to a partitioned and striped matching pink fabric interior with zipper and patch pockets, and plenty of space for everyday necessities, with the luxury and style only from Louis Vuitton!",Excell,Faint corner wea,"Plating wear , faint scratch(es)",,,Missing lock and/or key(s)
Python Suede Monogram Empire Levant Marron,https://www.fashionphile.com/louis-vuitton-python-suede-monogram-empire-levant-marron-438235,"
                                                    $1,485                                            ",Louis Vuitton,"4,350",438235,Handbags,9.75 ,6.5 ,2 ,10.25 ,1991,dust bag,"We guarantee this is an authentic LOUIS VUITTON Python Suede Monogram Empire Levant Marron or 100% of your money back. This stylish shoulder bag is crafted of luxurious suede leather, LV monogram fabric and trim of python skin. This unique LV bag is complemented with polished gold tone hardware, and a rear patch pocket with closure. The front flap opens to a dark brown leather interior with a small patch pocket. This is a unique shoulder bag, suitable for day and a sensation for evening, from Louis Vuitton! ",Very G,"Pilling , scales lifted","Pitted, faint scratch(es)",Scales lift,"Scuffs , pocket(s) stretched",Snag(s)
Denim Patchwork Bowly Black,https://www.fashionphile.com/louis-vuitton-denim-patchwork-bowly-black-506130,"
                                                    $1,135                                            ",Louis Vuitton,,506130,Handbags,17.5 ,12.5 ,8 ,8.5 ,2007,luggage tag,"We guarantee this is an authentic LOUIS VUITTON Denim Patchwork Bowly Black or 100% of your money back. The interesting and unique features of this bag are almost too many to mention. Please review the pictures to see the many zippers, snaps, varieties of denim, pockets, etc. It has natural cowhide leather trim and handles and gold brass hardware with a full double zipper top closure. It features a large exterior zipper pocket and small flap pocket on one side, and a large flap and push lock closure pocket on the other side. It has a floral print textile lining, and has an interior patch pocket and cell phone pocket. This is a unique denim pattern so no two bags are alike. This is your opportunity to get this fabulous authentic LV Denim Bowly for a fantastic price!",Very G,"Scuffs , color transfer , patina of vachetta , frayed, liquid marks","Scratch(es) , tarnished, plating","Wear at resin glazing, darkening , patina , marks, frayed stitch(es)",Surface wea,
Masters Jeff Koons Da Vinci Palm Springs Backpack Corail,https://www.fashionphile.com/louis-vuitton-masters-jeff-koons-da-vinci-palm-springs-backpack-corail-490463,"
                                                    $2,595                                            ",Louis Vuitton,,490463,Backpacks,8.75 ,12 ,4.25 ,10 ,2017,"dust bag, bag charm, lock, 2 key","We guarantee this is an authentic LOUIS VUITTON Masters Jeff Koons Da Vinci Palm Springs Backpack Corail or 100% of your money back. This fabulous backpack is crafted of coated canvas with the collaboration of Jeff Koons Da Vinci design. The backpack features silver monogram serti, reflective metallic letters, and coral colored trimmings. The top zipper opens to a leather lining embossed, printed, and filled with silver that tells you more about this exciting collaboration. This is a spectacular backpack with a fierce edge, ideal for everyday essentials, from Louis Vuitton!",New,,,,,
Taiga X Keepall Bandouliere 50 Black Rainbow,https://www.fashionphile.com/louis-vuitton-taiga-x-keepall-bandouliere-50-black-rainbow-490260,"
                                                    $3,225                                            ",Louis Vuitton,"3,550",490260,Handbags,19.75 ,11.75 ,8.5 ,13 ,,"box, dust bag, strap, luggage tag, luggage loop, lock & 2 key","We guarantee this is an authentic LOUIS VUITTON Taiga X Keepall Bandouliere 50 Black Rainbow or 100% of your money back. This stylish travel bag is crafted of luxurious taiga leather in black with the collaboration of Virgil Abloh. It features X rainbow graphics, black cowhide leather trim, rolled leather handles, an optional shoulder strap, and matte black hardware. The top zipper opens to a spacious black canvas interior with a zipper pocket. This is an ideal bag for travel with luxury and style, only from Louis Vuitton!",New,,,,,
Damier Ebene Beaumarchais Black,https://www.fashionphile.com/louis-vuitton-damier-ebene-beaumarchais-black-506114,"
                                                    $1,895                                            ",Louis Vuitton,,506114,Crossbody,10 ,7.5 ,4 ,19 ,2018,cloc,"We guarantee this is an authentic LOUIS VUITTON Damier Ebene Beaumarchais Black or 100% of your money back. This is a compact flap bag crafted of signature Louis Vuitton damier coated canvas in brown, with contrasting grained black leather details. The bag features a rear patch pocket, a brown leather top handle, and an optional, adjustable shoulder strap with polished brass hardware. The flap opens to a partitioned black microfiber interior. This is an excellent bag that is ideal for everyday use, from Louis Vuitton!",Excell,Marks,Faint scratch(es),Creases,,
Damier Graphite Porte-Documents,https://www.fashionphile.com/louis-vuitton-damier-graphite-porte-documents-502184,"
                                                    $1,090                                            ",Louis Vuitton,,502184,Men's Bags,17 ,11.75 ,5 ,6.25 ,,"dust bag, luggage tag, lock (key not included)","We guarantee this is an authentic LOUIS VUITTON Damier Graphite Porte-Documents or 100% of your money back. This stylish business case is crafted of Louis Vuitton signature damier check canvas in grey. The shoulder bag features black rolled leather top handles, black leather trim and polished silver hardware. The top zippers open to a compartmentalized fabric interior with zipper and patch pockets. This is a wonderful case, both practical and chic, from Louis Vuitton!",Excell,"Corner wear, scuffs , marks",Scratch(es),"Creases, scuffs , marks","Residue marks , surface wea",
Monogram Boetie PM,https://www.fashionphile.com/louis-vuitton-monogram-boetie-pm-504745,"
                                                    $450                                            ",Louis Vuitton,"1,860",504745,Handbags,13.25 ,8.75 ,4.25 ,6.25 ,2009,,"We guarantee this is an authentic LOUIS VUITTON Monogram Boetie PM or 100% of your money back. This chic tote is finely crafted of classic Louis Vuitton monogram toile canvas. The handbag features vachetta cowhide leather top handles, crest and a crossover strap with a brass turn lock. This and the top zipper open to a beige microfiber interior with patch pockets. This is a luxurious tote for day or evening, from Louis Vuitton!",G,"Corner wear, scuffs , patina of vachetta , edge wear , cracks, marks, tear or cut, liquid marks","Scratch(es) , plating","Edge wear , darkening , patina , liquid marks, ink marks","Residue marks , musty odor, surface wea",
Damier Ebene Trevi PM,https://www.fashionphile.com/louis-vuitton-damier-ebene-trevi-pm-506781,"
                                                    $900                                            ",Louis Vuitton,"2,410",506781,Handbags,13.25 ,10 ,5.5 ,8.25 ,2007,rap,"We guarantee this is an authentic LOUIS VUITTON Damier Ebene Trevi PM or 100% of your money back. This is a very stylish tote that is beautifully crafted of signature Louis Vuitton Damier coated canvas in brown. The bag features chocolate brown cowhide leather trim, rolled top handles, and an optional, adjustable shoulder strap, with polished brass hardware. The top zipper opens the bag to a cherry red microfiber interior with patch pockets. This is an ideal tote for everyday use, with the sophistication and style from Louis Vuitton!",Very G,"Corner wear, scuffs , edge wea","Scratch(es) , plating","Edge wear , sizing marks , marks",,
Monogram Keepall 50,https://www.fashionphile.com/louis-vuitton-monogram-keepall-50-504122,"
                                                    $805                                            ",Louis Vuitton,"1,440",504122,Handbags,20.25 ,11.75 ,8.75 ,4.25 ,1999,lock (key not included),"We guarantee this is an authentic LOUIS VUITTON Monogram Keepall 50 or 100% of your money back. This stylish duffel is crafted of signature Louis Vuitton monogram on coated canvas. The bag features vachetta cowhide leather trim rolled top handles and brass hardware. The top zippers open to a spacious cocoa brown fabric interior. This is an excellent travel bag, with the luxury and style of Louis Vuitton!",Very G,"Corner wear, patina of vachetta , edge wear , liquid marks, faint scuffs","Oxidation , scratch(es) , tarnish","Scuffs , wear at resin glazing, darkening , patina , marks","Musty odor, stain(s)",
Monogram Keepall Bandouliere 45,https://www.fashionphile.com/louis-vuitton-monogram-keepall-bandouliere-45-504016,"
                                                    $995                                            ",Louis Vuitton,"1,940",504016,Handbags,18.25 ,11 ,8 ,17 ,1994,"rap, lock","We guarantee this is an authentic LOUIS VUITTON Monogram Keepall Bandouliere 45 or 100% of your money back. This stylish travel duffel is crafted of signature Louis Vuitton monogram on toile canvas. The shoulder bag features natural vachetta leather rolled top handles, an optional adjustable shoulder strap, vachetta trim and is finished with brass hardware. The top zippers open to a spacious cocoa brown fabric interior. This is a remarkable tote, ideal for weekend travel or as a carry-on, from Louis Vuitton!",Very G,"Patina of vachetta , liquid marks","Scratch(es) , tarnish","Scuffs , patina , liquid marks, sizing marks",,Missing lock and/or key(s)
Damier Ebene Brera,https://www.fashionphile.com/louis-vuitton-damier-ebene-brera-508491,"
                                                    $595                                            ",Louis Vuitton,"1,040",508491,Handbags,9.5 ,8 ,4 ,4 ,1998,,"We guarantee this is an authentic LOUIS VUITTON Damier Ebene Brera or 100% of your money back. This compact handbag is crafted of signature damier toile canvas in ebene brown. The bag features dark brown smooth leather top handles with brass links and cross-grain leather zipper trim. The top zippers opens to a burnt orange microfiber interior with a zipper pocket. This is an excellent tote for everyday affairs, with the classic appeal of Louis Vuitton!",Very G,"Corner wear, scuffs , structure wear , edge wea","Scratch(es) , tarnish","Surface wear , scuffs , wear at resin glazing","Scuffs , surface wear, edge wea",
Cuir Ombre Porte-Documents Voyage Bandouliere Anthracite,https://www.fashionphile.com/louis-vuitton-cuir-ombre-porte-documents-voyage-bandouliere-anthracite-410379,"
                                                    $1,660                                            ",Louis Vuitton,"4,700",410379,Handbags,16 ,12 ,2 ,16 ,2015,"rap, luggage tag","We guarantee this is an authentic LOUIS VUITTON Cuir Ombre Porte-Documents Voyage Bandouliere Anthracite or 100% of your money back. This stunning business case is crafted of smooth calfskin leather in dark grey. The bag features rolled leather top handles, an optional shoulder strap with silver clasps, and a dual zipper closure. This opens to a black microfiber interior for all of your everyday essentials with the luxury and style only from Louis Vuitton!",Very G,"Scuffs , imprints, faint corner wea",Scratch(es),"Edge wear , scuffs , sizing marks",Scuffs,Employee or sale stamp
Monogram Hudson GM,https://www.fashionphile.com/louis-vuitton-monogram-hudson-gm-485965,"
                                                    $900                                            ",Louis Vuitton,"1,820",485965,Handbags,11.75 ,9 ,3.75 ,9 ,,dust bag,"We guarantee this is an authentic LOUIS VUITTON Monogram Hudson GM or 100% of your money back. This stylish shoulder bag is crafted of traditional Louis Vuitton monogram coated canvas with signature vachetta cowhide leather trim. This bag features an adjustable vachetta shoulder strap an exterior zip pocket and two flap pockets with brass press locks. The top zipper opens to an interior of beige alcantara fabric with patch pockets. This is an excellent everyday shoulder bag, with the luxury of Louis Vuitton!",Very G,"Corner wear, creases, patina of vachetta , edge wear , liquid marks","Scratch(es) , tarnish","Patina , liquid marks, sizing marks",Marks,
