productname,productpage,price,brand,estretailpr,itemnr,category,length,height,width,drop,year,acc_included,description,condition,cond_ext,cond_hw,cond_handle,cond_int,cond_other
Monogram Turenne MM,https://www.fashionphile.com/louis-vuitton-monogram-turenne-mm-513927,"
                                                    $1,675                                            ",Louis Vuitton,"1,690",513927,Crossbody,10.5 ,10.25 ,5.5 ,19.25 ,2019,"dust bag, strap","We guarantee this is an authentic LOUIS VUITTON Monogram Turenne MM or 100% of your money back. This stylish tote is crafted of Louis Vuitton monogram on toile pleated canvas. The shoulder bag features vachetta cowhide rolled leather top handles, and optional adjustable vachetta shoulder strap and polished brass hardware. The top zipper opens to a plum fabric interior with patch pockets. This classic handbag is perfect for your everyday essentials, with the luxury and style of Louis Vuitton!",Very G,"Patina of vachetta , edge wea","Scratch(es) , tarnished, plating","Patina , liquid marks","Musty odor, surface wear, marks",
Monogram Speedy 25,https://www.fashionphile.com/louis-vuitton-monogram-speedy-25-514419,"
                                                    $965                                            ",Louis Vuitton,"1,080",514419,Handbags,10 ,7.5 ,6 ,3.5 ,1998,,"We guarantee this is an authentic LOUIS VUITTON Monogram Speedy 25 or 100% of your money back. This stylish small tote is crafted of signature Louis Vuitton monogram on toile canvas. This handbag features vachetta cowhide leather top handles and trims with polished brass hardware. The top zipper opens to a cocoa brown fabric interior with a hanging patch pocket. This is an excellent classic handbag that is ideal for every day, with the luxury and style of Louis Vuitton!",G,"Corner wear, scuffs , ink mark(s), patina of vachetta , liquid marks","Scratch(es) , plating","Scuffs , wear at resin glazing, liquid marks, scratches","Residue marks , surface wear, marks",
Monogram Alma BB,https://www.fashionphile.com/louis-vuitton-monogram-alma-bb-513384,"
                                                    $1,460                                            ",Louis Vuitton,,513384,Crossbody,9.25 ,6.75 ,4.25 ,22 ,2017,"rap, clochette, lock, 2 key","We guarantee this is an authentic LOUIS VUITTON Monogram Alma BB or 100% of your money back. This small tote is crafted of classic Louis Vuitton monogram coated canvas. The bag features vachetta cowhide leather trim including a solid base, rolled leather top handles, an optional leather shoulder strap with polished brass hardware, and a clochette. The wrap-around zippers open to a cocoa brown fabric interior with a patch pocket. This is a wonderful handbag, ideal for everyday use, by Louis Vuitton! ",Very G,"Corner wear, scuffs , patina of vachetta , edge wear , liquid marks","Scratch(es) , plating","Edge wear , scuffs , patina , liquid marks, marks","Musty odor, surface wear, marks, pocket(s) stretched",
Damier Azur Noe,https://www.fashionphile.com/louis-vuitton-damier-azur-noe-513373,"
                                                    $1,290                                            ",Louis Vuitton,,513373,Handbags,10.25 ,13.75 ,7.5 ,11 ,2012,,"We guarantee this is an authentic LOUIS VUITTON Damier Azur Noe or 100% of your money back. This chic shoulder bag is crafted of checked Damier coated canvas in white and blue. The bag features vachetta cowhide leather at the base, a pull cinch cord, and an adjustable leather shoulder strap with polished brass hardware including eyelets and links. The pull opens to a beige fabric interior, spacious enough for all of your everyday necessities, with the luxury and style only from Louis Vuitton!",Very G,"Corner wear, creases, scuffs , nicks , patina of vachetta , edge wear , marks, liquid marks","Tarnished, plating wear , faint scratch(es)","Edge wear , creases, scuffs , patina , sizing marks","Musty odor, marks",
Monogram Favorite MM,https://www.fashionphile.com/louis-vuitton-monogram-favorite-mm-513365,"
                                                    $1,240                                            ",Louis Vuitton,,513365,Clutch & Evening,9.5 ,6.25 ,2 ,21.75 ,,rap,"We guarantee this is an authentic LOUIS VUITTON Monogram Favorite MM or 100% of your money back. This gorgeous shoulder bag is crafted of Louis Vuitton monogram coated canvas. The bag features a short polished brass chain-link wristlet strap and the crossover flap opens to a plum purple fabric interior with a patch pocket. This bag is as stylish as it is versatile, from Louis Vuitton!",G,"Patina of vachetta , edge wear , burn mark","Scratch(es) , plating wear , pitt","Edge wear , creases, patina , liquid marks",Marks,
Damier Ebene Trevi PM,https://www.fashionphile.com/louis-vuitton-damier-ebene-trevi-pm-513345,"
                                                    $1,185                                            ",Louis Vuitton,"2,410",513345,Handbags,13.25 ,9.5 ,6 ,7.25 ,2011,"dust bag, strap","We guarantee this is an authentic LOUIS VUITTON Damier Ebene Trevi PM or 100% of your money back. This is a very stylish tote that is beautifully crafted of signature Louis Vuitton Damier coated canvas in brown. The bag features polished brass hardware, chocolate brown cowhide leather trim, rolled top handles, and an optional adjustable shoulder strap. The top zipper opens the bag to a cherry red microfiber interior with patch pockets. This is an ideal tote for everyday use, with the sophistication and style from Louis Vuitton!",Very G,"Corner wear, edge wear , marks, faint scuffs","Scratch(es) , plating","Surface wear , creases, scuffs , sizing marks","k marks, surface wea",
Monogram Deauville,https://www.fashionphile.com/louis-vuitton-monogram-deauville-513151,"
                                                    $785                                            ",Louis Vuitton,"1,070",513151,Handbags,13.25 ,10.25 ,5.5 ,5.75 ,,lock & key,"We guarantee this is an authentic LOUIS VUITTON Monogram Deauville or 100% of your money back. This classic tote bag is finely crafted of classic Louis Vuitton monogram on toile canvas. The bag features a full exterior pocket, vachetta cowhide rolled leather top handles and trim with polished brass hardware. The double wrap-around zipper opens to a sand-colored interior with patch pockets and elastic bands. This is a spectacular tote that is ideal for toiletries and cosmetics, by Louis Vuitton!",Very G,"Corner wear, scuffs , structure wear , patina of vachetta , edge wear , tear or cut, liquid marks",Scratch(es),"Edge wear , scuffs , patina , cracks",Marks,
Mini Lin Boulogne Ebene,https://www.fashionphile.com/louis-vuitton-mini-lin-boulogne-ebene-513149,"
                                                    $485                                            ",Louis Vuitton,"1,190",513149,Handbags,11.75 ,7 ,3.75 ,12 ,,,"We guarantee this is an authentic LOUIS VUITTON Mini Lin Boulogne Ebene or 100% of your money back. This stylish shoulder bag is crafted of traditional Louis Vuitton monogram in a cotton and linen blend canvas. The bag features a looping leather shoulder strap with matching leather base corners and trim with polished brass hardware. The top zipper opens to a sable fabric interior. This is a marvelous shoulder bag for everyday use, from Louis Vuitton! ",Very G,"Corner wear, faded area(s), discoloration, edge wear , curling","Tarnished, faint scratch(es)","Edge wear , sizing marks",Residue marks,Worn serial number(s)
Monogram Eclipse Discovery Backpack PM,https://www.fashionphile.com/louis-vuitton-monogram-eclipse-discovery-backpack-pm-491342,"
                                                    $1,925                                            ",Louis Vuitton,"2,070",491342,Backpacks,12 ,16.5 ,6.25 ,15 ,2018,dust bag,"We guarantee this is an authentic LOUIS VUITTON Monogram Eclipse Discovery Backpack PM or 100% of your money back. This backpack is crafted of monogram canvas in grey and black. This shoulder bag features adjustable shoulder straps, a handle, a zip around top closure, a zip front pocket, and silver hardware. The top zipper opens to a black fabric interior with patch pockets. This bag is ideal for everyday use, from Louis Vuitton!",Excell,"Marks, faint corner wea",Faint scratch(es),,,
Monogram Soufflot BB,https://www.fashionphile.com/louis-vuitton-monogram-soufflot-bb-456679,"
                                                    $2,495                                            ",Louis Vuitton,,456679,Crossbody,11.25 ,7.5 ,4.75 ,17.25 ,2019,"box, dust bag, strap, luggage tag","We guarantee this is an authentic LOUIS VUITTON Monogram Soufflot BB or 100% of your money back. This chic tote is crafted of Louis Vuitton monogram toile canvas. The handbag features vachetta leather trim, rolled top handles, and an optional, adjustable shoulder strap with polished brass hardware. The top is open to a partitioned plum fabric interior with zipper and patch pockets. This chic tote is ideal for day or evening wear, from Louis Vuitton!",Very G,,,Surface wear,,
Monogram Tivoli PM,https://www.fashionphile.com/louis-vuitton-monogram-tivoli-pm-513148,"
                                                    $1,185                                            ",Louis Vuitton,"1,500",513148,Handbags,11.25 ,9.25 ,6.25 ,4.75 ,2008,,"We guarantee this is an authentic LOUIS VUITTON Monogram Tivoli PM or 100% of your money back. This stylish tote is finely crafted of signature Louis Vuitton monogram on coated canvas. This handbag features classic vachetta cowhide rolled leather top handles and trim with polished brass hardware, including protective bottom feet. The top zipper opens to a cocoa brown fabric interior with patch pockets. This is an ideal handbag for everyday wear, from Louis Vuitton!",Very G,"Corner wear, patina of vachetta , edge wear , liquid marks","Scratch(es) , tarnish","Edge wear , patina , marks","Perfume or cologne odor, marks",
Monogram Speedy Bandouliere 35,https://www.fashionphile.com/louis-vuitton-monogram-speedy-bandouliere-35-513138,"
                                                    $1,240                                            ",Louis Vuitton,"1,660",513138,Crossbody,14 ,9.25 ,7.5 ,20.25 ,2013,"rap, strap extender, lock, 2 key","We guarantee this is an authentic LOUIS VUITTON Monogram Speedy Bandouliere 35 or 100% of your money back. This stylish tote is crafted of Louis Vuitton signature monogram canvas. The shoulder bag features durable rolled cowhide leather top handles, matching leather trim, an optional shoulder strap, and polished brass hardware. The top zipper opens to a roomy brown fabric interior with a hanging patch pocket and handy D ring. This is an excellent handbag ideal for everyday use, with the luxury and style of Louis Vuitton!",Very G,"Corner wear, creases, structure wear , patina of vachetta , edge wear , marks","Scratch(es) , plating wear , pitt","Edge wear , creases, scuffs , darkening , patina , sizing marks , marks","Perfume or cologne odor, surface wear, marks, lining and/or pocket is deteriorating",
Denim Damier Monogram Patchwork Speedy Bandouliere 30 Bleu Rouge,https://www.fashionphile.com/louis-vuitton-denim-damier-monogram-patchwork-speedy-bandouliere-30-bleu-rouge-513358,"
                                                    $2,695                                            ",Louis Vuitton,,513358,Crossbody,11.5 ,8.5 ,7 ,18.75 ,2020,"dust bag, lock & 2 keys, strap, strap extender","We guarantee this is an authentic LOUIS VUITTON Denim Damier Monogram Patchwork Speedy Bandouliere 30 Bleu Rouge or 100% of your money back. This stylish tote is crafted of denim in various shades of blue. This shoulder bag features red leather rolled top handles, an optional, adjustable shoulder strap, leather trim, and polished brass hardware. The top zipper opens to a fabric interior with a zipper pocket. This classic handbag is ideal for everyday use, from Louis Vuitton!",New,,,,,
Monogram Surene BB Black,https://www.fashionphile.com/louis-vuitton-monogram-surene-bb-black-513134,"
                                                    $2,000                                            ",Louis Vuitton,"2,250",513134,Crossbody,9.25 ,6.5 ,4.5 ,12.5 ,2018,dust bag,"We guarantee this is an authentic LOUIS VUITTON Monogram Surene BB Black or 100% of your money back. This chic handbag is crafted of Louis Vuitton monogram toile coated canvas with luxurious black leather trim and gold chain link handles shoulder straps. This interior is a partitioned black microfiber with a central zipper compartment and plenty of space for all of your everyday necessities. This is a gorgeous shoulder bag, ideal for a wardrobe staple, with the luxe appeal only from Louis Vuitton!",Excell,,"Scratch(es) , plating",Scuffs,,
Damier Ebene Neo Neverfull GM,https://www.fashionphile.com/louis-vuitton-damier-ebene-neo-neverfull-gm-513130,"
                                                    $1,400                                            ",Louis Vuitton,"1,580",513130,Handbags,15.5 ,12.75 ,7.75 ,8.5 ,2016,dust bag (pochette not included),"We guarantee this is an authentic LOUIS VUITTON Damier Ebene Neo Neverfull GM or 100% of your money back. This chic handbag is crafted of classic Louis Vuitton damier checkered canvas with dark brown cowhide leather shoulder straps, trim and polished brass hardware. This shoulder bag opens to an interior of rouge red striped fabric with a hanging zipper pocket and does not include matching pochette. This is a classic tote that is ideal for all of your everyday needs, with luxury and style, by Louis Vuitton!",Very G,"Corner wear, creases, edge wear , marks","Scratch(es) , plating",Creases,Residue marks,Missing poc
Damier Ebene Brooklyn Flat Pochette,https://www.fashionphile.com/louis-vuitton-damier-ebene-brooklyn-flat-pochette-497469,"
                                                    $795                                            ",Louis Vuitton,"1,130",497469,Crossbody,10 ,9.75 ,0.75 ,19.25 ,2012,dust bag,"We guarantee this is an authentic LOUIS VUITTON Damier Ebene Brooklyn Flat Pochette or 100% of your money back. This stylish messenger bag is crafted of Louis Vuitton's signature Damier check canvas. The bag features an adjustable crossbody shoulder strap and a facing patch pocket. The top zipper opens to a fabric interior with room for everyday essentials, with the luxury and style of Louis Vuitton! ",Very G,Corner wea,"Tarnished, faint scratch(es)",,"Marks, imprints",
Damier Ebene Neo Neverfull MM Rose Ballerine,https://www.fashionphile.com/louis-vuitton-damier-ebene-neo-neverfull-mm-rose-ballerine-513114,"
                                                    $1,460                                            ",Louis Vuitton,"1,500",513114,Handbags,12.5 ,11.25 ,6.25 ,8 ,2018,dust bag (pochette not included),"We guarantee this is an authentic LOUIS VUITTON Damier Ebene Neo Neverfull MM Rose Ballerine or 100% of your money back. This shoulder bag is crafted of Louis Vuitton damier checked canvas. The bag features dark brown leather handles and side cinch straps with polished brass hardware. The shoulder bag has a broad open-top to a light pink striped fabric interior with a hanging zipper pocket. This is an excellent bag for everyday use, from Louis Vuitton!",Excell,Faint corner wea,Faint scratch(es),Creases,,Missing poc
Damier Ebene Delightful PM,https://www.fashionphile.com/louis-vuitton-damier-ebene-delightful-pm-512981,"
                                                    $1,565                                            ",Louis Vuitton,,512981,Handbags,14 ,10.75 ,4.75 ,3.5 ,2016,"dust bag, key ring","We guarantee this is an authentic LOUIS VUITTON Damier Ebene Delightful PM or 100% of your money back. This shoulder bag is crafted of classic Louis Vuitton damier checkered canvas. This hobo bag features a looping leather cowhide shoulder strap and top trim with polished brass hardware. The top is open to a red striped fabric interior with a zipper pocket. This handbag is ideal for everyday use, with the luxury and style from Louis Vuitton!",Excell,,Scratch(es),Marks,,
Monogram Odeon PM,https://www.fashionphile.com/louis-vuitton-monogram-odeon-pm-510608,"
                                                    $675                                            ",Louis Vuitton,"1,120",510608,Crossbody,10.25 ,10.5 ,1.75 ,21 ,2011,dust bag,"We guarantee this is an authentic LOUIS VUITTON Monogram Odeon PM or 100% of your money back. This stylish messenger bag is crafted of signature Louis Vuitton monogram coated canvas with accents of vachetta leather. This shoulder bag features an adjustable vachetta shoulder strap with brass hardware and an exterior flat pocket for extra storage. The top zipper opens the bag to a cocoa brown fabric interior with patch pockets. Satisfy your practical needs as well as your demand for style with this lovely shoulder bag, from Louis Vuitton!",G,"Corner wear, scuffs , patina of vachetta , edge wear , cracks, liquid marks","Oxidation , scratch(es) , tarnish","Edge wear , creases, darkening , patina , liquid marks, sizing marks , splitting","Surface wear, marks",
Monogram Odeon PM,https://www.fashionphile.com/louis-vuitton-monogram-odeon-pm-492688,"
                                                    $1,095                                            ",Louis Vuitton,"1,120",492688,Crossbody,10.5 ,10.5 ,2 ,20.5 ,2008,,"We guarantee this is an authentic LOUIS VUITTON Monogram Odeon PM or 100% of your money back. This stylish messenger bag is crafted of signature Louis Vuitton monogram coated canvas, with vachetta leather trim. The bag features an adjustable shoulder strap with brass hardware and a flat front pocket for extra storage. The top zipper opens to a cocoa brown fabric interior with patch pockets. Satisfy your practical needs as well as your demand for style with this lovely shoulder bag, from Louis Vuitton!",Very G,"Corner wear, creases, patina of vachetta , edge wear , marks",Scratch(es),"Patina , sizing marks , marks",Creases,
Damier Ebene Speedy 30,https://www.fashionphile.com/louis-vuitton-damier-ebene-speedy-30-512942,"
                                                    $1,240                                            ",Louis Vuitton,,512942,Handbags,12.25 ,8.75 ,7.25 ,3.25 ,2006,"dust bag, lock, 2 key","We guarantee this is an authentic LOUIS VUITTON Damier Ebene Speedy 30 or 100% of your money back. This stylish handbag classic is finely crafted of signature Louis Vuitton Damier patterned canvas in brown. The handbag features brown rolled leather top handles and matching trim with polished brass hardware. The top zipper opens to a red fabric interior with a hanging patch pocket. This is a perfect handbag for everyday, from Louis Vuitton!",Very G,"Corner wear, creases","Oxidation , scratch(es) , tarnish",,,
Monogram Turenne PM,https://www.fashionphile.com/louis-vuitton-monogram-turenne-pm-512931,"
                                                    $1,400                                            ",Louis Vuitton,"1,540",512931,Crossbody,9.25 ,8.75 ,4 ,19.75 ,2017,"dust bag, strap","We guarantee this is an authentic LOUIS VUITTON Monogram Turenne PM or 100% of your money back. This stylish tote is crafted of Louis Vuitton monogram on toile pleated canvas. The shoulder bag features vachetta cowhide rolled leather top handles with an optional adjustable leather crossbody shoulder strap, both complemented with polished brass hardware. The top zipper opens to a plum fabric interior with patch pockets. This stunning handbag has plenty of room for everyday wear, with the luxury and style of Louis Vuitton!",Very G,"Scuffs , patina of vachetta",Faint scratch(es),"Patina , liquid marks",Marks,
Monogram Delightful PM,https://www.fashionphile.com/louis-vuitton-monogram-delightful-pm-512930,"
                                                    $945                                            ",Louis Vuitton,"1,250",512930,Handbags,14 ,11 ,5.5 ,6.5 ,2011,dust bag,We guarantee this is an authentic LOUIS VUITTON Monogram Delightful PM or 100% of your money back. This stylish tote bag is crafted of signature Louis Vuitton monogram coated canvas in brown. This shoulder bag features a thick looping vachetta leather shoulder strap and piping side trim with polished brass hardware. The top is open to a beige striped fabric interior with a zipper pocket. This is an ideal everyday shoulder bag from Louis Vuitton! ,G,"Corner wear, scuffs , patina of vachetta , edge wear , marks, liquid marks","Scratch(es) , plating","Edge wear , scuffs , darkening , patina , marks, splitting","k marks, surface wear, marks",
Monogram Stephen Sprouse Roses Pochette Accessories,https://www.fashionphile.com/louis-vuitton-monogram-stephen-sprouse-roses-pochette-accessories-512838,"
                                                    $1,025                                            ",Louis Vuitton,,512838,Pouches,8.5 ,5.25 ,1.75 ,6 ,2008,"dust bag, strap","We guarantee this is an authentic LOUIS VUITTON Monogram Stephen Sprouse Roses Pochette Accessories or 100% of your money back. The Artist Stephen Sprouse designed the beautiful neon pink and orange roses as a fun twist to the classic monogram. This has all the same features as any pochette accessory with rounded edges, an optional vachetta strap, brown fabric interior and a polished brass zipper closure. It can also be linked to any D-ring found in Louis Vuitton bags. This is ideal for just the right essentials, by Louis Vuitton!",Very G,"Corner wear, patina of vachetta , edge wea","Scratch(es) , plating","Surface wear , edge wear , pati","Marks, cosmetics sc",
Toile Globe Shopper Cabas GM,https://www.fashionphile.com/louis-vuitton-toile-globe-shopper-cabas-gm-512814,"
                                                    $965                                            ",Louis Vuitton,"1,570",512814,Handbags,20.5 ,14.25 ,7.25 ,9 ,2005,,"We guarantee this is an authentic LOUIS VUITTON Toile Globe Shopper Cabas GM or 100% of your money back. This stylish tote is crafted of ivory canvas. The bag features canvas strap top handles, side belts with brass hardware and a large frontal square traditional trunks and bags logo. The top is open to a monogrammed fabric interior with a patch pocket. This is an excellent tote for everyday use, from Louis Vuitton! ",Very G,"Scuffs , discoloration, patina of vachetta , frayed, marks, liquid marks","Scratch(es) , tarnish","Edge wear , patina , liquid marks, pilling",Surface wea,
Mahina Cirrus PM Ivory,https://www.fashionphile.com/louis-vuitton-mahina-cirrus-pm-ivory-512741,"
                                                    $920                                            ",Louis Vuitton,"3,850",512741,Handbags,14 ,13.25 ,9 ,4.5 ,2010,,"We guarantee this is an authentic LOUIS VUITTON Mahina Cirrus PM Ivory or 100% of your money back. This chic shoulder bag is crafted of Louis Vuitton monogram perforated Mahina leather in ivory. The bag features leather top handles, a leather crossover flap with an attractive polished brass press lock. This press lock opens to a grey microfiber interior with zipper and patch pockets. This is a fantastic shoulder bag, ideal for day or evening wear, from Louis Vuitton! ",Very G,Marks,"Scratch(es) , pitt",,"k marks, marks",
Mahina Solar GM Black,https://www.fashionphile.com/louis-vuitton-mahina-solar-gm-black-507743,"
                                                    $860                                            ",Louis Vuitton,"3,250",507743,Handbags,16.5 ,12.5 ,5.5 ,9 ,2009,,"We guarantee this is an authentic LOUIS VUITTON Mahina Solar GM Black or 100% of your money back. This stylish hobo is crafted of fine Louis Vuitton monogram perforated leather in black. The bag features a reinforced looping leather shoulder strap with aged silver links and a central polished silver press-lock. This opens to a dark brown microfiber interior with patch pockets. This shoulder bag is ideal for adding a splash of classic chic to your wardrobe, only from Louis Vuitton!",Very G,"Corner wear, cracks, faint scuffs","Scratch(es) , tarnished, plating","Wear at resin glazing, splitting",Surface wea,
Monogram My LV Heritage Neverfull GM Violet Fuchsia,https://www.fashionphile.com/louis-vuitton-monogram-my-lv-heritage-neverfull-gm-violet-fuchsia-511223,"
                                                    $1,160                                            ",Louis Vuitton,"1,890",511223,Handbags,15.5 ,12.5 ,7.75 ,8 ,2015,"dust bag, poc","We guarantee this is an authentic LOUIS VUITTON Monogram My LV Heritage Neverfull GM Violet Fuchsia or 100% of your money back. This chic tote is finely crafted of signature Louis Vuitton monogram on coated canvas and features the initials ""RKP"" with a blue and pink stripe on the front. This shoulder bag features vachetta cowhide leather shoulder straps, side cinch cords and trim, with polished brass hardware. The wide top opens to a striped dark pink fabric interior with a hanging zipper pocket and a matching removable pochette. This is an ideal everyday bag, with the sophistication and style from Louis Vuitton!
",Very G,"Patina of vachetta , marks, monogrammed initials, wear at resin glazing",,Pati,"k marks, marks",
Vernis Wilshire MM Blanc Corail,https://www.fashionphile.com/louis-vuitton-vernis-wilshire-mm-blanc-corail-483698,"
                                                    $695                                            ",Louis Vuitton,"1,530",483698,Handbags,14 ,10.5 ,4.75 ,6.75 ,,dust bag,"We guarantee this is an authentic LOUIS VUITTON Vernis Wilshire MM Blanc Corail or 100% of your money back. This stunning tote is crafted of Louis Vuitton monogram embossed vernis patent leather in ivory. The bag features smooth strap top handles and a smooth base. The top is open to a fabric interior with zipper and patch pockets. This is a marvelous tote, ideal for everyday use, from Louis Vuitton!",Very G,"Scuffs , marks",Scratch(es),Marks,Marks,
Monogram Beverly GM,https://www.fashionphile.com/louis-vuitton-monogram-beverly-gm-512714,"
                                                    $1,290                                            ",Louis Vuitton,"1,880",512714,Handbags,14.75 ,9.75 ,7.75 ,7 ,2007,,"We guarantee this is an authentic LOUIS VUITTON Monogram Beverly GM or 100% of your money back. This chic shoulder bag is crafted of classic Louis Vuitton monogram coated canvas, and features vachetta cowhide leather trim and handles. The crossover flap opens with a polished brass press-lock to a beige microfiber interior, with envelope and patch pockets. This shoulder bag is ideal for everyday necessities, with the luxury and style from Louis Vuitton!",Very G,"Corner wear, scuffs , patina of vachetta , edge wear , liquid marks, frayed stitch(es)","Scratch(es) , plating","Edge wear , scuffs , darkening , patina , liquid marks, marks","k marks, surface wear, marks, imprints",
Monogram Estrela MM,https://www.fashionphile.com/louis-vuitton-monogram-estrela-mm-512024,"
                                                    $860                                            ",Louis Vuitton,"1,840",512024,Crossbody,14.5 ,11 ,5.75 ,14.25 ,2014,"dust bag, strap","We guarantee this is an authentic LOUIS VUITTON Monogram Estrela MM or 100% of your money back. This stylish tote is crafted of traditional Louis Vuitton monogram on a toile coated canvas. The bag features a vachetta leather trim, shoulder straps, an optional adjustable shoulder strap, and polished brass hardware. The top zipper opens to a beige microfiber interior with patch pockets. This is a fabulous shoulder bag, ideal for everyday use, from Louis Vuitton!",G,"Scuffs , patina of vachetta , edge wear , marks, liquid marks, faint corner wea","Scratch(es) , tarnished, plating","Edge wear , scuffs , patina , liquid marks, frayed stitch(es)","k marks, liquids marks, surface wear, marks",
Damier Ebene Verona MM,https://www.fashionphile.com/louis-vuitton-damier-ebene-verona-mm-498696,"
                                                    $1,185                                            ",Louis Vuitton,"1,870",498696,Handbags,11.75 ,11.5 ,7 ,7.25 ,2010,"dust bag, clochette, 2 keys, lock","We guarantee this is an authentic LOUIS VUITTON Damier Ebene Verona MM or 100% of your money back. This shoulder bag is crafted of signature Damier checkered toile canvas. This handbag features brown leather adjustable shoulder straps and trims with a polished gold top zipper. The top unzips to a durable red fabric interior with patch pockets. This is an excellent bag that is stylish and functional for every day, by Louis Vuitton!",Very G,"Scuffs , edge wear , marks, faint corner wea","Plating wear , faint scratch(es)","Creases, sizing marks",,
Damier Ebene Speedy 30,https://www.fashionphile.com/louis-vuitton-damier-ebene-speedy-30-498044,"
                                                    $860                                            ",Louis Vuitton,"1,160",498044,Handbags,12 ,8.75 ,6.75 ,3.25 ,2009,"dust bag, lock & 2 key","We guarantee this is an authentic LOUIS VUITTON Damier Ebene Speedy 30 or 100% of your money back. This stylish handbag classic is finely crafted of signature Louis Vuitton damier patterned canvas in brown. The handbag features brown rolled leather top handles and leather trim with polished brass hardware. The top zipper opens to a red fabric interior with a hanging patch pocket. This is a perfect handbag for a day, from Louis Vuitton!",G,"dge wear , substantial corner wea","Oxidation , scratch(es) , plating","Edge wear , scuffs","k marks, surface wea",
Damier Ebene Speedy Bandouliere 30,https://www.fashionphile.com/louis-vuitton-damier-ebene-speedy-bandouliere-30-513198,"
                                                    $1,780                                            ",Louis Vuitton,,513198,Crossbody,12.25 ,8.5 ,7 ,19 ,2019,"box, dust bag, strap, strap extender, lock & 2 key","We guarantee this is an authentic LOUIS VUITTON Damier Ebene Speedy Bandouliere 30 or 100% of your money back. This timeless tote is crafted of Louis Vuitton signature damier coated canvas in brown. The handbag features durable rolled leather handles and an optional, adjustable shoulder strap with polished brass hardware. The top zippers open to a red fabric interior with a hanging zipper pocket. This is an excellent shoulder bag, ideal for everyday use, with the luxury and style of Louis Vuitton!",Excell,,,,,
Monogram World Tour Speedy Bandouliere 30,https://www.fashionphile.com/louis-vuitton-monogram-world-tour-speedy-bandouliere-30-513127,"
                                                    $2,105                                            ",Louis Vuitton,,513127,Crossbody,11.75 ,8.25 ,7 ,18.75 ,2016,"dust bag, strap, strap extender","We guarantee this is an authentic LOUIS VUITTON Monogram World Tour Speedy Bandouliere 30 or 100% of your money back. This stylish tote is crafted of signature Louis Vuitton monogram coated canvas and features World Tour-themed stickers, This stylish shoulder bag features vachetta cowhide rolled-leather top handles, trim and polished brass hardware, and an optional shoulder strap. The top zipper opens to a cocoa brown fabric interior with a hanging zipper pocket. This is an iconic handbag, ideal for everyday use, by Louis Vuitton!",Excell,"Patina of vachetta , marks",Scratch(es),"Patina , liquid marks",,
Epi Saint Tropez Black,https://www.fashionphile.com/louis-vuitton-epi-saint-tropez-black-512630,"
                                                    $645                                            ",Louis Vuitton,840,512630,Handbags,11.75 ,10.75 ,1.25 ,9.75 ,2003,,We guarantee this is an authentic LOUIS VUITTON Epi Saint Tropez Black or 100% of your money back. This chic shoulder bag is finely crafted of Louis Vuitton signature textured epi leather in black. The bag features thin and sturdy leather shoulder straps. The top of the bag opens to a black fabric interior with zipper and patch pockets. This is a stylish bag for day or evening from Louis Vuitton! ,Very G,"Corner wear, edge wear , marks, liquid marks, faint scuffs",,"Surface wear , edge wear","Discoloration, marks",
Damier Ebene Neo Neverfull GM,https://www.fashionphile.com/louis-vuitton-damier-ebene-neo-neverfull-gm-464532,"
                                                    $1,645                                            ",Louis Vuitton,"1,510",464532,Handbags,15.5 ,12.5 ,7.75 ,7.75 ,2019,(pochette not included),"We guarantee this is an authentic LOUIS VUITTON Damier Ebene Neo Neverfull GM or 100% of your money back. This chic handbag is crafted of classic Louis Vuitton damier checkered canvas with dark brown cowhide leather shoulder straps, trim and side cinch straps with polished brass hardware. This shoulder bag opens to an interior of rouge red striped fabric with a hanging zipper pocket. This is a wonderful tote that is ideal for all of your everyday needs, with luxury and style, by Louis Vuitton!",Excell,,,,Marks,Missing poc
Monogram Reporter GM,https://www.fashionphile.com/louis-vuitton-monogram-reporter-gm-476659,"
                                                    $750                                            ",Louis Vuitton,"1,400",476659,Crossbody,14 ,11 ,5.5 ,9.75 ,1999,,"We guarantee this is an authentic LOUIS VUITTON Monogram Reporter GM or 100% of your money back. This bag is crafted of Louis Monogram toile canvas. It features a front patch pocket, vachetta cowhide leather borders, an adjustable shoulder strap, and two zipper compartments. The first opens with an expansive pocket and the second is spacious with patch pockets. This is the perfect shoulder bag for everyday essentials, from Louis Vuitton!",Very G,"Corner wear, scuffs , structure wear , patina of vachetta , edge wear , liquid marks","Scratch(es) , tarnished, plating","Patina , liquid marks, pilling, ink marks","k marks, musty od",
Damier Ebene Cuir Taurillon Wight Magnolia,https://www.fashionphile.com/louis-vuitton-damier-ebene-cuir-taurillon-wight-magnolia-496917,"
                                                    $1,750                                            ",Louis Vuitton,"2,300",496917,Crossbody,9.5 ,7 ,3.5 ,21 ,2018,"box, dust bag","We guarantee this is an authentic LOUIS VUITTON Damier Ebene Cuir Taurillon Wight Magnolia or 100% of your money back. This compact tote is crafted of Louis Vuitton damier canvas in brown. This bag features light pink leather accents, a brass chain shoulder strap and a brass S-lock. The front flap opens to a light pink microfiber interior with zipper and patch pockets. This versatile bag can be carried in the hand, over the shoulder or worn cross body making it a breathtaking and versatile accessory by Louis Vuitton!",Excell,,"Protective plastic sticker(s) intact, faint scratch(es)",,,
