prname,page2,price,authnumber,sizeInch,color_material,accessories,outside_condition,inside_condition,other,smell,product_nr
LOUIS VUITTON PORTABLE CABIN 2WAY GARMENT HAND BAG MONOGRAM M23420,/collections/louis-vuitton/products/ao18926,"138,000",SP 1907,"W 23.6 x H 19.7 x D 9.4 ""

Handle Drop. 1.6 ""

Strap Drop. 13.4 - 21.3 ""","Brown
/
Monogram Canvas, Leather","Shoulder Strap, Name Tag, Hanger*4, Garment Cover, Dust Bag",AO18926,Good condition,"Good condition

Metal fittings: rust.",-,AO18926
LOUIS VUITTON DANUBE SHOULDER BAG NEIMAN MARCUS 90TH ANNIVERSARY,/collections/louis-vuitton/products/ao18923,"69,800",SL 0997,"W 5.9 x H 8.3 x D 1.8 ""

Strap Drop. 15.4 - 18.9 ""","Brown
/
Monogram Canvas, Leather",-,AO18923,There is sign of use overall.,There is sign of use overall.,-,AO18923
LOUIS VUITTON STEAMER 45 TRAVEL HAND BAG MONOGRAM M41126,/collections/louis-vuitton/products/ao18922,"168,000",-,"W 17.7 x H 21.3 x D 7.9 ""

Handle Drop. 1.2 ""","Brown
/
Monogram Canvas, Leather",Name Tag,AO18922,"There is sign of use overall.

Metal fittings: rust.","There is sign of use overall.

There is stain.",-,AO18922
LOUIS VUITTON CEINTURE POCHETTE BELT BUM BAG MONOGRAM M6933U,/collections/louis-vuitton/products/ao18921,"128,000",CT 1078,"Pouch: W 5.9 x H 3.7 ""

Belt Size. 28.3 - 33.5 ""

Buckle: W 1.6 × H 2.2 ""

Width: 1.2 ""

#32/80","Brown
/
Monogram Canvas, Leather","Dust Bag, Manual",AO18921,Good condition,Good condition,-,AO18921
LOUIS VUITTON BUCKET PM SHOULDER TOTE BAG DAMIER EBENE N42240,/collections/louis-vuitton/products/ao18917,"128,000",SD 0051,"W 8.9 x H 9.8 x D 6.3 ""

Strap Drop. 7.1 - 9.1 ""","Ebene
/
Damier Canvas, Leather",Pouch,AO18917,Good condition,"Good condition

There is pen mark.",-,AO18917
LOUIS VUITTON POCHETTE JOUR GM BUSINESS HAND BAG CIPANGO GOLD,/collections/louis-vuitton/products/ao18916,"89,800",VI 0988,"W 15.4 "" x H 11.0 "" x D 1.0 ""","Cipango Gold
/
Epi Leather, Leather",-,AO18916,Excellent condition,Excellent condition,-,AO18916
LOUIS VUITTON TILSITT WAIST POUCH BUM BAG BLACK EPI LEATHER M52602,/collections/louis-vuitton/products/ao18915,"79,800",VI 0961,"W 6.7 x H 4.7 x D 1.2 ""

Belt Size. 28.3 - 32.7 ""

#44/110","Black
/
Epi Leather, Leather",-,AO18915,There is sign of use overall.,Good condition,-,AO18915
LOUIS VUITTON SOUFFLOT HAND BAG EPI BLUE M52225,/collections/louis-vuitton/products/ao18612,"79,800",MI 0937,"W 12.2 x H 5.9 x D 5.5 ""

Handle Drop. 6.7 ""","Blue/ Epi Leather, Leather",Pouch,Excellent condition,Excellent condition,-,-,AO18612
LOUIS VUITTON ECRIN BIJOU 12 JEWELRY CASE POUCH GREEN EPI M48204,/collections/louis-vuitton/products/ao18530,"45,800",-,W 12.0 × H 6.0 × D 11.0 cm,-,AO18530,AO18530,Good condition,"Good condition

Metal fittings: rust.",-,Good condition
LOUIS VUITTON ECRIN BIJOU 12 JEWELRY CASE POUCH BLUE EPI M48205,/collections/louis-vuitton/products/ao18529,"45,800",-,W 12.0 × H 6.0 × D 11.0 cm,-,AO18529,AO18529,Good condition,"Good condition

Hook: crack.",-,Good condition
LOUIS VUITTON MINI MONTSOURIS BACKPACK HAND BAG MONOGRAM M51137,/collections/louis-vuitton/products/ao18489,"248,000",SP 0947,"W 7.9 x H 8.7 x D 3.5 ""

Handle Drop. 3.1 ""

Strap total length. 27.6 - 29.5 ""","Brown
/
Monogram Canvas, Leather",-,Good condition,"There is minor sign of used overall.

Metal is rust.",-,-,AO18489
LOUIS VUITTON POCHETTE GANGE CROSS BODY BUM BAG MONOGRAM M51870,/collections/louis-vuitton/products/ao18486,"128,000",CA 0062,"W 5.1 x H 8.7 x D 2.0 ""

Strap total length. 52.4 ""","Brown
/
Monogram Canvas, Leather",-,Excellent condition,Excellent condition,-,-,AO18486
LOUIS VUITTON MARILYN CHAIN HAND BAG GOLD MONOGRAM MULTI M40206,/collections/louis-vuitton/products/ao18476,"198,000",VI 0088,"W 9.4 x H 5.5 x D 4.3 ""

Handle Drop. 4.7 ""","White, Gold
/
Monogram Multi- Color Canvas, Leather",-,Good condition,Good condition,-,-,AO18476
LOUIS VUITTON POCHETTE FLORENTINE WAIST BUM BAG #S DAMIER N51856,/collections/louis-vuitton/products/ao18472,"98,000",FL 4057(Bag) / FL 0053(Belt),"W 6.3 × H 4.3 × D 1.6 ""

Belt Size. 30.3 - 39.8 ""(Size S)","Brown
/
Damier Canvas, Leather",Manual,Excellent condition,Excellent condition,-,-,AO18472
LOUIS VUITTON SAINT JACQUES SHOPPING SHOULDER BAG GREEN EPI M52264,/collections/louis-vuitton/products/ao18469,"79,800",AS 1915,"W 10.2 "" x H 11.8 "" x D 6.7 ""

Strap Drop. 10.2 ""","Green
/
Epi Leather, Leather",-,Good condition,Good condition,-,-,AO18469
LOUIS VUITTON SABLON HAND BAG BLUE EPI M52045,/collections/louis-vuitton/products/ao18468,"89,800",TH 0040,"W 10.2 x H 8.3 x D 4.3 ""

Handle Drop. 3.5 ""","Blue
/
Epi Leather, Leather",-,Good condition,"There is sign of use overall.

There is pen mark.",-,-,AO18468
LOUIS VUITTON SAC TRIANGLE HAND BAG RED EPI M52097,/collections/louis-vuitton/products/ao18467,"69,800",MI 0922,"W 15.7 x H 5.9 x D 5.9 ""

Handle Drop. 3.5 ""","Red
/
Epi Leather, Leather",-,Good condition,"There is sign of use overall.

There is mold.","JUNKcondition.

Peeled.",-,AO18467
LOUIS VUITTON MINI CITADIN SHOULDER BAG DAMIER GEANT M93621,/collections/louis-vuitton/products/ao18419,"79,800",SP 2038,"W 5.1 x H 6.7 x D 1.6 ""

Strap Drop. 22.0 - 25.6 ""","Brown/ Damier Geant Canvas, Leather",-,Good condition,Excellent condition,-,-,AO18419
LOUIS VUITTON SPEEDY 35 HAND BAG MONOGRAM M41524,/collections/louis-vuitton/products/ao18415,"59,800",SP 0954,"W 13.8 x H 9.1 x D 6.7 ""

Handle Drop. 3.5 ""","Brown/ Monogram Canvas, Leather",-,There is sign of use overall,Good condition,-,-,AO18415
LOUIS VUITTON SPEEDY 30 HAND BAG MONOGRAM MIROIR GOLD M95272,/collections/louis-vuitton/products/ao18413,"398,000",SP 1026,"W 13.0 x H 8.7 x D 7.5 ""

Handle Drop. 3.9 """,Gold/ Patent Leather,"Manual, Dust Bag, Padlock, Key*2, Cover of Key",Good condition,Good condition,-,-,AO18413
LOUIS VUITTON MINI SPEEDY 2WAY HAND BAG MONOGRAM M41534,/collections/louis-vuitton/products/ao18387,"158,000",TH 0954,"W 6.3 x H 3.9 x D 3.0 ""

Handle Drop. 2.4 ""

Strap Drop. 22.0 ""","Brown
/
Monogram Canvas, Leather",Shoulder Strap,There is sign of use overall.,Good condition,-,-,AO18387
LOUIS VUITTON POCHE DOCUMENTS CASE CLUTCH BAG MONOGRAM M53456,/collections/louis-vuitton/products/ao18386,"89,800",TJ 0190,"W 15.0 x H 11.0 x D 1.2 ""","Brown
/
Monogram Canvas, Leather",-,Excellent condition,Excellent condition,-,-,AO18386
LOUIS VUITTON POCHETTE FLORENTINE BUM BAG #XS MONOGRAM M51855,/collections/louis-vuitton/products/ao18385,"98,000",FL 1023(Bag) / FL 1013(Belt),"W 6.3 x H 4.3 x D 1.6 ""

Belt size. 26.0 - 35.4 ""(Size XS)","Brown
/
Monogram Canvas, Leather",-,Good condition,Excellent condition,-,-,AO18385
LOUIS VUITTON POCHETTE GANGE CROSS BODY BUM BAG MONOGRAM M51870,/collections/louis-vuitton/products/ao18383,"108,000",CA 1012,"W 5.1 x H 8.7 x D 2.0 ""

Strap total length. 48.4 ""","Brown
/
Monogram Canvas, Leather",-,Good condition,Good condition,-,-,AO18383
LOUIS VUITTON PAPILLON 30 HAND BAG MONOGRAM M51365,/collections/louis-vuitton/products/ao18377,"79,800",NO 0030,"W 12.0 x H 5.9 x D 5.9 ""

Handle Drop. 7.1 ""","Brown
/
Monogram Canvas, Leather",-,Excellent condition,Excellent condition,-,-,AO18377
LOUIS VUITTON PAPILLON 30 HAND BAG MONOGRAM M51385,/collections/louis-vuitton/products/ao18375,"69,800",SP 0053,"W 12.0 x H 5.9 x D 5.9 ""

Handle Drop. 7.9 ""","Brown
/
Monogram Canvas, Leather",-,There is sign of use overall.,Good condition,-,-,AO18375
LOUIS VUITTON PAPILLON 30 HAND BAG MONOGRAM M51365,/collections/louis-vuitton/products/ao18374,"79,800",SP 1909,"W 12.0 x H 5.9 x D 5.9 ""

Handle Drop. 7.1 ""","Brown
/
Monogram Canvas, Leather",-,Good condition,Good condition,-,-,AO18374
LOUIS VUITTON SPEEDY 35 HAND BAG MONOGRAM PURSE M41524,/collections/louis-vuitton/products/ao18370,"118,000",MB 0051,"W 14.2 x H 9.1 x D 7.5 ""

Handle Drop. 3.5 ""","Brown
/
Monogram Canvas, Leather","Manual, Dust Bag","Excellent condition

Leather has suntanned.",Excellent condition,-,-,AO18370
LOUIS VUITTON CITE GM SHOULDER BAG MONOGRAM M51181,/collections/louis-vuitton/products/ao18369,"98,000",FL 0092,"W 14.6 x H 8.7 x D 4.5 ""

Strap Drop. 11.0 ""","Brown
/
Monogram Canvas, Leather",Manual,Excellent condition,Excellent condition,-,-,AO18369
LOUIS VUITTON CABAS MEZZO SHOULDER TOTE BAG PURSE MONOGRAM M51151,/collections/louis-vuitton/products/ao18367,"128,000",TH 1021,"W 13.8 x H 12.8 x D 6.3 ""

Shoulder Drop. 9.8 ""","Brown
/
Monogram Canvas, Leather",-,Good condition,Good condition,-,-,AO18367
LOUIS VUITTON POCHETTE ACCESSOIRES HAND BAG POUCH MOCA EPI M5294D,/collections/louis-vuitton/products/ao18355,"49,800",AR 0032,"W 9.4 x H 5.1 x D 1.0 ""

Handle Drop. 5.5 ""","Moca
/
Epi Leather, Leather",-,Good condition,Good condition,-,-,AO18355
LOUIS VUITTON PETIT NOE DRAWSTRING SHOULDER BAG RED EPI M44107,/collections/louis-vuitton/products/ao18354,"79,800",AR 1905,"W 9.8 x H 10.6 x D 7.5 ""

Strap Drop. 9.8 - 13.0 ""","Red
/
Epi Leather, Leather",-,Good condition,Good condition,-,-,AO18354
LOUIS VUITTON SPEEDY 25 HAND BAG BLUE EPI M43015,/collections/louis-vuitton/products/ao18352,"79,800",VI 0962,"W 10.8 x H 7.5 x D 5.9 ""

Handle Drop. 3.5 ""","Blue
/
Epi Leather, Leather",-,Good condition,Good condition,-,-,AO18352
LOUIS VUITTON SAINT JACQUES HAND TOTE BAG RED EPI M52277,/collections/louis-vuitton/products/ao18349,"69,800",VI 1905,"W 9.1 x H 9.4 x D 3.9 ""

Handle Drop. 5.5 ""","Red
/
Epi Leather, Leather",-,Good condition,Good condition,-,-,AO18349
LOUIS VUITTON SPEEDY 30 HAND BAG ORANGE MONOGRAM GRAFFITI M93705,/collections/louis-vuitton/products/ao18265,"348,000",AA 0049,"W 12.0 x H 8.7 x D 7.1 ""

Handle Drop. 3.9 ""","Brown, Orange
/
Monogram Graffiti Canvas, Leather",-,Good condition,Good condition,-,-,AO18265
LOUIS VUITTON KEEPALL 50 TRAVEL HAND BAG MONOGRAM GRAFFITI M92197,/collections/louis-vuitton/products/ao18264,"498,000",FL 0051,"W 20.1 x H 11.0 x D 8.7 ""

Handle Drop. 4.3 ""","Brown, White
/
Monogram Graffiti Canvas, Leather","Name Tag, Handle Holder, Dust Bag","There is minor sign of use overall.

Leather part has suntanned and stain.",Good condition,-,Smell of cigarette,AO18264
LOUIS VUITTON SPEEDY 40 HAND BAG MONOGRAM PURSE M41522,/collections/louis-vuitton/products/ao18259,"118,000",SP 0020,"W 16.1 x H 9.1 x D 7.5 ""

Handle Drop. 3.5 ""","Brown
/
Monogram Canvas, Leather",Dust Bag,Good condition,Good condition,-,-,AO18259
LOUIS VUITTON CANNES COSMETIC HAND BAG VANITY RED EPI M48037,/collections/louis-vuitton/products/ao18253,"59,800",AS 1915,"W 7.5 x H 7.5 x D 7.1 ""

Handle Drop. 3.9 ""","Red
/
Epi Leather, Leather",-,There is minor sign of use overall.,There is minor sign of use overall.,"JUNK

Peeled and sticky.",-,AO18253
LOUIS VUITTON MINI MONTSOURIS BACKPACK MONOGRAM M51137,/collections/louis-vuitton/products/ao18009,"248,000",SP 0969,"W 7.9 x H 8.7 x D 3.5 ""

Handle Drop. 3.1 ""

Strap total length. 26.8 - 29.9 ""","Brown
/
Monogram Canvas, Leather",Dust Bag,Good condition,Excellent condition,-,-,AO18009
LOUIS VUITTON RIFT CROSS BODY SHOULDER BAG DAMIER,/collections/louis-vuitton/products/ao17999,"89,800",SR 0065,"W 5.5 x H 6.3 x D 1.6 ""

Strap Drop. 18.9 - 21.3 ""","Brown
/
Damier Canvas, Leather",-,Good condition,Good condition,-,-,AO17999
LOUIS VUITTON VERNIS READE MM HAND TOTE BAG BRONZE PATENT M91143,/collections/louis-vuitton/products/ao17993,"79,800",TH 0011,"W 9.8 x H 13.4 x D 4.5 ""

Handle Drop. 5.1 ""","Bronze
/
Patent Leather, Leather","Manual, Dust Bag","Good condition

There is a little dent.",Good condition,-,-,AO17993
LOUIS VUITTON CEINTURE POCHETTE DUO WAIST BUM BAG MONOGRAM M9836V,/collections/louis-vuitton/products/ao17790,"148,000",CA 0130(Belt),"W 5.5 x H 3.1 x D 0.4 ""

Belt Size. 31.1 - 35.0 ""

#34/85","Brown
/
Monogram Canvas, Leather","Dust Bag*2, Box",There is minor sign of use overall.,Excellent condition,-,-,AO17790
LOUIS VUITTON CABAS PIANO SHOULDER TOTE BAG MONOGRAM M51148,/collections/louis-vuitton/products/ao17786,"108,000",VI 0033,"W 10.6 x H 9.6 x D 4.7 ""

Strap Drop. 8.7 ""","Brown
/
Monogram Canvas, Leather",Dust Bag,There is minor sign of use overall.,Excellent condition,-,-,AO17786
LOUIS VUITTON MANHATTAN PM HAND BAG MONOGRAM M40026,/collections/louis-vuitton/products/ao17714,"158,000",VI 0077,"W 11.4 × H 8.7 × D 4.3 ""

Handle Drop. 5.5 ""","Brown
/
Monogram Canvas, Leather","Dust Bag, Box, Manual","Excellent condition

Handle has scuff.",Excellent condition,-,-,AO17714
LOUIS VUITTON POCHE DOCUMENTS BUSINESS HAND BAG MONOGRAM M53456,/collections/louis-vuitton/products/ao17713,"89,800",TH 0058,"W 15.0 × H 11.0 × D 1.6 ""","Brown
/
Monogram Canvas, Leather",-,"Excellent condition

Zipper rail has discoloration.",Excellent condition,-,-,AO17713
LOUIS VUITTON CARTOUCHIERE GM SHOULDER BAG MONOGRAM M51252,/collections/louis-vuitton/products/ao17708,"148,000",SL 0011,"W 9.8 x H 9.1 x D 3.1 ""

Strap Drop. 14.2 - 20.5 ""","Brown
/
Monogram Canvas, Leather",Dust Bag,Good condition,Excellent condition,-,-,AO17708
LOUIS VUITTON ALMA HAND BAG BLACK MONOGRAM MULTI-COLOR M92646,/collections/louis-vuitton/products/ao17705,"198,000",FL 1003,"W 12.0 x H 9.1 x D 6.3 ""

Handle Drop. 3.9 ""","Black
/
Monogram Multi-Color Canvas, Leather","Manual, Dust Bag",There is minor sign of used overall.,Good condition,-,-,AO17705
LOUIS VUITTON PAPILLON 30 HAND BAG DAMIER N51303,/collections/louis-vuitton/products/ao17703,"69,800",MB 1023,"W 12.2 x H 5.9 x D 5.9 ""

Handle Drop. 8.3 ""","Brown
/
Damier canvas, Leather",-,There is minor sign of used overall.,There is minor sign of used overall.,-,-,AO17703
LOUIS VUITTON PONT NEUF HAND BAG BLUE EPI M52055,/collections/louis-vuitton/products/ao17698,"89,800",MI 0064,"W 9.8 x H 8.7 x D 4.3 ""

Handle Drop. 3.9 ""","Black
/
Epi Leather, Leather",Dust Bag,Excellent condition,Excellent condition,-,-,AO17698
LOUIS VUITTON ALMA HAND BAG PURSE BROWN EPI M52143,/collections/louis-vuitton/products/ao17692,"79,800",MI 1908,"W 12.0 x H 9.4 x D 6.3 ""

Handle Drop. 3.1 ""","Brown
/
Epi Leather, Leather",-,Excellent condition,Excellent condition,-,-,AO17692
LOUIS VUITTON CAMERA BAG SHOULDER BAG INDIGO MONOGRAM DENIM M95348,/collections/louis-vuitton/products/ao17625,"348,000",SR 2047,"W 6.7 x H 7.9 x D 2.8 ""

Strap Drop. 18.5 - 21.3 ""","Indigo
/
Monogram Denim, Leather",-,There is minor sign of used overall.,There is minor sign of used overall.,-,-,AO17625
LOUIS VUITTON SPEEDY 30 HAND BAG GREEN MONOGRAM PERFO M95181,/collections/louis-vuitton/products/ao17624,"248,000",SP 0026,"W 12.0 × H 8.7 × D 7.1 ""

Handle Drop. 3.5 ""","Brown, Green
/
Monogram Perfo Canvas, Leather",-,There is minor sign of used overall.,Excellent condition,-,-,AO17624
LOUIS VUITTON BOITE PHARMACIE COSMETIC BOX MONOGRAM M21826,/collections/louis-vuitton/products/ao17620,"498,000",1054192,"W 14.0 x H 9.8 x D 8.3 ""

Handle Drop. 1.6 ""","Brown
/
Monogram Canvas, Leather","Name Tag, Keys*2, Inner Box",There is sign of use overall.,There is minor sign of use overall.,-,Strong smell of material.,AO17620
LOUIS VUITTON SAC FLANERIE 45 TRAVEL SHOULDER BAG MONOGRAM M51115,/collections/louis-vuitton/products/ao17618,"89,800",NO 0943,"W 17.3 x H 13.0 x D 5.5 ""

Strap Drop. 13.4 ""","Brown
/
Monogram Canvas, Leather",-,There is minor sign of use overall.,There is minor sign of use overall.,-,-,AO17618
LOUIS VUITTON DANUBE CROSS BODY SHOULDER BAG MONOGRAM M45266,/collections/louis-vuitton/products/ao17613,"128,000",TH 2059,"W 5.9 x H 8.3 x D 1.8 ""

Strap Drop. 18.1 - 22.4 ""","Brown
/
Monogram Canvas, Leather",-,Excellent condition,Excellent condition,-,-,AO17613
LOUIS VUITTON CARRYALL TRAVEL HAND BAG MONOGRAM M40074,/collections/louis-vuitton/products/ao17610,"128,000",TH 1006,"W 16.1 x H 11.0 x D 8.7 ""

Handle Drop. 5.5 ""","Brown
/
Monogram Canvas, Leather","Handle Holder, Name Tag, Dust Bag, Padlock(No Key)","There is sign of use overall.

Stamped initials ""K.T"" on name tag.",Good condition,-,-,AO17610
LOUIS VUITTON EXTRA VANGEN TRAVEL BAG BLACK SUHARI M91800,/collections/louis-vuitton/products/ao17607,"798,000",LM 0013,"W 20.1 "" x H 15.6 "" x D 9.8 ""

Handle Drop. 4.3 ""","Black
/
Suhali Leather","Cover of Key, Keys*2, Handle Holder",There is minor sign of use overall.,There is minor sign of use overall.,-,-,AO17607
LOUIS VUITTON OPERA ACROPOLE CLUTCH DOCUMENT CASE BLACK,/collections/louis-vuitton/products/ao17606,"98,000",MI 1910,"W 13.8 x H 9.6 x D 1.2 ""","Black
/
Leather",Dust Bag,There is minor sign of use overall.,There is minor sign of use overall.,-,-,AO17606
LOUIS VUITTON POCHETTE TRAPEZE PM CLUTCH HAND BAG BLACK EPI M80165,/collections/louis-vuitton/products/ao17605,"89,800",MI 0922,"W 9.1 x H 7.9 x D 1.4 ""","Black
/
Epi Leather, Leather",-,There is minor sign of use overall.,There is minor sign of use overall.,-,-,AO17605
LOUIS VUITTON SPEEDY 30 HAND BAG MONOGRAM GRAFFITI M92194,/collections/louis-vuitton/products/ao17587,"248,000",TH 0041,"W 12.0 x H 9.1 x D 7.1 ""

Handle Drop. 3.1 ""","Brown, Khaki
/
Monogram Graffiti Canvas, Leather",-,There is minor sign of used overall.,There is minor sign of use overall.,-,-,AO17587
LOUIS VUITTON SAC A DOS GM BACKPACK BLUE MONOGRAM DENIM M95056,/collections/louis-vuitton/products/ao17353,"398,000",CA 2017,"W 11.4 "" x H 12.2 "" x D 7.1 ""

Handle Drop. 2.0 ""

Strap total length. 23.6 - 30.7 ""","Blue, Beige
/
Monogram Denim, Leather",-,There is minor sign of used overall.,There is minor sign of used overall.,-,-,AO17353
LOUIS VUITTON BOITE BOUTEILLES COSMETIC BOX MONOGRAM M21822,/collections/louis-vuitton/products/ao17350,"398,000",1036514,"W 16.1 x H 8.3 x D 9.1 ""

Handle Drop. 1.6 ""","Brown
/
Monogram Canvas, Leather",Keys*2,There is sign of use overall.,"There is sign of use overall.

Wood case: discoloration.",-,-,AO17350
LOUIS VUITTON SAC BIFACE 2WAY BUSINESS HAND BAG MONOGRAM M51310,/collections/louis-vuitton/products/ao17342,"168,000",854,"W 10.2 "" x H 7.9 "" x D 2.8 ""

Handle Drop. 2.6 ""

Strap Drop. 20.5 - 23.6 ""","Brown
/
Monogram Canvas, Leather",Shoulder Strap,"There is sign of use overall.

There is scratches.","There is sign of use overall.

There is scratches.",-,-,AO17342
LOUIS VUITTON KEEPALL 45 TRAVEL HAND BAG BLACK EPI M59152,/collections/louis-vuitton/products/ao17337,"98,000",-,"W 18.7 x H 10.6 x D 8.3 ""

Handle Drop. 4.7 ""","Black
/
Epi Leather, Leather",Handle Holder,There is minor sign of used overall.,There is minor sign of used overall.,-,-,AO17337
LOUIS VUITTON North South 2012-13 Hand Bag Monogram Leopard M94258,/collections/louis-vuitton/products/ao17288,"168,000",FL 3122,"W 11.4 x H 14.2 x D 8.3 ""

Handle Drop. 5.5 ""","Black, Beige
/
Leopard jacquard, Leather",Dust Bag,Excellent condition,There is minor sign of used overall.,-,-,AO17288
LOUIS VUITTON MUSETTE SALSA SHORT STRAP SHOULDER BAG MONOGRAM M51258,/collections/louis-vuitton/products/ao17287,"59,800",LM 0070,"W 9.3 x H 9.8 x D 3.0 ""

Strap Drop. 10.6 - 12.6 ""","Brown
/
Monogram Canvas, Leather",-,There is sign of use overall.,There is minor sign of used overall.,-,-,AO17287
LOUIS VUITTON POCHETTE FLORENTINE BUM BAG #S MONOGRAM M51855,/collections/louis-vuitton/products/ao17284,"98,000",Bag: FL 0010 / Belt: FL 1022,"W 6.3 x H 4.3 x D 1.6 ""

Belt Size. 30.7 - 39.8 ""(Size S)","Brown
/
Monogram Canvas, Leather",-,There is minor sign of used overall.,Excellent condition,-,-,AO17284
LOUIS VUITTON SAUMUR 30 MESSENGER SHOULDER BAG MONOGRAM M42256,/collections/louis-vuitton/products/ao17279,"148,000",MB 0075,"W 11.4 x H 9.1 x D 4.7 ""

Strap Drop. 18.9 - 22.8 ""","Brown
/
Monogram Canvas, Leather",-,There is sign of use overall.,There is minor sign of used overall.,-,-,AO17279
LOUIS VUITTON NEVERFULL MM SHOULDER TOTE BAG PURSE DAMIER N51105,/collections/louis-vuitton/products/ao17273,"128,000",CA 2105,"W 12.6 × H 11.4 × D 6.3 ""

Strap Drop. 8.3 ""","Brown
/
Damier Canvas, Leather",-,There is sign of use overall.,There is sign of use overall.,-,-,AO17273
LOUIS VUITTON NEVERFULL MM SHOULDER TOTE BAG PURSE DAMIER N51105,/collections/louis-vuitton/products/ao17272,"148,000",CA 2153,"W 12.6 x H 11.4 x D 6.3 ""

Strap Drop. 8.3 ""","Brown
/
Damier Canvas, Leather",-,Excellent condition,Excellent condition,-,-,AO17272
LOUIS VUITTON CONCORDE BUSINESS HAND BAG SATCHEL BLUE EPI M52135,/collections/louis-vuitton/products/ao17268,"89,800",SR 0995,"W 10.6 x H 7.5 x D 3.1 ""

Handle Drop. 5.5 ""","Blue
/
Epi Leather, Leather",Keys*2,There is minor sign of use overall.,There is minor sign of use overall.,"Junk condition.

There are peeled and stickiness.",-,AO17268
LOUIS VUITTON PAPILLON HAND BAG MONOGRAM CHERRY BLOSSOM M92009,/collections/louis-vuitton/products/ao17060,"148,000",-,"W 10.6 × H 5.1 × D 5.1 ""

Handle Drop. 7.3 ""","Pink, Brown
/
Monogram Cherry Blossom Canvas, Leather",Dust Bag,There is minor sign of use overall.,There is minor sign of use overall.,-,-,AO17060
LOUIS VUITTON MINI MONTSOURIS BACKPACK MONOGRAM M51137,/collections/louis-vuitton/products/ao17059,"198,000",SP 0997,"W 7.9 x H 8.7 x D 3.5 ""

Handle Drop. 3.1 ""

Strap total length. 27.2 - 30.3 ""","Brown
/
Monogram Canvas, Leather",-,There is minor sign of use overall.,There is minor sign of use overall.,-,Little smell of preservative.,AO17059
LOUIS VUITTON CEINTURE POCHETTE BELT BUM BAG MONOGRAM M6933U,/collections/louis-vuitton/products/ao17054,"98,000",CT 1027 (Belt),"Pouch: W 5.9 x H 3.7 ""

Width: 1.6 ""

Belt Size. 35.4 - 39.4 ""

#40/100","Brown
/
Monogram Canvas, Leather",-,There is sign of use overall.,There is minor sign of use overall.,-,-,AO17054
LOUIS VUITTON CLUNY SHOULDER BAG PURSE GREEN EPI M52254,/collections/louis-vuitton/products/ao17049,"89,800",VI 0914,"W 10.2 x H 11.4 x D 6.7 ""

Strap Drop. 12.6 - 18.5 ""","Green
/
Epi Leather, Leather",-,There is minor sign of used overall.,There is minor sign of used overall.,-,-,AO17049
LOUIS VUITTON SAUMUR 30 MESSENGER SHOULDER BAG MONOGRAM M42256,/collections/louis-vuitton/products/ao16824,"128,000",MB 0073,"W 11.4 x H 9.1 x D 4.7 ""

Strap Drop. 18.5 - 22.4 ""","Brown
/
Monogram Canvas, Leather",Manual,There is minor sign of use overall.,There is minor sign of used overall.,-,-,AO16824
LOUIS VUITTON CEINTURE POCHETTE SOLO BELT BUM BAG MONOGRAM M6933U,/collections/louis-vuitton/products/ao16823,"108,000",CT 1027,"Pouch: W 5.9 x H 3.7 ""

Width: 1.6 ""

Belt Size. 33.1 - 37.0 ""

Buckle: W 1.2 × H 2.0 ""

#36/90","Brown
/
Monogram Canvas, Leather",-,There is sign of use overall.,There is minor sign of used overall.,-,-,AO16823
LOUIS VUITTON KEEPALL 45 TRAVEL HAND BAG NATURAL NOMADE SP ORDER,/collections/louis-vuitton/products/ao16816,"228,000",couldn't found.,"W 18.5 x H 11.0 x D 8.3 ""

Handle Drop. 3.9 ""","Natural
/
Nomade Leather","Handle Holder, Name Tag, Dust Bag",There is minor sign of use overall.,There is minor sign of use overall.,-,-,AO16816
LOUIS VUITTON RANDONNEE PM SHOULDER BAG RED EPI M52357,/collections/louis-vuitton/products/ao16813,"98,000",AR 1925,"W 11.0 x H 15.0 x D 6.3 ""

Strap total length. 23.2 - 28.7 ""","Red
/
Epi Leather, Leather",Dust Bag,There is minor sign of use overall.,There is minor sign of use overall.,-,-,AO16813
LOUIS VUITTON SHERWOOD BELT BUM BAG BLACK EPI M52902,/collections/louis-vuitton/products/ao16812,"89,800",MI 0922/ CT0967(Belt),"W 4.7 x H 6.3 x D 0.2 ""

Belt Size. 27.2 - 31.5 ""","Black
/
Epi Leather, Leather",-,There is minor sign of use overall.,There is minor sign of use overall.,-,-,AO16812
LOUIS VUITTON TILSITT WAIST POUCH BUM BAG RED EPI LEATHER M52607,/collections/louis-vuitton/products/ao16727,"89,800",VI 1901,"W 6.7 x H 4.7 x D 1.2 ""

Belt Size. 31.1 - 35.0 ""","Red
/
Epi Leather, Leather",-,There is minor sign of use overall.,There is minor sign of use overall.,-,-,AO16727
LOUIS VUITTON SPEEDY 30 HAND BAG GREEN EPI M43004,/collections/louis-vuitton/products/ao16726,"89,800",VI 1914,"W 12.8 × H 8.7 × D 7.1 ""

Handle Drop. 3.5 ""","Green
/
Epi Leather, Leather",-,There is minor sign of use overall.,There is minor sign of use overall.,-,-,AO16726
