productname,productpage,price,brand,estretailpr,itemnr,category,length,height,width,drop,year,acc_included,description,condition,cond_ext,cond_hw,cond_handle,cond_int,cond_other
Linen Jayde Fish Garden Tote Black Beige,https://www.fashionphile.com/gucci-linen-jayde-fish-garden-tote-black-beige-494860,"
                                                    $585                                            ",Gucci,,494860,Handbags,14.5 ,16.25 ,5 ,5 ,,dust bag,"We guarantee this is an authentic GUCCI Linen Jayde Fish Garden Tote Black Beige or 100% of your money back. This unique tote is crafted of canvas with a Jayde Fish design in black and beige. The top opens to a spacious interior with the logo ""Gucci Garden"". This is a beautiful shoulder bag for all your necessities, only from Gucci!",New,,,Pilling,,
Palm Lux Broadway Evening Clutch Bag Black,https://www.fashionphile.com/gucci-palm-lux-broadway-evening-clutch-bag-black-495198,"
                                                    $1,255                                            ",Gucci,"2,500",495198,Clutch & Evening,9 ,5.75 ,,19.25 ,,dust bag,"We guarantee this is an authentic GUCCI Palm Lux Broadway Evening Clutch Bag Black or 100% of your money back. This stunning chic bag is crafted of luxuriously calfskin leather in black with a red and green enamel trim. The clutch features a gold chain-link shoulder strap and a gold piston lock. The flap opens to a fabric interior with a patch pocket and room for just the essentials. This is a lovely evening bag for the perfect wardrobe accent, from Gucci!",Excell,"Frayed, faint scuffs",Faint scratch(es),,,
Calfskin Elton John Crocodile Rock Tote Off White,https://www.fashionphile.com/gucci-calfskin-elton-john-crocodile-rock-tote-off-white-494865,"
                                                    $1,125                                            ",Gucci,,494865,Handbags,16 ,17.5 ,2 ,11 ,,"removable pouch, dust bag","We guarantee this is an authentic GUCCI Calfskin Elton John Crocodile Rock Tote Off White or 100% of your money back. This tote is crafted of textured calfskin leather in ivory, with a vintage effect. The tote features Elton John's Crocodile Rock / Elderberry Wine artwork on the front, a black Guccy logo on the back, and leather strap handles. The top is open to an ivory suede leather interior with a removable pouch. This is a stunning tote with a distinctive look, only from Gucci!",Very G,"Discoloration, color transf",,,,
Calfskin Pearl Studded Mini Broadway Bee Shoulder Bag White,https://www.fashionphile.com/gucci-calfskin-pearl-studded-mini-broadway-bee-shoulder-bag-white-497144,"
                                                    $1,795                                            ",Gucci,"3,200",497144,Crossbody,9.75 ,6.25 ,0.75 ,21 ,,"box, dust bag, strap","We guarantee this is an authentic GUCCI Calfskin Pearl Studded Mini Broadway Bee Shoulder Bag White or 100% of your money back. This stylish shoulder bag is crafted of calfskin leather in off-white. The bag features a gold chain shoulder strap, an optional red, white and blue web shoulder strap, faux pearl detailing, and a gold bee encrusted with crystals and pearls on the flap. The flap opens to a beige leather interior with a flat pocket. This on-trend mini bag is versatile and stylish, by Gucci!",Excell,,Faint scratch(es),,,
Calfskin Pearl Studded Mini Broadway Bee Shoulder Bag White,https://www.fashionphile.com/gucci-calfskin-pearl-studded-mini-broadway-bee-shoulder-bag-white-490390,"
                                                    $1,705                                            ",Gucci,"3,200",490390,Crossbody,9.75 ,6.25 ,1.75 ,21 ,,"box, dust bag, strap","We guarantee this is an authentic GUCCI Calfskin Pearl Studded Mini Broadway Bee Shoulder Bag White or 100% of your money back. This stylish shoulder bag is crafted of calfskin leather in off-white. The bag features a gold chain shoulder strap, an optional red, white and blue web shoulder strap, faux pearl detailing, and a gold bee encrusted with crystals and pearls on the flap. The flap opens to a beige leather interior with a flat pocket. This on-trend mini bag is versatile and stylish, by Gucci!",Very G,,Faint scratch(es),,,
Calfskin Medium 1973 Shoulder Flap Bag Dark Brown,https://www.fashionphile.com/gucci-calfskin-medium-1973-shoulder-flap-bag-dark-brown-496025,"
                                                    $475                                            ",Gucci,,496025,Handbags,10.25 ,7.25 ,2 ,19 ,,dust bag,We guarantee this is an authentic GUCCI Calfskin Medium 1973 Shoulder Flap Bag Dark Brown or 100% of your money back. This chic shoulder bag is crafted of beautifully smooth calfskin leather in dark brown. The bag features a matching leather shoulder strap with polished light gold links and a facing flap with a polished light gold interlocking GG emblem. The flap opens to a partitioned leather interior with zipper and snaps closure pockets. This shoulder bag is perfect for day and evening essentials with the stylish sophistication from Gucci!  ,Very G,"Creases, scuffs , edge wear , imprints, faint corner wea","Scratch(es) , plating","Scuffs , peeling , sizing marks","Scuffs , marks, imprints",
Calfskin Zumi Frame Interlocking GG Horsebit Crossbody Bag Black,https://www.fashionphile.com/gucci-calfskin-zumi-frame-interlocking-gg-horsebit-crossbody-bag-black-494872,"
                                                    $2,315                                            ",Gucci,"3,200",494872,Crossbody,9.75 ,7.25 ,2.75 ,20 ,,"box, dust bag","We guarantee this is an authentic GUCCI Calfskin Zumi Frame Interlocking GG Horsebit Crossbody Bag Black or 100% of your money back. This shoulder bag is crafted of calfskin leather in black. This Zumi frame crossbody bag features a gold-tone chain shoulder strap, an interlocking GG logo, a kiss lock closure, internal pockets and interior compartments divided by a partition.This opens to a burgundy leather interior with a centralized zipper pocket and a zipped patch pocket. This compact, yet spacious shoulder bag is perfect for any time of the day whether it be for casual or formal wear, from Gucci!",Excell,,Scratch(es),,,
Calfskin Embroidered Medium Sylvie Top Handle Bag White,https://www.fashionphile.com/gucci-calfskin-embroidered-medium-sylvie-top-handle-bag-white-484444,"
                                                    $1,195                                            ",Gucci,"3,500",484444,Handbags,12.25 ,8.75 ,4.5 ,16.75 ,,"dust bag, strap","We guarantee this is an authentic GUCCI Calfskin Embroidered Medium Sylvie Top Handle Bag White or 100% of your money back. This shoulder bag is crafted of smooth white calfskin leather and features a prominent front detailed with a central nylon red and blue web stripe and signature floral embroidering. There is a gold chain with a buckle closure that accents the front of the bag and comes with an optional shoulder strap. The front flap opens to a camel microfiber interior with zipper and patch pockets. This handbag is a chic statement bag, with the sophisticated style only from Gucci!",Excell,"Marks, faint scuffs",Faint scratch(es),,,
Guccissima Medium Indy Off White,https://www.fashionphile.com/gucci-guccissima-medium-indy-off-white-494649,"
                                                    $740                                            ",Gucci,"2,295",494649,Handbags,17.5 ,12.5 ,6 ,13.5 ,,rap,"We guarantee this is an authentic GUCCI Guccissima Medium Indy Off White or 100% of your money back. This stylish bag is crafted of Gucci monogram leather in off white. The bag features polished plates along the corners, a looping leather handle, an optional leather shoulder strap, and decorative bamboo with leather tassels. The top opens to a fabric interior with a zipper pocket. This is an ideal shoulder bag for any occasion with classic sophistication, only from Gucci.",Very G,"Corner wear, glue residue , marks","Scratch(es) , plating wear , pitt","Scratches, marks","Musty odor, pilling",
Calfskin Bamboo Top Handle Queen Margaret Bag Light Pink White Hibiscus Red Blue,https://www.fashionphile.com/gucci-calfskin-bamboo-top-handle-queen-margaret-bag-light-pink-white-hibiscus-red-blue-495660,"
                                                    $1,915                                            ",Gucci,"3,700",495660,Handbags,12.5 ,8.25 ,3.75 ,16.75 ,,"dust bag, strap, luggage tag","We guarantee this is an authentic GUCCI Calfskin Bamboo Top Handle Queen Margaret Bag Light Pink White Hibiscus Red Blue or 100% of your money back. This exquisite, one-of-a kind bag is crafted of smooth multicolor calfskin leather. The bag has a sturdy bamboo top handle, optional leather shoulder strap, and a prominent gold bee closure. The flap opens to reveal a beige fabric interior with zipper and patch pockets. This unique bag is ideal for day or evening wear with sophisticated style, from Gucci!",Excell,Faint scuffs,Faint scratch(es),Sizing marks,,
Calfskin Small Sylvie Shoulder Bag Off White,https://www.fashionphile.com/gucci-calfskin-small-sylvie-shoulder-bag-off-white-472665,"
                                                    $1,070                                            ",Gucci,"2,590",472665,Crossbody,10 ,6.75 ,3 ,32.75 ,,"dust bag, strap","We guarantee this is an authentic GUCCI Calfskin Small Sylvie Shoulder Bag Off White or 100% of your money back. This structured shoulder bag is crafted of smooth calfskin leather in white and features a prominent front flap, detailed with a central nylon red and navy blue canvas web stripe with a chain buckle lock closure. This stylish bag has two interchangeable shoulder straps; one being a classic white leather strap and the other, a red, white, and navy blue web stripe ribbon. The bag opens to a beige microfiber interior with a patch pocket. This shoulder bag is an ideal statement bag, with the sophisticated style only from Gucci!",Excell,"Scuffs , pilling , imprints, wear at resin glazing","Scratch(es) , plating wear , pitt","Creases, scuffs","Marks, imprints",
Calfskin Pearl Studded Mini Broadway Bee Shoulder Bag White,https://www.fashionphile.com/gucci-calfskin-pearl-studded-mini-broadway-bee-shoulder-bag-white-495989,"
                                                    $1,480                                            ",Gucci,"3,200",495989,Handbags,9.75 ,6.25 ,1 ,20.75 ,,"box, dust bag, strap","We guarantee this is an authentic GUCCI Calfskin Pearl Studded Mini Broadway Bee Shoulder Bag White or 100% of your money back. This stylish shoulder bag is crafted of calfskin leather in off white. The bag features gold chain shoulder strap, an optional red, white and blue web shoulder strap, and faux pearl detailing and a gold bee motif on the flap. The flap opens to an beige leather interior with a flat pocket. This is on-trend mini bag is versatile and stylish, by Gucci!",Excell,,Faint scratch(es),,,
Grained Calfskin Bee Stars Small Padlock Shoulder Bag Black,https://www.fashionphile.com/gucci-grained-calfskin-bee-stars-small-padlock-shoulder-bag-black-495101,"
                                                    $1,160                                            ",Gucci,,495101,Crossbody,7.75 ,5 ,3 ,19.75 ,,"clochette, 2 key",We guarantee this is an authentic GUCCI Grained Calfskin Bee Stars Small Padlock Shoulder Bag Black or 100% of your money back. This stylish shoulder is crafted of grained black leather with gold bee and star motifs. The bag features a front flap and a gold chain link shoulder strap which can be worn long or short. The flap opens to a blue fabric interior with a patch pocket. This is an ideal everyday bag with the sophisticated style of Gucci!,Excell,Indentations,Faint scratch(es),,Cigarette od,
Velvet Matelasse Small GG Marmont Pink,https://www.fashionphile.com/gucci-velvet-matelasse-small-gg-marmont-pink-495168,"
                                                    $1,080                                            ",Gucci,"1,790",495168,Crossbody,10.25 ,6.25 ,3 ,21.25 ,,dust bag,"We guarantee this is an authentic GUCCI Velvet Matelasse Small GG Marmont Pink or 100% of your money back. This shoulder bag is crafted of soft velvet in rich pink. This bag features an aged gold chain shoulder strap with a leather pad. The front crossover flap features an interlocking aged gold GG logo that opens to a blue satin fabric interior with a zipper pocket. This stylish shoulder bag is perfect for any time of the day, with the sophistication of Gucci!",Excell,Scuffs,Faint scratch(es),,,
Calfskin Pearl Studded Mini Broadway Bee Shoulder Bag White,https://www.fashionphile.com/gucci-calfskin-pearl-studded-mini-broadway-bee-shoulder-bag-white-495244,"
                                                    $1,595                                            ",Gucci,"3,200",495244,Crossbody,10 ,5.75 ,1 ,20.75 ,,"dust bag, strap","We guarantee this is an authentic GUCCI Calfskin Pearl Studded Mini Broadway Bee Shoulder Bag White or 100% of your money back. This stylish shoulder bag is crafted of calfskin leather in off white. The bag features a gold chain-link shoulder strap, an optional red, white and blue web shoulder strap, and faux pearl detailing with a gold bee motif on the flap. The flap opens to a beige leather interior with a flat pocket. This chic bag is versatile and stylish, by Gucci!",New,,Faint scratch(es),,,
Calfskin Logo Drawstring Backpack Black,https://www.fashionphile.com/gucci-calfskin-logo-drawstring-backpack-black-494303,"
                                                    $715                                            ",Gucci,"1,980",494303,Backpacks,14.75 ,17.5 ,,16 ,,dust bag,"We guarantee this is an authentic GUCCI Calfskin Logo Drawstring Backpack Black or 100% of your money back. This stylish backpack is crafted of off black calfskin leather with the Gucci logo underlined by a green and red web stripe. The shoulder bag features black leather top handles, a red and green drawstring, and opens to a spacious black interior. This stylish backpack is suitable for daily necessities or light travel, with the designer appeal of Gucci!",Excell,,,,"Surface wear, pilling",
GG Monogram Velvet Small Dionysus Blue,https://www.fashionphile.com/gucci-gg-monogram-velvet-small-dionysus-blue-494767,"
                                                    $1,755                                            ",Gucci,"2,650",494767,Crossbody,10 ,6 ,3 ,22.25 ,,dust bag,We guarantee this is an authentic GUCCI GG Monogram Velvet Small Dionysus Blue or 100% of your money back. This stunning shoulder bag is finely crafted of Gucci GG monogram velvet in blue-green with pink stitching. This bag features an aged silver chain looping shoulder strap and a tiger head horseshoe closure with gems. This shoulder bag opens to a teal satin fabric and green leather with a frontal patch pocket. This is a remarkable shoulder bag for everyday essentials with the style and sophistication from Gucci!,Excell,Faint corner wea,,,"Scuffs , imprints",
Calfskin Mini Thiara Bamboo Top Handle Bag Black,https://www.fashionphile.com/gucci-calfskin-mini-thiara-bamboo-top-handle-bag-black-497009,"
                                                    $1,675                                            ",Gucci,"3,500",497009,Crossbody,7.5 ,4.5 ,5.25 ,20.75 ,,"dust bag, strap","We guarantee this is an authentic GUCCI Calfskin Mini Thiara Bamboo Top Handle Bag Black or 100% of your money back. This chic mini bag is crafted of calfskin leather in black with a sturdy bamboo top handle. The handbag has an optional polished gold oval chain-link shoulder strap and crystal-embellished tiger head on the flap. The interior is lined with beige fabric and has a patch pocket. This is a stylish petite tote that is ideal for carrying your essentials, only from Gucci!",Excell,"Marks, imprints",Faint scratch(es),,mprints,
Patent Mini Sylvie 1969 Top Handle Bag Black,https://www.fashionphile.com/gucci-patent-mini-sylvie-1969-top-handle-bag-black-493155,"
                                                    $1,915                                            ",Gucci,"3,200",493155,Crossbody,8 ,5.75 ,2 ,3.25 ,,"dust bag, strap","We guarantee this is an authentic GUCCI Patent Mini Sylvie 1969 Top Handle Bag Black or 100% of your money back. This structured shoulder bag is crafted of hard black patent leather and features a prominent front flap detailed with a central gold chain buckle lock closure. This stylish bag has a detachable gold chain strap. The top flap opens to a burgundy leather interior with a patch pocket. This shoulder bag is an ideal statement bag, with the sophisticated style only from Gucci!",New,,,,,
Calfskin Elton John Levon-Goodbye Tote Red,https://www.fashionphile.com/gucci-calfskin-elton-john-levon-goodbye-tote-red-494870,"
                                                    $1,480                                            ",Gucci,,494870,Handbags,16 ,17.5 ,2.25 ,11 ,,"removable pouch, dust bag","We guarantee this is an authentic GUCCI Calfskin Elton John Levon-Goodbye Tote Red or 100% of your money back. This stylish tote is crafted of red calfskin leather, with Elton John's Levon / Goodbye artwork on the front and a black Guccy logo on the back. The bag features leather strap top handles and the top is open to a red suede leather interior with a removable pouch. This stylish tote is suitable for daily necessities or light travel, with the designer appeal of Gucci!",New,,,,,
Calfskin Small Bamboo Shopper Tote Brown,https://www.fashionphile.com/gucci-calfskin-small-bamboo-shopper-tote-brown-487393,"
                                                    $460                                            ",Gucci,,487393,Handbags,11 ,9.5 ,4.75 ,4.5 ,,"dust bag, strap",We guarantee this is an authentic GUCCI Calfskin Small Bamboo Shopper Tote Brown or 100% of your money back. This chic tote is crafted of richly textured brown calfskin leather. The crossbody bag features arched bamboo top handles with polished light gold ring links. The top opens to a natural white cotton linen fabric interior with a zipper and patch pockets. This is an excellent tote that is ideal for everyday use with the sophisticated style of Gucci!,Very G,"Corner wear, scuffs , structure loss , edge wear , imprints, wear at resin glazing",Scratch(es),"Surface wear , scuffs , missing additional strap","Scuffs , surface wear, pocket(s) stretched, stain(s)",
Laminated Calfskin Quilted Mini Bag Red Blue,https://www.fashionphile.com/gucci-laminated-calfskin-quilted-mini-bag-red-blue-495406,"
                                                    $520                                            ",Gucci,"1,200",495406,Crossbody,6.5 ,5.5 ,2 ,25.75 ,,dust bag,"We guarantee this is an authentic GUCCI Laminated Calfskin Quilted Mini Bag Red Blue or 100% of your money back. This stylish cross body bag is crafted of textured calfskin leather in a laminated red, blue and silver. The shoulder bag features a waist length braided shoulder strap and has combined its horse bit and interlocked G insignias in gold and silver-tone metal. The top zipper opens to floral red print fabric interior with card slots. This is a classic everyday bag, only from Gucci!",Excell,Faint corner wea,Faint scratch(es),,,
Velvet Matelasse Embroidered Small GG Marmont Black,https://www.fashionphile.com/gucci-velvet-matelasse-embroidered-small-gg-marmont-black-497673,"
                                                    $1,915                                            ",Gucci,"2,790",497673,Crossbody,10 ,6.25 ,2.75 ,21 ,,dust bag,"We guarantee this is an authentic GUCCI Velvet Matelasse Embroidered Small GG Marmont Black or 100% of your money back. This shoulder bag is crafted of soft velvet in black. This bag features beautiful rhinestone accents, a long-aged gold chain shoulder strap with leather shoulder pad and an interlocking aged gold GG logo that opens to a pink satin interior with a zippered pocket. This compact, yet spacious shoulder bag is perfect for any time of the day, whether it be for casual or formal wear, from Gucci!",Excell,dge wea,Faint scratch(es),,"Scuffs , marks, pilling",Scratches at crystal
Calfskin Queen Margaret Stripe Shoulder Bag White Blue Hibiscus Red,https://www.fashionphile.com/gucci-calfskin-queen-margaret-stripe-shoulder-bag-white-blue-hibiscus-red-495543,"
                                                    $1,480                                            ",Gucci,"2,980",495543,Handbags,9 ,6.5 ,3.25 ,19.5 ,,luggage tag,"We guarantee this is an authentic GUCCI Calfskin Queen Margaret Stripe Shoulder Bag White Blue Hibiscus Red or 100% of your money back. This stylish shoulder bag is crafted of calfskin leather in three bold colors. The bag features a matching white, red, and blue web shoulder strap, and a gold bee motif on the flap. The flap opens to a beige interior with a patch and zipper pocket. This trendy bag is versatile and stylish, by Gucci!",Excell,"Creases, faint scuffs",,,Scuffs,
Monogram Medium D Gold Ring Hobo Brown,https://www.fashionphile.com/gucci-monogram-medium-d-gold-ring-hobo-brown-494190,"
                                                    $315                                            ",Gucci,,494190,Handbags,11.75 ,8.5 ,4.75 ,6.25 ,,,"We guarantee this is an authentic GUCCI Monogram Medium D Gold Ring Hobo Brown or 100% of your money back. This delightful hobo is created in the classic GG monogram canvas with white leather trims. The handbag has light gold-tone hardware including handle links and a prominent D ring at the front. The top unzips to a brown textile with a zipper pocket. Enjoy this chic little bag for every day, from Gucci!",Very G,"Corner wear, scuffs , edge wea",Scratch(es),"Smoothing of leather , scuffs , wear at resin glazing, structure wear",Marks,
GG Supreme Monogram Bosco Print Backpack,https://www.fashionphile.com/gucci-gg-supreme-monogram-bosco-print-backpack-494513,"
                                                    $840                                            ",Gucci,"1,290",494513,Backpacks,8.75 ,11 ,4 ,7.25 ,,dust bag,"We guarantee this is an authentic GUCCI GG Supreme Monogram Bosco Print Backpack or 100% of your money back. This stylish backpack is crafted of Gucci GG monogram coated canvas with a bold embroidered patch on the front. The bag features nylon web shoulder straps, aged gold hardware, and red trim. The zipper opens to a spacious beige fabric interior with zipper and patch pockets. This stylish backpack is perfect for school or light travel, with the style and appeal of Gucci!",Excell,,,Sizing marks,,
Dollar Calfskin Interlocking Medium Shoulder Bag Black,https://www.fashionphile.com/gucci-dollar-calfskin-interlocking-medium-shoulder-bag-black-494937,"
                                                    $1,080                                            ",Gucci,,494937,Handbags,13 ,9 ,4.25 ,17.75 ,,rap,We guarantee this is an authentic GUCCI Dollar Calfskin Interlocking Medium Shoulder Bag Black or 100% of your money back. This chic shoulder bag is crafted of grained calfskin leather in black. The bag has a waist length shoulder strap in gold and a facing flap with a polished gold interlocking GG emblem. The flap opens to a partitioned natural fabric interior with zipper and patch pockets. This glamorous handbag radiates stylish sophistication from Gucci!  ,Excell,Scuffs,Scratch(es),,Scuffs,Employee or sale stamp
Calfskin Pearl Studded Mini Broadway Bee Shoulder Bag Light Pink,https://www.fashionphile.com/gucci-calfskin-pearl-studded-mini-broadway-bee-shoulder-bag-light-pink-494037,"
                                                    $1,220                                            ",Gucci,"3,200",494037,Crossbody,9.75 ,6.5 ,1.5 ,21 ,,"dust bag, box, strap","We guarantee this is an authentic GUCCI Calfskin Pearl Studded Mini Broadway Bee Shoulder Bag Light Pink or 100% of your money back. This shoulder bag is crafted of smooth and supple pink calfskin leather with faux pearl studs decorated throughout. The bag features is a long-aged gold chain-link shoulder strap with an optional nylon web shoulder strap. The front flap has a large decorative brass bee embellished with faux pearls and ruby red gems with dark blue resin. This opens to an expandable beige leather interior with a patch pocket. This fierce shoulder bag is perfect for any time of the day; whether it be for casual or formal wear, from Gucci!",Excell,"Creases, glue residue , faint scuffs",Faint scratch(es),,Bubbled,
Suede Patent GG Web Small Ophidia Shoulder Bag Blue Red,https://www.fashionphile.com/gucci-suede-patent-gg-web-small-ophidia-shoulder-bag-blue-red-493834,"
                                                    $760                                            ",Gucci,"1,750",493834,Crossbody,9 ,7.75 ,3.5 ,15.75 ,,dust bag,We guarantee this is an authentic GUCCI Suede Patent GG Web Small Ophidia Shoulder Bag Blue Red or 100% of your money back. This crossbody bag is crafted of blue suede with red leather trim. The bag features an adjustable red patent leather shoulder strap and gold hardware. This opens to a beige suede leather interior with patch pockets with room for all of your daily essentials with the sophisticated style only from Gucci!,Very G,"Corner wear, pilling , faint scuffs",Faint scratch(es),"Sizing marks , structure wear","Pilling, pocket(s) stretched",
GG Supreme Monogram Night Courier Embroidered Tote Black,https://www.fashionphile.com/gucci-gg-supreme-monogram-night-courier-embroidered-tote-black-496382,"
                                                    $1,030                                            ",Gucci,,496382,Handbags,14.25 ,14.75 ,2.25 ,16 ,,rap,"We guarantee this is an authentic GUCCI GG Supreme Monogram Night Courier Embroidered Tote Black or 100% of your money back. This chic tote bag is crafted of black Gucci GG monogram coated canvas and features an assortment of embroidered patches on the front. The handbag features black leather top handles, an optional red and blue nylon shoulder strap with silver hardware. The top is open to a black fabric interior with zipper pockets. This is a unique handbag for everyday use with the classic style from Gucci!",Very G,"Corner wear, structure loss , edge wear , glue residue , frayed stitch(es)",Scratch(es),"Sizing marks , pilling, marks","Marks, pilling",
Textured Calfskin Small GG Ring Shoulder Bag Red,https://www.fashionphile.com/gucci-textured-calfskin-small-gg-ring-shoulder-bag-red-492826,"
                                                    $1,355                                            ",Gucci,"2,590",492826,Crossbody,9.5 ,7 ,2.25 ,14.25 ,,dust bag,We guarantee this is an authentic GUCCI Textured Calfskin Small GG Ring Shoulder Bag Red or 100% of your money back. This chic structured shoulder bag is crafted of smooth calfskin leather in red. It features a prominent front flap detailed with a gold GG logo with a silver ring and red leather strap. The flap opens to a blue fabric interior with zipper and patch pockets. This is a one of a kind bag for a one of a kind look only from Gucci! ,Excell,Scuffs,,Sizing marks,,
Calfskin Embroidered Medium Sylvie Top Handle Bag White,https://www.fashionphile.com/gucci-calfskin-embroidered-medium-sylvie-top-handle-bag-white-493300,"
                                                    $1,320                                            ",Gucci,"3,500",493300,Crossbody,12.25 ,8 ,4.5 ,18 ,,"dust bag, strap","We guarantee this is an authentic GUCCI Calfskin Embroidered Medium Sylvie Top Handle Bag White or 100% of your money back. This shoulder bag is crafted of smooth white calfskin leather and features a prominent front detailed with a central nylon red and blue web stripe and signature floral embroidering. There is a gold chain with a buckle closure that accents the front of the bag and comes with an optional shoulder strap. The front flap opens to a camel microfiber interior with a patch and zipper pocket. This handbag is a chic statement bag, with the sophisticated style only from Gucci!",Excell,Pilling,Faint scratch(es),"Creases, structure wear",,
Calfskin Coco Capitan Logo Drawstring Backpack Hibiscus Red,https://www.fashionphile.com/gucci-calfskin-coco-capitan-logo-drawstring-backpack-hibiscus-red-430129,"
                                                    $720                                            ",Gucci,"1,890",430129,Backpacks,14.75 ,18 ,,12 ,,"box, dust bag","We guarantee this is an authentic GUCCI Calfskin Coco Capitan Logo Drawstring Backpack Hibiscus Red or 100% of your money back. This stylish backpack is crafted of soft red calfskin leather. It features black leather top handles, black drawstring straps, and opens to a red suede interior. This stylish backpack is ideal for daily necessities or light travel, with the designer appeal of Gucci!",New,,,,,
Velvet Matelasse Mini GG Marmont Red,https://www.fashionphile.com/gucci-velvet-matelasse-mini-gg-marmont-red-494008,"
                                                    $1,160                                            ",Gucci,"1,590",494008,Crossbody,8.75 ,5.5 ,2.5 ,21 ,,dust bag,"We guarantee this is an authentic GUCCI Velvet Matelasse Mini GG Marmont Red or 100% of your money back. This lovely bag is crafted out of chevron-quilted soft velvet in a dark red. It features an aged gold chain shoulder strap with a leather shoulder pad and an aged gold interlocking GG logo closure. The front flap opens to a blue satin interior with a patch pocket. This is a perfect everyday shoulder bag, from Gucci!",Excell,"Corner wear, edge wear , marks, imprints",Faint scratch(es),,,
Laminated Calfskin Quilted Mini Bag Red Blue,https://www.fashionphile.com/gucci-laminated-calfskin-quilted-mini-bag-red-blue-484013,"
                                                    $600                                            ",Gucci,"1,200",484013,Crossbody,7 ,5.25 ,2 ,26.5 ,,"box, dust bag","We guarantee this is an authentic GUCCI Laminated Calfskin Quilted Mini Bag Red Blue or 100% of your money back. This stylish crossbody bag is crafted of textured calfskin leather in a metallic red and blue. The shoulder bag features silver leather trim and a waist-length braided shoulder strap, and has combined its horsebit and interlocked G insignias in gold and silver-tone metal. The top zipper opens to a floral print fabric interior with card slots. This is a classic everyday bag, only from Gucci!",Very G,Discoloration,Scratch(es),Scuffs,,
Calfskin Horsebit Embossed Abbey Messenger Dark Brown,https://www.fashionphile.com/gucci-calfskin-horsebit-embossed-abbey-messenger-dark-brown-492513,"
                                                    $300                                            ",Gucci,,492513,Handbags,12.5 ,12 ,0.5 ,18.5 ,,,We guarantee this is an authentic GUCCI Calfskin Horsebit Embossed Abbey Messenger Dark Brown or 100% of your money back. This chic shoulder bag is crafted of embossed leather in brown. The bag features silver D ring accents and an adjustable shoulder strap. The top zipper opens to a fabric interior with zipper and patch pockets. This is a fabulous tote for everyday use with a special touch of sophisticated style from Gucci. ,Very G,"Scuffs , edge wear , wear at resin glazing, frayed stitch(es)",Scratch(es),"Scuffs , wear at resin glazing, sizing marks , popped stitch(es), marks",Residue marks,
Smooth Calfskin Small Zumi Shoulder Bag Black,https://www.fashionphile.com/gucci-smooth-calfskin-small-zumi-shoulder-bag-black-458568,"
                                                    $1,110                                            ",Gucci,"1,980",458568,Clutch & Evening,7.5 ,4.25 ,1.5 ,20.75 ,,,"We guarantee this is an authentic GUCCI Smooth Calfskin Small Zumi Shoulder Bag Black or 100% of your money back. This chic shoulder bag is crafted of smooth calfskin leather in black. It features a prominent front flap detailed with a Gucci GG logo, a top handle and gold chain strap. The flap opens to a dark burgundy leather interior. This is a great bag for everyday use, only from Gucci! ",Excell,"Scuffs , edge wea",Scratch(es),,Scuffs,
Calfskin Pearl Studded Mini Broadway Bee Shoulder Bag White,https://www.fashionphile.com/gucci-calfskin-pearl-studded-mini-broadway-bee-shoulder-bag-white-492547,"
                                                    $1,675                                            ",Gucci,"3,200",492547,Crossbody,9.75 ,6 ,1.5 ,21 ,,"box, dust bag, strap","We guarantee this is an authentic GUCCI Calfskin Pearl Studded Mini Broadway Bee Shoulder Bag White or 100% of your money back. This stylish shoulder bag is crafted of calfskin leather in off white. The bag features an aged gold tone chain shoulder strap, an optional red, white, and blue web shoulder strap, faux pearl detailing, and a gold bee motif on the flap. The flap opens to a beige leather interior with a patch pocket. This trendy bag is perfect for any occasion, with style from Gucci!",Excell,"Creases, faint scuffs",,,Scuffs,
Calfskin Guccy Zip Pouch Clutch White,https://www.fashionphile.com/gucci-calfskin-guccy-zip-pouch-clutch-white-492173,"
                                                    $440                                            ",Gucci,"1,100",492173,Pouches,12 ,8.5 ,1 ,8 ,2016,"rap, dust bag, box",We guarantee this is an authentic GUCCI Calfskin Guccy Zip Pouch Clutch White or 100% of your money back. This compact stylish white pouch features 'Guccy' lettering in gold is inspired by SEGA®'s iconic logo decorated with a gold border and miniature star motifs with aged silver hardware. The top zipper opens to a blue fabric interior with card slots and patch pockets. This is a finely crafted pouch with the special touch of stylish sophistication from Gucci!,New,,,,,
Rubber Oversized Logo Tote Teal,https://www.fashionphile.com/gucci-rubber-oversized-logo-tote-teal-464916,"
                                                    $490                                            ",Gucci,980,464916,Handbags,15.5 ,13.5 ,10 ,1.25 ,,dust bag,"We guarantee this is an authentic GUCCI Rubber Oversized Logo Tote Teal or 100% of your money back. This oversized tote is crafted of rubber in blue. The shape is a throwback to vintage beach bags, embossed with House logos and phrases. This is a wonderful tote that will be ideal for everyday use, from Gucci! ",Very G,"Marks, faint scuffs",,,"Cigarette odor, marks",
