prname,page2,price,authnumber,sizeInch,color_material,accessories,outside_condition,inside_condition,other,smell,product_nr
LOUIS VUITTON CARTOUCHIERE MM SHOULDER BAG MONOGRAM M51253,/collections/louis-vuitton/products/ao19815,"138,000",SL0935,"W 8.3 x H 7.1 x D 2.8 ""

Strap Drop. 12.6 - 23.2 ""","Brown/ Monogram Canvas, Leather",-,Excellent condition,Excellent condition,-,-,AO19815
LOUIS VUITTON DANUBE SHOULDER BAG MONOGRAM M45266,/collections/louis-vuitton/products/ao19684,"89,800",TH 1006,"W 5.9 x H 8.3 x D 1.8 ""

Strap Drop. 18.9 - 22.1 ""","Brown/ Monogram Canvas, Leather","Dust Bag, Manual",Excellent condition,Excellent condition,-,-,AO19684
OUIS VUITTON BEL AIR 2WAY HAND BAG MONOGRAM M51122,/collections/louis-vuitton/products/ao19534,"168,000",MI 0919,"W 11.2 x H 8.7 x D 3.0 ""

Handle Drop. 1.2 ""

Strap Drop. 20.5 - 24.0 ""","Brown/ Monogram Canvas, Leather","Shoulder Strap, Box",Good condition,Good condition,-,-,AO19534
LOUIS VUITTON SAC DEPAULE PM SHOULDER BAG RED EPI M80197,/collections/louis-vuitton/products/ao19533,"79,800",VI 0927,"W 10.4 x H 11.4 x D 5.7 ""

Strap Drop. 14.2 - 16.1 """,Red/ Epi Leather,-,"Good condition

Snap button: crack.",Good condition,-,-,AO19533
LOUIS VUITTON CEINTURE JOGGING WAIST BUM BAG AR0054 DAMIER JEAN M93211,/collections/louis-vuitton/products/ao19471,"89,800",AR 0054,"W 11.4 x H 5.5 x D 1.2 ""

Belt Size. 30.3 - 35.8 ""","Terre/ Damier Jean Canvas, Leather","Bottle*2, Manual",Excellent condition,Excellent condition,-,-,AO19471
LOUIS VUITTON BISTEN 70 TRUNK HARD CASE MONOGRAM M21324,/collections/louis-vuitton/products/ao19227,"398,000",1020283,"W 27.6 x H 18.5 x D 7.1 ""

Handle Drop. 2.0 ""","Brown/ Monogram Canvas, Leather","Keys*2, Name Tag",Good condition,Good condition,-,-,AO19227
LOUIS VUITTON URSULA HAND BAG MONOGRAM MULTI M40123,/collections/louis-vuitton/products/ao19127,"138,000",TH 1009,"W 16.1 x H 10.6 x D 6.7 ""

Handle Drop. 5.5 ""","White/ Monogram Multi-Color Canvas, Leather",Dust Bag,Good condition,Good condition,-,-,AO19127
LOUIS VUITTON GRIOTTE SHOULDER BAG MONOGRAM CHERRY BLOSSOM M92588,/collections/louis-vuitton/products/ao19007,"128,000",TH 0093,"W 6.7 x H 4.3 x D 1.2 ""

Strap Drop. 20.9 - 22.0 ""","Light Pink, Red, Silver
/
Monogram Cherry Blossom Satin, Embossed Leather",Dust Bag,AO19007,Good condition,Good condition,-,AO19007
LOUIS VUITTON PETIT NOE DRAWSTRING SHOULDER BAG RED EPI M44107,/collections/louis-vuitton/products/ao18470,"89,800",AR 0936,"W 9.8 x H 10.6 x D 7.5 ""

Strap Drop. 9.8 - 13.0 ""","Red
/
Epi Leather, Leather",-,Excellent condition,Good condition,-,-,AO18470
LOUIS VUITTON GOBELINS BACKPACK BAG YELLOW EPI M52299,/collections/louis-vuitton/products/ao18466,"89,800",VI 0946,"W 12.2 x H 14.2 x D 5.5 ""

Strap total length. 27.2 - 30.3 ""","Yellow
/
Epi Leather, Leather",-,Good condition,Good condition,-,-,AO18466
LOUIS VUITTON NEO SPEEDY HAND BAG INDIGO MONOGRAM DENIM M95019,/collections/louis-vuitton/products/ao18393,"148,000",SP 1025,"W 12.0 x H 6.5 x D 6.3 ""

Handle Drop. 4.3 ""","Indigo
/
Monogram Denim Canvas, Leather","Dust Bag, Manual",Excellent condition,Excellent condition,-,-,AO18393
LOUIS VUITTON PAPILLON 26 HAND BAG MONOGRAM M51366,/collections/louis-vuitton/products/ao18372,"79,800",NO 0929,"W 10.2 × H 5.1 × D 5.1 ""

Handle Drop. 5.9 ""","Brown
/
Monogram Canvas, Leather",-,Excellent condition,Excellent condition,-,-,AO18372
LOUIS VUITTON SAINT JACQUES SHOPPING SHOULDER TOTE BAG EPI M52269,/collections/louis-vuitton/products/ao18351,"69,800",AS 0976,"W 10.2 x H 11.8 x D 5.9 ""

Shoulder Drop. 9.8 ""","Yellow
/
Epi Leather, Leather",-,Excellent condition,Excellent condition,-,-,AO18351
LOUIS VUITTON VERNIS AVALON MM SHOULDER TOTE BAG PATENT M91744,/collections/louis-vuitton/products/ao18252,"89,800",SR 0132,"W 9.4 x H 9.8 x D 4.3 ""

Strap Drop. 7.9 ""","Rouge Fauviste
/
Patent Leather, Leather",-,Good condition,Good condition,-,-,AO18252
LOUIS VUITTON POCHETTE ACCESSOIRES SHOULDER BAG DOTS INFINITY,/collections/louis-vuitton/products/ao17996,"98,000",DR 2112,"W 9.1 x H 5.1 x D 1.6 ""

Strap Drop. 9.4 ""","Black, White
/
Patent Leather, Leather","Manual, Dust Bag, Box","Good condition

There is yellow tint.",Good condition,-,-,AO17996
LOUIS VUITTON MINI POCHETTE ACCESSOIRES HAND BAG DAMIER N58009,/collections/louis-vuitton/products/ao17995,"59,800",FL 1088,"W 5.9 x H 3.7 x D 1.6 ""

Handle Drop. 5.9 ""","Brown
/
Damier Canvas, Leather","Manual, Dust Bag, Box",Excellent condition,Excellent condition,-,-,AO17995
LOUIS VUITTON TROUSSE TOILETTE 23 COSMETIC POUCH MONOGRAM M47524,/collections/louis-vuitton/products/ao17793,"59,800",884 TH,"W 9.1 x H 5.9 x D 2.6 ""","Brown
/
Monogram Canvas, Leather","Manual, Box",Excellent condition,Excellent condition,-,-,AO17793
LOUIS VUITTON SAC 2 POCHES SHOULDER BAG MONOGRAM COMME DES GARCONS,/collections/louis-vuitton/products/ao17789,"198,000",TH 5018,"W 5.9 x H 8.3 x D 3.5 ""

Strap Drop. 20.9 - 24.0 ""","Brown
/
Monogram Canvas, Leather",Manual,There is minor sign of use overall.,There is sign of use overall.,-,-,AO17789
LOUIS VUITTON DROUOT CROSS BODY SHOULDER BAG MONOGRAM M51290,/collections/louis-vuitton/products/ao17343,"128,000",VI 0071,"W 8.1 x H 8.7 x D 4.3 ""

Strap Drop. 17.3 - 20.9 ""","Brown
/
Monogram Canvas, Leather",-,There is minor sign of used overall.,There is minor sign of used overall.,-,-,AO17343
LOUIS VUITTON SAC PLAT HAND TOTE BAG MONOGRAM MIROIR M40269,/collections/louis-vuitton/products/ao17340,"298,000",FO 3019,"W 14.2 x H 15.0 x D 3.1 ""

Handle Drop. 4.3 ""","Silver
/
Patent Leather","Manual, Dust Bag",There is minor sign of use overall.,There is minor sign of use overall.,-,-,AO17340
LOUIS VUITTON VIVA CITE MM SHOULDER BAG MONOGRAM M51164,/collections/louis-vuitton/products/ao16819,"98,000",DU 0014,"W 11.8 x H 5.5 x D 3.5 ""

Strap Drop. 7.9 - 11.0 ""","Brown
/
Monogram Canvas, Leather",-,There is minor sign of used overall.,Excellent condition,-,-,AO16819
LOUIS VUITTON RIVOLI 2WAY BUSINESS HAND BAG RED EPI LEATHER SP ORDER,/collections/louis-vuitton/products/ao16642,"89,800",AA 984241,"W 16.3 x H 13.0 x D 4.3 ""

Handle Drop. 3.9 ""

Strap Drop. 18.5 - 22.0 ""","Red
/
Epi Leather, Leather","Name Tag, Shoulder Strap, Dust Bag",There is minor sign of used overall.,There is minor sign of used overall.,"Junk condition

There are sticky and peeled.",-,AO16642
LOUIS VUITTON POCHETTE ACCESSOIRES PM HAND BAG CIPANGO GOLD,/collections/louis-vuitton/products/ao15887,"49,800",AR 0997,"W 8.5 x H 4.7 x D 0.8 ""

Handle Drop. 5.9 ""","Cipango Gold
/
Epi Leather, Leather",-,"There is minor sign of used overall.

Epi leather: minor dirt.",Good condition,-,-,AO15887
LOUIS VUITTON SPEEDY 25 HAND BAG BLACK EPI LEATHER M43012,/collections/louis-vuitton/products/ao15820,"98,000",SP 0947,"W 10.8 x H 7.5 x D 5.7 ""

Handle Drop. 3.5 ""","Black
/
Epi Leather, Leather",Dust Bag,"There is sign of use overall.

Zipper rail: discoloration.",There is sign of use overall.,-,-,AO15820
LOUIS VUITTON VAVIN GM SHOULDER TOTE BAG MONOGRAM CANVAS M51170,/collections/louis-vuitton/products/ao15559,"79,800",SR 0025,"W 11.8 x H 12.6 x D 4.3 ""

Strap Drop. 8.3 ""","Brown
/
Monogram Canvas, Leather",-,"There is minor sign of use overall.

Shape:There is a dent.

Leather part: scuff, minor suntanned and stains.",There is minor sign of use overall.,-,-,AO15559
LOUIS VUITTON SPEEDY 30 HAND BAG GREEN EPI LEATHER M43004,/collections/louis-vuitton/products/ao15429,"79,800",VI 0923,"W 12.8 × H 8.7 × D 7.1 ""

Handle Drop. 3.5 ""","Green
/
Epi Leather, Leather",-,There is sign of used overall.,There is sign of used overall.,-,-,AO15429
LOUIS VUITTON ALMA GM HAND BAG BLACK MONOGRAM MULTI M40442,/collections/louis-vuitton/products/ao15244,"328,000",RC 0111,"W 15.0 x H 12.0 x D 7.5 ""

Handle Drop. 5.1 ""","Black
/
Monogram Multi-Color Canvas, Leather","Cover of Keys, Keys*2, Manual, Dust Bag","Good condition

Leather part: scuff and minor suntanned.",Good condition,-,-,AO15244
LOUIS VUITTON VIVA CITE PM SHOULDER BAG MONOGRAM M51165,/collections/louis-vuitton/products/ao14654,"79,800",VI 1014,"W 7.1 x H 5.5 x D 3.5 ""
Strap Drop. 19.7 - 24.0 ""","Brown
 / Monogram Canvas, Leather",-,There is sign of use overall.,There is sign of use overall.,-,-,AO14654
LOUIS VUITTON NOE SHOULDER BAG MONOGRAM M42224,/collections/louis-vuitton/products/ao14431,"69,800",AR 1910,"W 10.2 x H 13.8 x D 7.5 ""
Strap Drop. 8.7 - 11.8 ""","Brown
 / Monogram Canvas, Leather",-,"There is sign of use overall.
Leather part: suntanned, torn, scuff and stain.
Drawstring cord and strap has suntanned, scuff and crack.","There is sign of use overall.
There is minor stain.",-,-,AO14431
LOUIS VUITTON CARTOUCHIERE GM SHOULDER BAG MONOGRAM M51252,/collections/louis-vuitton/products/ao13514,"148,000",SL 0070,"W 9.8 x H 8.7 x D 3.1 ""
Strap Drop. 11.4 - 21.7 ""","Brown
/ Monogram Canvas, Leather",-,"Very good condition.

Leather part has scuff and minor suntanned.",Very good condition.,-,-,AO13514
LOUIS VUITTON BEFORE DARK 3WAY CLUTH BAG MONOGRAM MOTARD M95744,/collections/louis-vuitton/products/ao13510,"148,000",RC 0038,"W 13.8 x H 11.4 x D 5.1 ""
Handle Drop. 1.6 ""
Strap Drop. 7.9 ""","Black
/ Monogram Motard Leather, Suede","Shoulder Strap, Dust Bag","Though there is a little feeling of used, good condition.

Suede part has scuff.","Though there is a little feeling of used, good condition.",-,-,AO13510
LOUIS VUITTON DEFINE POUCH PURSE RED EPI M48447,/collections/louis-vuitton/products/ao13192,"49,800",SP 0013,"W 6.5 x H 3.7 x D 2.4 ""","Red/ Epi Leather, Leather",Manual,"Though there is a little feeling of used, good condition.",Good condition.,-,-,AO13192
LOUIS VUITTON PAPILLON 30 HAND BAG MONOGRAM M51385,/collections/louis-vuitton/products/ao12436,"59,800",MB 1013,"W 12.0 x H 5.9 x D 5.9 ""
Handle Drop. 7.9 ""","Brown
/ Monogram Canvas, Leather",Dust Bag,"There is feeling of used.

Handle and leather has scuff, stain and suntanned.

Handle roots has There are traces of adhesive.","Though there is a little feeling of used, good condition.",-,-,AO12436
LOUIS VUITTON POCHETTE ACCESSOIRES POUCH HAND BAG RED EPI M52947,/collections/louis-vuitton/products/ao12294,"59,800",AR 0031,"W 9.4 x H 5.1 x D 1.0 ""
Handle Drop. 5.9 ""","Red
/ Epi Leather, Leather",Dust Bag,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO12294
LOUIS VUITTON ELLIPSE PM HAND BAG PURSE MONOGRAM M51127,/collections/louis-vuitton/products/ao11924,"98,000",TH 0016,"W 8.3 x H 11.0 x D 2.8 ""
Handle Drop. 3.9 ""","Brown
/ Monogram Canvas, Leather",-,"Though there is a little feeling of used, good condition.

Leather part has scuff and stains.",Very good condition.,-,-,AO11924
LOUIS VUITTON BAGGY PM SHOULDER BAG PURSE MONOGRAM DENIM M95049,/collections/louis-vuitton/products/ao11911,"98,000",SD 0056,"W 11.8 x H 7.7 x D 3.9 ""
Strap Drop. 9.1 - 11.0 ""","Indigo
 / Monogram Denim, Leather",Dust Bag,"Though there is a little feeling of used, good condition.

Leather part has scuff and minor stains.",Very good condition.,-,-,AO11911
LOUIS VUITTON POCHETTE FLORENTINE BUM BAG #S MONOGRAM M51855,/collections/louis-vuitton/products/ao11154,"89,800",FL 0062,"W 6.3 x H 4.3 x D 1.6 ""
Belt Size. 33.9 - 44.1 "" (Size S)","Brown
/ Monogram Canvas, Leather",Manual,Very good condition.,Very good condition.,-,-,AO11154
LOUIS VUITTON KEEPALL 55 BANDOULIERE TRAVEL HAND BAG MONOGRAM M41414,/collections/louis-vuitton/products/ao11069,"128,000",TH 0978,"W 22.0 "" x H 11.4 "" x D 9.8 ""
Handle Drop. 4.7 ""
Strap Drop. 17.7 - 21.3 ""","Brown
/ Monogram Canvas, Leather","Shoulder Strap, Handle Holder","Though leather part has suntanned, scuff and stain, good condition.",good condition.,-,-,AO11069
LOUIS VUITTON POCHETTE FLORENTINE BUM BAG #XS MONOGRAM M51855,/collections/louis-vuitton/products/ao10876,"89,800",FL 0053(Bag) / FL 0033(Belt),"W 6.3 x H 4.3 x D 1.6 ""
Belt total length. 35.4 ""(Size XS)","Brown
/ Monogram Canvas, Leather",-,"Though leather part has suntanned, good condition.","Though there is dirt, good condition.",-,-,AO10876
LOUIS VUITTON MONCEAU 2WAY HAND BAG SATCHEL EPI BLACK M52122,/collections/louis-vuitton/products/ao10756,"168,000",A20974,"W 11.0 x H 8.7 x D 2.0 ""
Handle Drop. 1.2 ""
Strap Drop. 18.9 - 22.4 ""","Black
/ Epi Leather, Leather","Shoulder Strap, Manual, Dust Bag, Keys x2","Though there is a little feeling of used, good condition.

Edge has dirt.","Though there is a little feeling of used, good condition.",-,-,AO10756
LOUIS VUITTON POCHETTE ACCESSOIRES HAND BAG POUCH BLUE EPI M52945,/collections/louis-vuitton/products/ao10348,"49,800",CA 0958,"W 8.5 x H 4.7 x D 0.8 ""
Handle Drop. 5.9 ""","Blue
/ Epi Leather, Leather",-,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO10348
LOUIS VUITTON EVER 2WAY CHAIN SHOULDER BAG MONOGRAM M95567,/collections/louis-vuitton/products/ao10220,"128,000",AA 3195,"W 10.2 x H 5.1 x D 1.6 ""
Chain Drop. 8.3 ""
Strap Drop. 24.4 ""","Brown
/ Monogram Canvas, Leather","Dust Bag, Shoulder Strap","Though leather part has minor suntanned, Very good condition.",Very good condition.,-,-,AO10220
LOUIS VUITTON CABAS CRUISE JUMBO HAND TOTE BAG MONOGRAM VINYL M50500,/collections/louis-vuitton/products/ao09855,"168,000",LM 0020,"W 18.5 x H 13.4 x D 8.3 ""
Handle Drop. 8.7 ""","Brown
/ Monogram Vinyl, Leather",-,"Though there is a little feeling of used, good condition.","Though there is a little feeling of used, good condition.",-,-,AO09855
LOUIS VUITTON AMAZON CROSS BODY SHOULDER BAG PURSE MONOGRAM M45236,/collections/louis-vuitton/products/ao08621,"79,800",TH 1014,"W 5.9 "" x H 8.3 "" x D 3.7 ""
Strap Drop. 13.4 - 20.5 ""","Brown
/ Monogram Canvas, Leather",Dust Bag,"There is a little feeling of use, good condition.

Leather is stain.","There is a little feeling of use, good condition.",-,-,AO08621
LOUIS VUITTON AURELIA GM SHOULDER BAG MONOGRAM MULTI-COLOR M40100,/collections/louis-vuitton/products/ao08105,"148,000",SR 0096,"W 17.7 "" x H 11.8 "" x D 6.3 ""
Strap Drop. 8.3 ""","White, etc
/
Monogram Multi-Color Canvas, Leather","Dust Bag, Pouch, Padlock(No Key)","Leather is minor suntanned.

Corner is minor scuff.",Very good condition.,-,-,AO08105
LOUIS VUITTON SPEEDY 30 HAND BAG WHITE MONOGRAM GRAFFITI M92195,/collections/louis-vuitton/products/ao08017,"268,000",TH 0051,"W 12.2 "" x H 8.3 "" x D 7.1 ""
Handle Drop. 3.5 ""","Brown, White
/ Monogram Graffiti Canvas, Leather",Manual,"Monogram canvas has scuff.

Zipper top leather is suntanned.",Very good condition.,-,-,AO08017
LOUIS VUITTON POCHETTE ACCESSOIRES HAND BAG POUCH BLACK EPI M52942,/collections/louis-vuitton/products/ao08011,"59,800",AR 1020,"W 9.4 x H 5.1 x D 1.0 ""
Handle Drop. 5.9 ""","Black/ Epi Leather, Leather",Dust Bag,"There is a little feeling of use, good condition.","There is minor scuff, good condition.",-,-,AO08011
LOUIS VUITTON GERONIMOS SHOULDER BUM BAG DAMIER CANVAS N51994,/collections/louis-vuitton/products/ao07917,"79,800",CA 4068,"W 7.5 "" x H 4.5 "" x D 2.0 ""
Strap max length. 47.2 ""","Brown
/ Damier Canvas, Leather",Dust Bag,"Zipper rail is discoloration, good condition.","There is a little feeling of use, good condition.",-,Smell of perfume.,AO07917
LOUIS VUITTON POCHETTE ACCESSOIRES POUCH BLACK EPI M52942,/collections/louis-vuitton/products/ao07787,"49,800",AR 0051,"W 9.4 x H 5.1 x D 1.0 ""
Handle Drop. 5.9 ""","Black/ Epi Leather, Leather",Dust Bag,"There is a little feeling of use, good condition.

Metal fittings has discoloration and dirt.","There is feeling of use, many dirt and stains.",-,-,AO07787
LOUIS VUITTON BAGGY PM SHOULDER BAG MONOGRAM DENIM M95049,/collections/louis-vuitton/products/ao07378,"128,000",AS 0036,"W 11.8 "" x H 7.7 "" x D 3.7 ""
Strap Drop. 18.5 - 23.2 ""","Blue
/
Monogram Denim, Leather",-,"There is feeling of use.

Shoulder has suntanned, minor stain and dirt.","There is minor dirt, good condition.",-,-,AO07378
LOUIS VUITTON KEEPALL 60 BANDOULIERE 2WAY TRAVEL HAND BAG MONOGRAM M41412,/collections/louis-vuitton/products/ao07121,"168,000",TH 0977,"W 24.0 x H 12.8 x D 10.2 ""
Handle Drop. 4.7 ""
Shoulder Drop. 20.1 - 26.4 ""","Brown
/
Monogram Canvas, Leather","Shoulder Strap, Name Tag, Handle Holder","There is a little feeling of use, good condition.
Leather part has scuff, minor suntanned and stains.",Very good condition.,-,-,AO07121
LOUIS VUITTON AMAZON CROSS BODY SHOULDER BAG MONOGRAM M45236,/collections/louis-vuitton/products/ao06976,"59,800",AR 0969,"W 5.9 x H 8.3 x D 3.7 ""
Shoulder Drop. 18.5 - 22.4 ""","Brown / Monogram Canvas, Leather",-,"There is feeling of use. Zipper rail is rusty and stiff.

Leather part has scuff, dirt, suntanned and stains.","There is feeling of use.

There is much dirt by which glue solidified.",-,-,AO06976
LOUIS VUITTON POCHETTE MARLY BANDOULIERE SHOULDER BAG MONOGRAM M51828,/collections/louis-vuitton/products/ao06946,"79,800",MB 0050,"W 8.3 "" x H 4.7 "" x D 1.6 ""
Strap Drop. 16.5 - 20.1 ""","Brown
/
Monogram Canvas, Leather",Dust Bag,"Leather and shoulder is suntanned, good condition.",Very good condition.,-,-,AO06946
LOUIS VUITTON TROUVILLE HAND BAG MONOGRAM MULTI-COLOR M92663,/collections/louis-vuitton/products/ao06845,"128,000",MI 0035,"W 11.4 "" x H 8.3 "" x D 4.7 ""
Handle Drop. 2.8 ""","White
/ Monogram Multi-Color Canvas, Leather",-,"There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO06845
LOUIS VUITTON NOE DRAWSTRING SHOULDER BAG RED EPI LEATHER M44007,/collections/louis-vuitton/products/ao06844,"79,800",AR 0924,"W 10.4 "" x H 13.0 "" x D 7.5 ""
Strap Drop. 9.1 ""","Red
/ Epi Leather, Leather",Dust Bag,"There is minor scuff, good condition.","There is feeling of use, scuff.",-,Smell of perfume.,AO06844
LOUIS VUITTON MINI DANUBE CROSS BODY SHOULDER BAG MONOGRAM M45268,/collections/louis-vuitton/products/ao06782,"39,800",8912 SL,"W 4.3 x H 5.5 x D 1.6 ""
Shoulder Drop. 18.1 - 22.8 ""","Brown
/
Monogram Canvas, Leather",-,"There is feeling of use.
Leather part has scuff, suntanned and stains.
Shoulder base is loose and crack.
Zipper has discoloration, Belt hole is rusty.",There is feeling of use.,-,-,AO06782
LOUIS VUITTON CRUISER BAG 40 TRAVEL HAND BAG MONOGRAM M41139,/collections/louis-vuitton/products/ao06707,"89,800",SP 0927,"W 15.4 "" x H 11.4 "" x D 9.1 ""
Handle Drop. 4.7 ""","Brown
/
Monogram Canvas, Leather",-,"There is feeling of use. Leather is stain.

Handle is scuff and stain.","There is a little feeling of use, good condition.",-,-,AO06707
LOUIS VUITTON Sac Plat Hand Tote Bag Monogram Cherry M95010,/collections/louis-vuitton/products/ao06295,"328,000",MI0015,"W 14.2 "" x H 15.0 "" x D 3.5 ""
Handle Drop. 4.3 ""","Brown, Red, etc.
/
Monogram cherry canvas, Leather",Dust bag,"There is feeling of use, Leather part has Discoloration, Dirt, Stain","There is a little feeling of use, good condition.",-,-,AO06295
LOUIS VUITTON Montsouris MM Backpack Monogram M51136,/collections/louis-vuitton/products/ao05514,"148,000",SP0021,"W 9.8 "" x H 11.8 "" x D 4.7 ""

Strap total length. 26.0 - 29.1 ""","Brown / Monogram canvas, Leather",Dust bag,"Leather part has Discoloration, Rubbed, Dirt, good condition.","There is a little feeling of use, good condition.",-,-,AO05514
LOUIS VUITTON Cluny Shoulder Bag Epi Black M52252,/collections/louis-vuitton/products/ao04831,"69,800",VI0955,"W 10.2 "" x H 11.8 "" x D 7.1 ""

Strap Drop. 10.6 - 14.6 """,Black / Epi leather,Dust bag,"There is minor sign of use overall.

Thin mold stain",There is minor sign of use overall.,-,-,AO04831
LOUIS VUITTON CARTOUCHIERE MM SHOULDER BAG MONOGRAM M51253,/collections/louis-vuitton/products/ao03065,"49,800",SL0921,"W 8.3 "" x H 7.5 "" x D 3.1 ""

Strap Drop. 11.8 - 19.7 ""","Brown/Monogram canvas, Leather",-,"There is minor sign of use overall.

Leather part: Discoloration, Crack, Stain",There is minor sign of use overall.,-,-,AO03065
LOUIS VUITTON KEEPALL 55 BANDOULIERE TRAVEL HAND BAG DAMIER AZUR N41429,/collections/louis-vuitton/products/ao02568,"128,000",MB 0027,"W 22.0 x H 11.8 x D 9.8 ""

Handle drop. 4.3 ""

Shoulder Drop. 17.7 - 21.3 ""","White/ Damier Azur Canvas, Leather","Shoulder Strap, Name Tag, Handle Holder, Dust Bag","There is a little feeling of use, Leather and handle is minor suntanned.","There is a little feeling of use, good condition.",-,-,AO02568
LOUIS VUITTON BISTEN 45 TRUNK HAND BAG HARD CASE BLACK TAIGA SP ORDER,/collections/louis-vuitton/products/ao02182,"208,000",1055213,"W 17.7 × H 4.3 × D 13.8 ""

Handle Drop. 2.6 ""","Black/ Taiga Leather, Leather","Name Tag, Cover of Keys, Keys*2","There is sign of use overall.

Metal fittings are scuff.",There is scuff and dirt.,Initials are carved on a name tag.(T.H),-,AO02182
LOUIS VUITTON CLUTCH HAND BAG MONOGRAM CANVAS LEATHER VINTAGE,/collections/louis-vuitton/products/ao02108,"39,800",-,"W 11.8 × H 8.3 × D 0.8 ""","Brown/ Monogram Canvas, Leather",-,"There is sign of use overall.

Leather is dirt and stains.",There is sign of use overall.,Zipper rail is tear.(Zipper Pocket),Strong smell of mold.,AO02108
LOUIS VUITTON Malesherbes Hand Bag Epi M52372,/collections/louis-vuitton/products/ao01925,"118,000",SR0041,"W 10.2 "" x H 8.5 "" x D 2.6 ""

Handle Drop. 3.9 """,Black / Epi leather,Dust bag,Very good condition.,Very good condition.,-,-,AO01925
